Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;6;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;6;17.25;
6;1;10.6000003815;11.5;6;23.0;2;14.8999996185;8.625;5;18.25;
7;1;11.6000003815;11.5;6;23.0;2;16.8999996185;8.625;5;18.5949993134;
8;1;11.8999996185;11.5;6;23.4599990845;2;18.5569992065;8.79749965668;4;18.8861961365;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;19.3317184448;8.94309806824;4;19.7067136765;
10;2;12.1463851929;12.1106414795;5;25.0;2;19.8240280151;9.3333568573;4;20.416779995;
11;2;12.5000009537;12.0;5;26.2200007439;2;21.8240280151;9.6677980423;4;21.0226662159;
12;2;14.4523849487;12.6000003815;5;27.1977963448;2;23.8240280151;9.94955635071;4;21.5340260267;
13;2;16.4523849487;13.0788002014;5;27.9616857767;2;24.9002914429;10.1834592819;4;21.9622858763;
14;2;18.4523849487;13.4505519867;5;28.5468815565;2;25.1773719788;10.3752222061;4;22.3193571568;
15;2;19.4707298279;13.7328653336;5;28.9890253544;2;25.3916149139;10.5308046341;4;22.5548160076;
16;2;20.4769535065;13.943564415;5;29.1228116751;2;25.5328903198;10.625;3;22.6030313969;
17;2;21.4832286835;14.0;5;29.1438889503;2;25.5618190765;10.625;3;22.6523760557;
18;2;22.4895515442;14.0;4;29.1651208401;2;25.5914268494;10.625;3;22.7028282881;
19;2;22.3999996185;14.3495359421;4;29.1864993572;2;25.6216964722;10.625;3;22.7543625832;
20;2;22.7559490204;14.0;4;29.2080165148;2;25.6526184082;10.625;3;22.8069496155;
21;2;22.3999996185;14.3624048233;5;29.2296639681;2;27.6841697693;10.625;4;22.8605561256;
22;3;22.3999996185;14.3688993454;4;29.2514331341;2;28.7163333893;10.625;4;22.9151450396;
23;3;22.3999996185;14.3754301071;4;29.2733153105;2;29.7490882874;10.625;4;22.97067523;
24;3;22.3999996185;14.3819942474;5;29.2953014374;2;30.7824058533;10.625;4;23.0271017551;
25;4;22.3999996185;14.3885908127;4;29.3173824549;2;30.8162612915;10.625;3;23.0843759775;
26;4;20.7952136993;15.0;4;29.3395489454;2;30.8506259918;10.625;3;23.1424454451;
27;4;19.801864624;16.0;5;29.3617914915;2;30.8854675293;10.625;3;23.2012542486;
28;4;18.8085365295;17.0;6;29.3841004372;2;30.920753479;10.625;3;23.2607431412;
29;4;17.8152294159;18.0;6;29.4064661264;2;30.956445694;10.625;2;23.3208494186;
30;4;16.8219394684;19.0;7;29.428878665;2;30.9925098419;10.625;2;23.3815076351;
