Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;5;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;5;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;5;17.25;
7;2;11.6000003815;11.6999998093;5;24.0;1;14.8999996185;8.625;5;17.5949993134;
8;2;12.1999998093;11.5;5;24.5824990273;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;12.3747501373;11.7299995422;5;25.0799144506;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;12.5239744186;11.9106416702;5;25.409558177;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;12.6228685379;12.0;5;26.8187435865;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;14.6320075989;12.6000003815;5;28.0131856203;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;16.6320075989;13.0788002014;5;29.0237898827;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;18.6320075989;13.4505519867;5;29.8882951736;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;19.8731536865;13.7328653336;5;30.644671917;1;21.2000274658;10.5308046341;6;21.25;
16;2;20.9736480713;13.943564415;5;31.1296033859;1;22.2000274658;10.625;6;21.25;
17;2;22.0852661133;14.0;6;31.5402197838;1;23.2000274658;10.625;6;21.25;
18;2;23.2084503174;14.0;6;31.9901740551;1;24.2000274658;10.625;6;21.25;
19;2;23.5970516205;14.0;6;32.4793624878;1;24.75;10.625;6;21.25;
20;2;22.3999996185;15.0;6;33.006611824;1;24.75;10.625;6;21.25;
21;2;23.3999996185;14.0;6;33.569524765;1;24.75;10.625;7;21.25;
22;2;24.0708580017;14.0;7;34.1643762589;1;24.75;10.625;7;21.25;
23;3;22.3999996185;15.0;6;34.7860922813;1;24.75;10.625;7;21.25;
24;3;23.3999996185;14.0;6;35.4283218384;1;24.75;10.625;7;21.25;
25;3;24.3999996185;14.0;6;36.0836248398;1;24.75;10.625;7;21.25;
26;3;24.8250865936;14.0;6;36.7437639236;1;24.75;10.625;7;21.25;
27;3;22.8250865936;15.0;6;37.4000911713;1;24.75;10.625;7;21.25;
28;3;23.8250865936;14.0;6;38.0439891815;1;24.75;10.625;7;21.25;
29;3;24.8250865936;14.0;6;38.6673202515;1;24.75;10.625;7;21.25;
30;3;23.6001968384;15.0;6;39.2628421783;1;24.75;10.625;7;21.25;
31;3;22.7788524628;16.0;6;39.8245382309;1;24.75;10.625;7;21.25;
32;3;21.9473609924;17.0;6;40.3478288651;1;24.75;10.625;7;21.25;
33;3;21.104347229;18.0;6;40.829662323;1;24.75;10.625;7;21.25;
