Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;3;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;3;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;11.1199998856;10.1999998093;3;20.7264003754;2;9.59000015259;10.5;4;21.7264003754;
10;1;11.2179203033;10.3632001877;3;20.9903717041;2;9.88844013214;10.3632001877;4;21.9903717041;
11;1;11.2971115112;10.4951858521;3;22.0419120789;2;9.94783401489;10.4951858521;4;23.0719120502;
12;1;11.6125736237;11.0209560394;4;22.9143505096;2;10.1911802292;11.0209560394;4;23.9749414921;
13;1;13.2971115112;11.4571752548;4;23.6214065552;2;11.9614667892;11.4571752548;4;24.7131726742;
14;1;14.2971115112;11.8107032776;3;24.1832637787;2;13.9614667892;11.8107032776;4;25.3067810535;
15;1;15.2971115112;12.0916318893;3;24.6226100922;2;15.7228336334;12.4286870956;4;25.7784451246;
16;1;16.2971115112;12.3113050461;3;24.9617595673;2;16.9828968048;12.3113050461;4;26.1504684687;
17;1;17.2971115112;12.4808797836;3;25.0;2;17.9902935028;12.4808797836;4;26.2221269608;
18;1;18.2971115112;12.5;3;25.0;2;18.9978122711;12.5;5;26.2560760975;
19;1;19.2971115112;12.5;4;25.0;2;19.907617569;12.5;5;26.2905418873;
20;1;19.5;12.5;5;25.0;2;19.9153709412;12.5;5;26.3255085945;
