Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;2;7.0;13.3000001907;5;21.0;
3;1;8.0;10.0;4;20.0;2;8.14999961853;12.0;5;21.0299999714;
4;1;9.0;10.0;4;20.0;2;8.15450000763;11.0;5;21.0605909824;
5;1;9.0;10.0;4;20.0;2;8.15908908844;10.0;5;21.091766119;
6;2;10.0;10.1999998093;3;21.0;2;9.24564743042;10.0;5;21.1235172749;
7;2;11.3000001907;10.0;3;21.0299999714;2;9.75279140472;10.0;5;21.1558350325;
8;2;11.3090000153;10.0;3;21.4708906412;2;9.76006317139;10.0;5;21.6002668142;
9;2;11.4412670135;10.1999998093;3;21.8393678665;2;9.86006069183;10.1999998093;5;21.9722745419;
10;2;11.5518102646;10.3632001877;3;22.1466006041;2;9.94376182556;10.3632001877;5;22.2830175161;
11;2;11.6439800262;10.4951858521;3;23.2541460991;2;10.0136785507;10.4951858521;5;23.3954073191;
12;2;11.9762439728;11.0209560394;3;24.1846234798;2;10.263967514;11.0209560394;5;24.3307359219;
13;2;13.9762439728;11.4571752548;3;24.9517599344;2;12.0415201187;11.4571752548;5;25.1027135849;
14;2;15.9762439728;11.8107032776;3;25.5757399797;2;14.0415201187;11.8107032776;5;25.7315064669;
15;2;17.0303173065;12.0916318893;3;26.0792449713;2;15.7228336334;12.55610466;5;26.2397767305;
16;2;18.0495643616;12.3113050461;4;26.4845746756;2;17.0866966248;12.3113050461;5;26.6498038769;
17;3;19.0694179535;12.4808797836;3;26.5909943581;2;17.7228336334;12.9872932434;5;26.7608320713;
18;3;19.6125736237;12.5;4;26.6611413956;2;19.119020462;12.5;6;26.8354767561;
19;3;21.1109161377;12.5;4;26.7332159281;2;19.625;13.0506429672;5;26.9119156599;
20;3;21.5;13.0199651718;5;26.8071684837;2;19.625;13.0735750198;5;26.9900764227;
21;3;21.5;13.0421504974;5;26.8829400539;2;20.0727672577;12.5;5;27.0698769093;
22;3;22.0648822784;12.5;5;26.9604618549;3;20.0907230377;12.5;4;27.1512255669;
23;3;22.0881385803;12.5;5;27.039655447;3;19.625;12.5;5;27.2340214252;
24;3;21.5;13.1118965149;5;27.1204328537;4;19.625;13.3936080933;4;27.3181540966;
25;3;19.5;14.1361293793;5;27.2026965618;4;20.1465854645;12.5;3;27.4035048485;
26;3;18.5;15.1608085632;5;27.2863395214;4;20.1657886505;12.5;3;27.4899468422;
27;3;17.5;16.1859016418;7;27.3712463379;4;20.1852378845;12.5;3;27.5773453712;
