Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;6;20.0;2;8.0;11.3000001907;5;21.0;
5;1;9.0;10.0;6;20.0;2;8.14999961853;10.0;5;21.0599999428;
6;1;10.0;10.0;6;20.0;2;9.23849964142;10.0;5;21.1229639053;
7;1;11.0;10.0;6;20.0;2;9.75266647339;10.0;5;21.1889609098;
8;1;11.0;10.0;6;20.3999996185;2;9.76751613617;10.0;4;21.6699410677;
9;1;11.1199998856;10.1999998093;6;20.7264003754;2;9.87573719025;10.1999998093;3;22.0818096399;
10;1;11.2179203033;10.3632001877;6;20.9903717041;2;9.96840667725;10.3632001877;2;22.4358423948;
11;1;11.2971115112;10.4951858521;6;22.0419120789;2;10.0480642319;10.4951858521;2;23.611035943;
12;1;11.6125736237;11.0209560394;6;22.9143505096;2;10.3124837875;11.0209560394;2;24.615765214;
13;2;13.6125736237;11.6571750641;5;24.6214065552;2;12.1056518555;11.4571752548;2;25.4640146494;
14;2;15.6125736237;11.8107032776;5;25.2732638121;2;14.1056518555;11.8107032776;2;26.1761806011;
15;2;16.5819797516;12.0916318893;4;25.8097290993;2;16.1056518555;12.0916318893;2;26.7751014233;
16;2;16.7429199219;12.3113050461;4;26.2534979582;2;17.2071437836;12.3113050461;2;27.2831678391;
17;2;16.8760490417;12.4808797836;4;26.4042263031;2;18.2451515198;12.4808797836;2;27.4996597767;
18;2;18.808052063;12.5;4;26.5249304771;2;19.2852573395;12.5;3;27.687142849;
19;2;19.8442630768;12.5;4;26.6541694403;2;20.2296066284;12.5;3;27.883649826;
