Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;2;9.0;10.1999998093;4;21.0;1;8.0;10.0;6;20.0;
6;2;10.3000001907;10.0;4;21.0900000334;1;9.0;10.0;6;20.0;
7;2;11.3269996643;10.0;4;21.1871190071;1;9.5;10.0;6;20.0;
8;2;11.3561353683;10.0;4;21.7036092281;1;9.5;10.0;6;20.3999996185;
9;2;11.5110826492;10.1999998093;4;22.1564130783;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.6469240189;10.3632001877;4;22.557236433;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.7671709061;10.4951858521;4;23.8035871983;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;12.141076088;11.0209560394;4;24.8916251659;2;10.184431076;11.0209560394;5;23.944350481;
13;2;14.141076088;11.4571752548;5;25.8364036083;2;11.954583168;11.4571752548;5;24.6819975376;
14;2;16.1410751343;11.8107032776;5;26.6592981815;2;13.9545841217;12.1288805008;5;25.2750298977;
15;2;17.3553848267;12.0916318893;4;27.3839819431;2;15.9545841217;12.0916318893;4;25.746127367;
16;2;18.440984726;12.3113050461;4;28.0334718227;2;16.9756240845;12.3113050461;4;26.1175945997;
17;2;19.5340881348;12.4808797836;4;28.407397747;2;17.9828968048;12.4808797836;4;26.1887089014;
18;2;20.6347923279;12.5;4;28.7683298588;2;18.9902935028;12.5;5;26.2221269608;
19;2;21.7430725098;12.5;4;29.1538929939;2;19.8999786377;12.5;5;26.2560760975;
20;2;22.7461681366;12.5;5;29.562889576;2;19.907617569;12.5;5;26.2905418873;
