Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;2;11.0;10.3999996185;4;21.0;1;9.5;10.0;6;20.0;
8;2;11.3000001907;10.0;4;21.4399995804;1;9.5;10.0;6;20.3999996185;
9;2;11.4320001602;10.1999998093;4;21.8075842857;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.5422754288;10.3632001877;4;22.1139252186;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.6341772079;10.4951858521;4;23.2202551365;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;11.9660768509;11.0209560394;4;24.1495091915;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;13.9660768509;11.4571752548;4;24.9154186249;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;15.9660768509;11.8107032776;4;25.5381718874;2;13.7228336334;12.1107034683;5;25.1832637787;
15;2;16.6614513397;12.0916318893;4;26.0404549837;2;15.7228336334;12.3916320801;5;25.6526100636;
16;2;16.8121376038;12.3113050461;4;26.4445723295;2;16.9545841217;12.3113050461;5;26.0223505497;
17;2;16.9333705902;12.4808797836;4;26.5497941971;2;17.7228336334;12.7990570068;5;26.091766119;
18;2;18.3867835999;13.1199178696;4;26.6187632084;2;18.7228336334;12.5;6;26.1235172749;
19;2;19.3867835999;13.309381485;5;26.6896851063;2;19.625;12.5;6;26.1558350325;
20;2;20.3867835999;13.3448429108;4;26.7625159025;2;19.8850631714;12.5;6;26.1887089014;
