Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.0;4;20.0;
2;2;7.19999980927;11.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;8.21199989319;10.0;3;21.1229639053;1;8.0;12.0;6;20.0;
4;2;9.22459316254;10.0;3;21.1889609098;1;8.0;11.0;6;20.0;
5;2;9.23779201508;10.0;3;21.2580518723;1;8.0;10.0;6;20.0;
6;2;10.377415657;10.0;3;21.3302885294;1;9.0;10.0;6;20.0;
7;2;11.3990869522;10.0;3;21.4057120085;1;9.5;10.0;6;20.0;
8;2;11.421713829;10.0;3;21.8984082937;1;9.5;10.0;6;20.3999996185;
9;2;11.5695228577;10.1999998093;2;22.3222295046;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.6966686249;10.3632001877;2;22.688400507;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;11.806520462;10.4951858521;2;23.8809107542;2;9.72283363342;10.7951860428;4;23.0419120789;
12;2;12.164273262;11.0209560394;2;24.9034298658;2;10.184431076;11.0209560394;4;24.0443505049;
13;2;14.8488111496;11.4571752548;2;25.7698295116;2;11.9770832062;11.4571752548;3;24.8968375921;
14;2;16.8488121033;11.8107032776;2;26.500371933;2;13.9770832062;11.8107032776;3;25.6209878922;
15;2;17.9922447205;12.0916318893;2;27.1177392006;2;15.9770832062;12.0916318893;3;26.2409451008;
16;2;19.0456504822;12.3113050461;2;27.6441450119;2;17.0869598389;12.3113050461;3;26.7804714441;
17;2;20.1018276215;12.4808797836;2;27.878672123;2;18.1320438385;12.4808797836;2;27.0402543545;
18;2;21.1607131958;12.5;3;28.0836718082;2;19.1818904877;12.5;2;27.2842636108;
19;2;22.2222137451;12.5;4;28.2969486713;2;20.1389598846;12.5;2;27.5518820286;
20;3;22.4890842438;12.5;3;28.5179448128;2;20.1991729736;12.5;2;27.8440244198;
21;3;22.5553836823;12.5;4;28.7459800243;2;20.2649059296;12.5;2;28.1613030434;
22;3;22.6237945557;12.5;4;28.9802544117;2;20.3362922668;12.5;2;28.5039470196;
23;3;22.6940765381;12.5;4;29.2198557854;2;20.4133872986;12.5;2;28.871723175;
24;3;22.7659568787;12.5;4;29.4637694359;2;20.496137619;12.5;2;29.263862133;
25;3;22.8391304016;12.5;4;29.7108941078;2;20.5843696594;12.5;2;29.6789975166;
26;3;21.5;13.5;4;29.9600582123;2;20.6777744293;12.5;3;30.1151270866;
27;3;20.5;13.5;6;30.2100424767;3;20.7759037018;12.5;2;30.5695996284;
28;3;20.5;13.5;6;30.4596014023;3;20.8781604767;12.5;3;31.0391392708;
29;3;21.5;14.5;6;30.7074890137;3;18.9838066101;13.5;3;31.5199065208;
30;3;20.5;13.5;6;30.952483654;3;18.0919799805;14.5;3;32.007601738;
31;3;20.2857456207;14.5;6;31.1934113503;3;17.2017097473;15.5;3;32.4976010323;
32;3;19.3580226898;15.5;6;31.429169178;3;14.625;17.5;3;32.9851250648;
33;3;18.4287509918;16.5;7;31.6587438583;3;14.0;19.5;3;33.465420723;
34;3;17.5;15.5;7;31.8812294006;3;14.0;21.5;3;33.9339466095;
35;3;18.5;15.5;7;32.0958390236;3;14.0;23.5;3;35.3865451813;
36;3;17.5;14.5;7;32.3019137383;3;15.0;25.5;3;35.989589572;
37;3;17.5;15.5;7;32.4989256859;3;16.0;27.5;4;36.5970001221;
38;3;16.5;14.5;9;32.6864795685;4;16.3075561523;29.5;3;37.2100245953;
39;3;15.5;14.5;9;32.8643078804;4;16.3587112427;30.9310283661;3;37.8308397532;
40;4;15.5;13.5;7;46.5322656631;4;16.0;32.182510376;4;38.4624390602;
41;4;17.5;15.5;7;47.2303190231;4;16.0;33.4149055481;5;39.1084544659;
42;4;19.5;15.5;9;47.8643217087;5;16.0;34.6280555725;5;39.7728974819;
43;4;20.5;17.3357276917;9;48.4348907471;5;16.0;35.8221931458;5;40.459841013;
44;4;22.5;16.3357276917;9;48.9442453384;5;16.0;36.9978866577;7;41.1730377674;
45;4;25.5;19.3357276917;11;49.3957986832;5;16.0;38.155960083;7;41.9155015945;
46;4;25.1060562134;21.7687606812;10;49.7937650681;5;17.0;36.2974281311;7;43.6890683174;
47;4;25.1360702515;23.7400798798;10;50.1428089142;5;17.0;37.4234313965;10;44.5339713097;
48;4;25.16381073;24.8797225952;10;50.4129524231;5;18.0;38.5351715088;10;45.3612513542;
49;4;25.1800003052;25.8587055206;11;50.5;5;21.2432670593;34.5351715088;10;46.1396405697;
50;4;25.1800003052;25.8500003815;11;50.5;5;23.5786190033;34.5351715088;11;46.9538353682;
51;4;25.1800003052;25.8500003815;11;50.5;6;24.1875991821;34.5351715088;8;57.7938488722;
52;4;25.1800003052;25.8500003815;12;50.5;6;25.9249992371;36.5;8;59.0480082035;
53;4;25.1800003052;25.8500003815;12;50.5;6;27.9249992371;38.5;7;60.2779538631;
54;4;25.1800003052;25.8500003815;12;50.5;6;29.8435821533;40.5;9;61.4693386555;
55;4;25.1800003052;25.8500003815;12;50.5;6;30.8544311523;40.5;9;62.6090039015;
56;4;25.1800003052;25.8500003815;13;50.5;6;31.1970329285;41.4816627502;11;63.6857098341;
57;5;25.1800003052;25.8500003815;12;50.5;6;31.6889762878;39.5;11;64.6906971931;
58;5;25.1800003052;25.8500003815;12;50.5;7;31.8552856445;38.5;7;80.6180210114;
59;5;25.1800003052;25.8500003815;12;50.5;7;33.0099449158;38.5;8;82.2146201134;
60;5;25.1800003052;25.8500003815;13;50.5;7;34.1519699097;39.5;8;83.6495133638;
61;5;25.1800003052;25.8500003815;12;50.5;7;35.2809371948;40.5;8;84.9238526821;
62;5;25.1800003052;25.8500003815;12;50.5;7;36.3969116211;41.5;9;86.0440065861;
63;5;25.1800003052;25.8500003815;12;50.5;7;34.5003662109;42.5;10;86.9160944223;
64;5;25.1800003052;25.8500003815;12;50.5;7;34.5920715332;42.5;10;87.6435021162;
65;5;25.1800003052;25.8500003815;12;50.5;7;35.6729927063;42.5;10;88.2678970098;
66;5;25.1800003052;25.8500003815;12;51.5;7;36.3051643372;43.5;11;88.8018274307;
67;5;26.1800003052;26.8500003815;13;51.5399999619;7;37.3543739319;43.9075202942;11;89.0708494186;
68;5;27.1800003052;27.8500003815;13;51.5811839104;7;38.8409423828;42.5;11;89.1315076351;
69;6;27.1800003052;28.8500003815;12;53.2376779318;7;39.1295928955;42.5;11;89.1926498413;
70;6;27.4986000061;30.3087501526;13;54.6048511267;7;39.1433486938;42.5;12;92.1980588436;
71;6;27.7543106079;31.663444519;13;55.7234920263;7;39.7610626221;43.0;12;94.7288427353;
72;6;25.9148311615;33.5719528198;14;56.6362113953;7;40.2785758972;43.3899993896;13;96.839111805;
73;6;25.5112609863;34.8058891296;15;57.2069550753;9;40.7075767517;43.6872596741;11;98.5882439613;
74;6;26.5599994659;32.9161148071;14;57.4064654112;9;41.0609016418;43.9097442627;13;99.8420436382;
75;6;27.5599994659;32.9559860229;14;58.5949487686;9;41.3144569397;44.0;13;100.454410315;
76;6;29.2599983215;33.9974746704;13;58.7211564779;9;38.8084716797;46.0;13;100.934066057;
77;6;30.2599983215;36.0405769348;14;58.8517584801;9;35.8084716797;48.0;14;101.099399805;
78;6;30.5519180298;38.0852890015;13;58.9867190123;10;34.8084716797;51.0;13;101.220294952;
79;6;28.5633583069;38.1315841675;13;59.1259807348;10;33.4844970703;54.0;13;102.342012644;
80;6;27.5751171112;41.0852890015;14;59.2694641352;10;34.0249977112;58.0;14;102.024262905;
81;6;27.8871955872;43.0852890015;14;59.4170660973;10;35.0249977112;62.0;13;102.427213907;
82;6;27.8995914459;45.0852890015;15;59.5686600208;10;35.0249977112;66.0;14;102.804387927;
83;7;27.9123001099;47.0852890015;13;59.7240946293;10;35.0249977112;69.5964202881;14;103.089289427;
84;7;27.5599994659;50.0852890015;13;59.8831943274;10;35.0249977112;72.6818695068;14;103.282928824;
85;7;27.5599994659;53.0852890015;14;60.0457593203;10;35.0249977112;74.7668457031;11;103.478803515;
86;7;27.5599994659;56.0852890015;15;60.2115659714;10;35.0249977112;76.8511657715;12;103.67665863;
87;7;27.5599994659;59.0852890015;15;60.3803677559;10;35.0249977112;78.9346160889;14;102.876237512;
88;7;27.5599994659;62.0852890015;16;60.5518965721;10;40.5126228333;80.3170089722;14;103.08348155;
89;7;27.5599994659;64.411529541;16;60.7258645296;10;44.0083503723;82.4025115967;13;103.294259667;
90;7;27.5599994659;65.4963226318;16;60.9019651413;10;44.1294250488;84.4882202148;14;103.508241534;
91;8;27.5599994659;66.5821533203;14;85.079875946;10;44.1508255005;86.5739517212;13;103.725077868;
92;8;26.5599994659;69.6688537598;14;86.9392615557;10;45.1725082397;85.6594848633;14;103.944401741;
93;8;26.5599994659;73.7562484741;15;88.4859513044;10;44.1944389343;87.7446060181;15;104.165830851;
94;8;26.5599994659;76.7395629883;18;89.7365964651;10;44.216583252;89.8291168213;16;104.388970375;
95;8;26.5599994659;75.7209243774;19;90.7292788029;10;46.238899231;85.9128112793;14;103.613414288;
96;8;26.5599994659;77.7282943726;18;91.5108191967;10;44.1613426208;87.9955062866;16;104.218747616;
97;8;26.5599994659;79.7567901611;19;92.1273934841;10;44.2218742371;90.077003479;18;104.758507729;
98;8;27.0;81.801574707;20;92.3467478752;10;46.2444534302;86.1571350098;18;105.241572142;
99;8;28.0;80.8856658936;20;92.5265250206;10;44.3241577148;88.235748291;20;105.515882254;
100;8;29.0;80.9730911255;21;92.7049560547;10;44.3515892029;90.3126754761;22;105.740560532;
101;8;30.0;82.0598297119;22;92.881717205;10;46.3740577698;86.3877944946;23;105.964022636;
102;8;31.0;84.1457290649;22;93.0564994812;10;46.3964004517;87.9442596436;23;106.185857534;
103;8;32.0;86.2306213379;21;93.2290120125;10;47.4185829163;88.0458984375;22;106.405663013;
104;8;33.0;88.3143768311;20;93.3989830017;10;48.4405708313;88.1445007324;19;106.623048782;
105;8;34.0;90.3968658447;22;93.566160202;10;48.4623069763;88.2399520874;19;106.837637663;
106;8;35.0;92.4779510498;22;93.7303142548;10;48.4837684631;88.3321838379;19;107.049068451;
107;8;35.5;97.8498001099;22;93.8912377357;10;48.5049057007;88.4211120605;21;107.256998062;
108;8;35.5;99.9587097168;22;94.048746109;10;49.5256996155;85.5067062378;22;107.461103201;
109;8;35.5;102.065261841;24;94.2026774883;10;48.5461120605;85.5889358521;23;107.661081791;
110;8;35.5;104.169319153;25;94.3528931141;11;48.5661125183;85.6678009033;21;107.856655121;
111;8;35.5;106.270805359;24;94.4992761612;11;49.5856666565;82.7433013916;21;108.638968468;
112;8;35.5;108.369636536;25;94.641731739;11;48.6638946533;83.1600799561;22;108.441964149;
113;8;35.5;110.465751648;26;94.7801861763;11;48.6441955566;82.5814208984;23;109.251647949;
114;8;35.5;112.559112549;27;94.9145846367;11;49.7251663208;79.9954833984;24;110.078631401;
115;8;35.5;114.649658203;27;95.0448918343;11;44.8078613281;83.4154434204;26;111.916557312;
116;8;35.5;116.737411499;28;95.1710894108;11;43.8916549683;87.8378677368;25;112.818640709;
117;8;35.5;118.82232666;28;95.2931756973;11;45.8758659363;89.2592315674;25;114.786025047;
118;8;35.5;120.904403687;28;95.4022974968;11;48.8726043701;97.8378677368;23;115.817878127;
119;8;37.5;116.977462769;30;95.4566559792;12;52.6372718811;104.837867737;19;126.850189567;
120;8;35.5;119.012252808;29;96.0682704449;12;55.8794975281;112.837867737;19;128.376239777;
121;8;36.5;118.428894043;29;96.6859521866;12;59.0166511536;120.837867737;20;129.86220789;
122;8;36.5;117.84954834;31;97.3054699898;12;61.7541122437;127.837867737;20;131.299295425;
123;8;36.5;117.271331787;32;97.9225363731;12;63.0327796936;133.837860107;22;132.680484295;
124;8;37.5;117.691253662;32;99.532936573;13;65.1692962646;139.837860107;21;134.000620723;
125;8;40.5;116.106414795;32;100.19265604;13;67.3046875;141.837860107;22;135.256386995;
