Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;4;20.0;2;8.0;10.3000001907;2;21.0;
6;1;10.0;10.0;4;20.0;2;9.22500038147;10.0;2;21.0599999428;
7;1;11.0;10.0;4;20.0;2;9.73849964142;10.0;2;21.1229639053;
8;1;11.0;10.0;4;20.3999996185;2;9.75266647339;10.0;2;21.6001901627;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.86004257202;10.1999998093;2;22.0082015991;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.95184516907;10.3632001877;2;22.3582868576;
11;2;11.2971115112;10.6951856613;3;23.0419120789;2;10.0306148529;10.4951858521;2;23.5279067755;
12;2;11.9125738144;11.0209560394;3;23.9543504715;2;10.2937793732;11.0209560394;2;24.5268628597;
13;2;13.9125738144;11.4571752548;4;24.7025904655;2;12.0856485367;11.4571752548;2;25.3691681623;
14;2;15.9125738144;11.8107032776;4;25.3068172932;2;14.0856485367;11.8107032776;2;26.0752547979;
15;2;16.949640274;12.0916318893;4;25.789717555;2;16.0856494904;12.0916318893;2;26.6680037975;
16;2;17.9627056122;12.3113050461;4;26.1736010313;2;17.1830482483;12.3113050461;2;27.1698563099;
17;2;18.9761257172;12.4808797836;4;26.2577478886;2;18.2196559906;12.4808797836;2;27.3801496029;
18;2;19.9898986816;12.5;4;26.3048160076;2;18.7228336334;13.2140445709;2;27.5615134239;
19;2;20.6125736237;12.8914451599;4;26.3530313969;2;19.625;13.268453598;2;27.7520513535;
