Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;13.0;3;21.0900000334;
3;1;8.0;10.0;5;20.0;2;8.16349983215;12.0;2;21.1871190071;
4;1;9.0;10.0;5;20.0;2;8.17806816101;11.0;2;21.2917383909;
5;1;9.0;10.0;5;20.0;2;8.19376087189;10.0;2;21.4042263031;
6;1;10.0;10.0;5;20.0;2;9.31595134735;10.0;2;21.5249304771;
7;1;11.0;10.0;5;20.0;2;9.84310913086;10.0;2;21.6541694403;
8;1;11.0;10.0;5;20.3999996185;2;9.87218856812;10.0;2;22.2087649107;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.99697208405;10.1999998093;2;22.7014135122;
10;2;11.2179203033;10.5631999969;4;21.9903717041;2;10.1078176498;10.3632001877;2;23.1436295509;
11;2;11.597111702;10.4951858521;4;23.0819120407;2;10.2073163986;10.4951858521;2;24.4502608776;
12;2;11.9245738983;11.0209560394;4;23.99553442;2;10.5013093948;11.0209560394;2;25.6018667221;
13;2;13.9245738983;11.4571752548;5;24.7449600697;2;12.3275251389;11.4571752548;4;26.6129477024;
14;2;15.9245738983;11.8107032776;5;25.3503712416;2;14.3275251389;11.8107032776;4;27.5041275024;
15;2;16.9627056122;12.0916318893;5;25.8344515562;2;16.3275241852;12.0916318893;4;28.2981133461;
16;2;17.9761257172;12.3113050461;5;26.2195074558;2;17.5498218536;12.3113050461;4;29.0167398453;
17;2;18.9898986816;12.4808797836;5;26.3048160076;2;18.6352043152;12.4808797836;4;29.4582490921;
18;2;20.0040187836;12.5;5;26.3530313969;2;19.7259407043;12.5;4;29.883644104;
19;2;21.0184822083;12.5;5;26.4023760557;2;20.7238197327;12.5;5;30.3288545609;
20;2;21.9207134247;12.5;8;26.4528282881;2;20.8239917755;12.5;5;30.7909274101;
21;3;21.1422634125;12.5;5;46.5043625832;2;20.9279594421;12.5;5;31.2663087845;
22;3;22.1561775208;12.5;5;47.7569503784;2;21.0349197388;12.5;5;31.7509255409;
23;3;22.75;12.9359455109;6;48.8281559944;2;21.1439590454;12.5;5;32.2403049469;
24;3;24.1848506927;12.5;5;49.7231036425;2;21.2540683746;12.5;5;32.7297272682;
25;3;22.75;13.9662408829;5;50.4570090771;2;21.3641891479;12.5;5;33.2144021988;
26;3;22.75;14.9817886353;5;51.0507471561;2;21.4732398987;12.5;6;33.6896543503;
27;4;23.2298164368;15.5;4;51.5270696878;2;21.5801715851;12.5;6;34.1511049271;
28;4;22.75;16.5;4;51.8924454451;2;21.6839981079;12.5;6;34.5948324203;
29;4;22.8859596252;17.5;4;51.9512542486;3;17.6839981079;14.5;5;35.0175008774;
30;4;22.1518383026;18.5;4;52.0107431412;3;16.625;16.5;6;35.4164476395;
31;4;22.1679000854;19.5;4;52.0708494186;3;15.625;18.5;6;35.7897262573;
32;4;22.184129715;20.5;5;52.1315076351;3;14.625;20.5;6;36.1361055374;
33;4;22.2005081177;21.5;5;52.1926498413;3;14.0;22.5;7;36.455031395;
34;4;22.2170143127;22.5;6;52.2542052269;3;14.0;24.5;7;36.7465581894;
35;4;21.625;24.5;5;52.3161010742;3;14.0;26.5;7;37.0112600327;
36;4;22.625;22.5654067993;5;52.3782629967;3;14.0;28.5;8;38.2501325607;
37;4;21.625;23.59400177;8;52.4406147003;3;15.0;30.0750923157;9;38.5544937849;
38;5;21.625;24.6226825714;5;65.2530794144;3;16.0;31.22514534;10;38.8430056572;
39;5;22.625;25.1514167786;5;65.9530792236;3;16.2671012878;32.3591194153;11;39.1177347898;
40;5;23.625;25.1801662445;6;66.5995664597;3;16.2906417847;33.4781990051;12;39.3808002472;
41;5;24.625;25.208896637;6;67.1898126602;3;17.3159503937;32.4781990051;12;39.5249304771;
42;5;25.625;25.2375717163;6;68.7232627869;3;18.3431091309;32.4781990051;12;39.6541694403;
43;5;27.625;30.2375717163;8;69.251199007;3;19.2971878052;32.4781990051;12;39.7922235727;
44;5;29.625;35.2375717163;8;69.7283027172;3;19.328250885;32.4781990051;12;39.9393253326;
45;5;30.625;39.7375717163;9;70.15830338;3;19.3613471985;32.4781990051;12;40.0956480503;
46;5;31.625;43.1310348511;9;70.5455280542;3;18.3965206146;31.4781990051;13;40.261295557;
47;5;33.625;41.8663978577;9;70.8945684433;3;18.4337921143;30.4781990051;13;40.4362905025;
48;6;33.625;44.4274864197;8;86.1970205307;4;19.9249992371;30.4781990051;10;55.6205644608;
49;6;35.625;44.8250007629;9;87.0678263903;4;21.9249992371;32.4781990051;10;56.5639474392;
50;6;38.625;45.4653930664;9;87.8592840433;4;23.9249992371;34.4781990051;11;57.435533762;
51;6;38.625;47.9823570251;9;88.5704876184;4;23.603635788;37.5;11;58.2340929508;
52;6;39.625;50.0390739441;9;89.2038840055;4;24.9249992371;37.5;11;58.9616305828;
53;6;41.625;49.0963058472;11;89.7644042969;4;26.9249992371;38.5;11;59.622518301;
54;6;41.625;48.8250007629;8;90.2585911751;4;26.7510185242;38.5;11;60.2226245403;
55;6;42.625;47.8250007629;8;90.693810463;4;26.8032951355;39.5;12;60.7685303688;
56;6;42.7000007629;47.9622993469;9;91.07761693;4;27.856842041;40.5;11;61.2669053078;
57;6;42.7000007629;47.9367256165;9;91.3235822916;4;28.9249992371;39.5;12;61.6303496361;
58;7;42.7000007629;47.9249992371;9;91.4528684616;4;29.9249992371;39.5;12;61.8789830208;
59;7;42.7000007629;47.9249992371;10;91.582597971;4;31.572769165;37.5;12;62.1288366318;
60;8;42.7000007629;47.9249992371;10;94.7973775864;4;32.6289863586;36.5;10;62.3786706924;
61;8;43.2641906738;48.6903114319;9;97.4277062416;4;32.4749984741;36.5;8;62.6272368431;
62;8;43.7284164429;49.2814750671;9;99.5589566231;4;33.4749984741;36.5;9;62.8733024597;
63;8;44.1059417725;51.7656745911;9;101.280040503;4;32.4749984741;35.5;9;63.1156759262;
64;8;44.4104118347;50.0545272827;9;103.228082657;4;30.4749984741;37.5;9;63.353228569;
65;8;45.5;51.1800041199;10;103.561340332;4;31.4749984741;36.5;9;63.5849161148;
66;8;46.5;52.1800041199;9;103.899071693;4;32.4749984741;36.5;11;63.8097963333;
67;8;46.5;53.1800041199;9;105.240552664;4;30.4749984741;38.5;10;64.0270428658;
68;8;47.5;55.1800041199;9;105.625007749;4;30.4749984741;37.5;10;64.2359538078;
69;8;48.5;57.1800041199;6;106.012797952;4;31.1030883789;37.5;14;64.5083184242;
70;9;48.5;59.1800041199;5;106.403063297;4;30.4749984741;36.5;14;66.7304849625;
71;9;48.5;61.1800041199;6;106.794911027;4;29.7314987183;37.5;15;68.5864648819;
72;9;48.5;63.1800041199;7;107.187425256;4;31.9454994202;37.3899993896;16;70.1222705841;
73;9;48.5;65.1800003052;5;107.579677701;4;31.1968002319;39.6872596741;17;71.3868780136;
74;9;48.5;67.1800003052;5;107.970740914;4;31.3405151367;37.6872596741;17;72.2640581131;
75;9;48.5;68.9064178467;8;108.359698057;4;32.4074897766;37.6872596741;17;72.6732873917;
76;11;48.5;69.932182312;6;108.745657802;4;32.4500007629;37.0;16;73.0414171219;
77;11;48.5;70.9584732056;5;109.127764106;4;28.4500007629;40.0;13;73.2607965469;
78;11;53.8021316528;71.7116928101;6;109.505207658;4;27.4500007629;43.0;13;73.4218606949;
79;11;57.8371620178;71.764755249;8;109.877236128;4;27.4500007629;46.0;13;73.5705509186;
80;11;59.5917282104;71.8188171387;8;110.243162394;4;27.4500007629;48.6993865967;14;73.7073574066;
81;11;60.6257629395;71.8738250732;9;110.602370501;4;27.4500007629;50.7951507568;14;73.8328390121;
82;11;61.6592102051;71.9297637939;9;111.95432055;4;27.4500007629;52.8829879761;14;73.9476041794;
83;11;63.0920257568;72.9865646362;9;113.328516126;4;27.4500007629;54.9633216858;14;74.0;
84;11;65.1214523315;75.0441741943;9;113.709120393;4;27.4500007629;57.0;16;74.0;
85;11;66.2486724854;77.1025543213;10;114.088531256;4;27.4500007629;59.0;22;74.0;
86;11;66.3884124756;79.1616516113;11;114.466494441;4;27.4500007629;61.0;22;74.0;
87;11;66.4240493774;77.1616516113;12;114.842809677;4;28.4500007629;60.0;21;74.0;
88;11;66.459564209;82.1616516113;13;115.217325926;4;27.4500007629;62.0;21;74.0;
89;12;66.4949264526;86.7675704956;12;115.589935303;5;27.4500007629;64.0;21;74.0;
90;12;66.5301437378;89.0326843262;14;115.960565925;5;28.4500007629;63.0;22;74.0;
91;13;66.5652160645;94.293006897;13;116.329173088;5;27.4500007629;65.0;22;74.0;
92;13;66.6001052856;97.349571228;11;116.695733786;5;25.4500007629;68.0;18;74.0;
93;13;66.6348342896;100.503517151;7;117.060238123;5;27.4500007629;64.0;14;74.0;
94;13;66.6693878174;104.653427124;7;117.422681808;5;24.4500007629;66.0;11;74.0;
95;13;66.7037734985;108.839309692;8;117.77393508;5;23.4500007629;68.0;11;74.0;
96;13;66.737159729;112.110473633;11;118.052879572;5;24.4500007629;66.0;11;75.0;
97;14;66.7640457153;114.262168884;13;119.879960537;5;22.4500007629;71.0;12;75.0599999428;
98;14;66.9330444336;117.375556946;15;121.749743104;5;22.4500007629;76.0;12;75.1229639053;
99;14;68.1060714722;117.512672424;15;123.64803803;5;23.4500007629;75.0;11;75.1889609098;
100;14;68.2818374634;118.664337158;12;125.560454369;5;20.4500007629;77.0;11;75.2580518723;
