Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.2179203033;10.5631999969;3;21.9903717041;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.2971115112;10.4951858521;3;23.1119121313;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;11.6125736237;11.0209560394;3;24.9401773214;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;13.6125736237;11.8980131149;3;26.4949178696;2;11.7228336334;11.7571754456;4;24.6214065552;
14;2;15.6125736237;12.6361627579;3;27.7725716829;2;13.7228336334;12.1107034683;4;25.2232637405;
15;2;16.6125736237;13.2335596085;3;28.7950167656;2;15.7228336334;12.403632164;4;25.7037940025;
16;2;17.2206497192;13.7010850906;3;29.5989068747;2;16.9661006927;12.3113050461;4;26.0853130817;
17;2;17.4342098236;14.0570163727;3;30.2258702517;2;17.9756336212;12.4808797836;3;26.1671074629;
18;2;17.5932769775;14.3221273422;3;30.6831297874;2;18.9854335785;12.5;4;26.211841464;
19;2;19.4342098236;14.5;4;30.7894508839;2;19.8976650238;12.5;4;26.2577478886;
20;2;20.4342098236;14.5;4;30.9005856514;2;19.9079933167;12.5;4;26.3048160076;
