Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;4;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;4;20.0;1;9.5;10.0;4;20.0;
8;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;11.1199998856;10.1999998093;3;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;11.2179203033;10.3632001877;3;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;11.2971115112;10.4951858521;3;22.0419120789;2;9.72283363342;10.7951860428;3;23.0419120789;
12;1;11.6125736237;11.0209560394;4;22.9143505096;2;10.184431076;11.0209560394;3;23.9543504715;
13;1;13.2971115112;11.4571752548;4;23.6214065552;2;11.9568338394;11.4571752548;3;24.7025904655;
14;1;14.2971115112;11.8107032776;4;24.1832637787;2;13.9568338394;11.8107032776;2;25.3068172932;
15;1;15.2971115112;12.0916318893;4;24.6226100922;2;15.9568338394;12.0916318893;3;25.789717555;
16;1;16.2971115112;12.3113050461;4;24.9617595673;3;16.9854335785;12.3113050461;3;26.1736010313;
17;1;17.2971115112;12.4808797836;4;25.0;3;17.9954986572;12.4808797836;3;26.2577478886;
18;1;18.2971115112;12.5;4;25.0;3;19.0058269501;12.5;3;26.3048160076;
19;1;19.2971115112;12.5;5;25.0;3;19.9185829163;12.5;3;26.3530313969;
20;1;19.5;12.5;5;25.0;3;19.9294319153;12.5;4;26.4023760557;
21;1;19.5;12.5;5;25.0;3;19.9405345917;12.5;4;26.4528282881;
22;1;19.5;12.5;6;25.0;3;19.9518871307;12.5;4;26.5043625832;
23;1;19.5;12.5;6;25.0;3;19.9634819031;12.5;5;26.5569496155;
24;1;19.5;12.5;6;25.0;3;19.9753131866;12.5;5;26.6105561256;
25;1;19.5;12.5;6;25.0;3;19.9873752594;12.5;5;26.6651450396;
26;1;19.5;12.5;6;25.0;3;19.9996566772;12.5;5;26.72067523;
27;1;19.5;12.5;6;25.0;3;20.0121517181;12.5;6;26.7771017551;
28;1;19.5;12.5;6;25.0;3;20.024848938;12.5;6;26.8343759775;
29;1;19.5;12.5;6;25.0;3;18.0377349854;13.5;6;26.8924454451;
30;1;19.5;12.5;5;25.0;3;17.0508003235;14.5;6;26.9512542486;
31;1;19.5;12.5;5;25.0;3;16.064031601;15.5;6;27.0107431412;
32;1;19.5;12.5;5;25.0;3;15.0774173737;16.5;6;27.0708494186;
33;1;19.5;12.5;5;25.0;3;14.4659414291;17.5;6;27.1315076351;
34;1;19.5;12.5;5;25.0;3;14.4795894623;18.5;6;27.1926498413;
35;1;19.5;12.5;5;25.0;3;14.4933462143;19.5;5;27.2542052269;
36;1;19.5;12.5;5;25.0;3;14.5071964264;20.5;6;27.3161010742;
37;1;19.5;12.5;6;25.0;3;14.5211229324;21.5;6;27.3782629967;
38;1;19.5;12.5;6;25.0;3;14.5351085663;22.5;6;27.4406147003;
39;1;19.5;12.5;7;25.0;3;14.5491380692;23.5;7;27.5030794144;
40;1;19.5;12.5;7;25.0;3;14.5631923676;24.5;8;27.5655794144;
41;1;19.5;12.5;7;25.0;3;14.577255249;25.5;8;27.628036499;
42;1;19.5;12.5;8;25.0;3;14.5913085938;26.5;9;27.690372467;
43;3;20.5;13.0;6;26.0;3;14.6053333282;27.5;9;27.7525100708;
44;3;19.5;13.5;7;26.0399999619;3;14.6193141937;28.5;10;27.8143725395;
45;3;19.5;14.5;7;26.0811839104;4;14.633234024;29.5;9;27.8758842945;
46;3;21.5;16.5;7;26.1235535145;4;15.6470737457;27.5;9;27.936971426;
47;3;23.5;18.5;7;26.1671074629;4;14.6608181;28.5;10;27.9975619316;
48;3;24.5;20.5;7;26.211841464;4;14.674451828;29.5;11;28.0575861931;
49;3;24.8635520935;21.5;7;26.2577478886;4;15.68795681;27.5;11;28.1169772148;
50;3;24.5;22.5;7;27.3048160076;4;14.7013196945;28.5;12;28.1756706238;
51;3;25.5;24.1524085999;7;27.4030313492;4;15.7145261765;27.5;13;28.2336053848;
52;3;26.9059104919;24.5;8;27.5043510199;4;16.7275619507;27.5;13;28.2907235622;
53;3;26.8305931091;26.2011871338;7;27.6087782383;4;17.0;27.5;13;29.346971035;
54;3;26.8467845917;27.2264137268;7;27.7163072824;4;19.753068924;28.5;14;29.4522974491;
55;3;26.9513092041;27.5;8;27.8269228935;4;21.7655162811;29.5;14;29.5586309433;
56;4;26.5;28.9134616852;7;27.9405994415;4;21.8729438782;30.5;15;29.6659539938;
57;4;26.5;28.9703006744;7;28.057300806;4;21.625;31.5;15;29.7742477655;
58;4;26.5;29.0286502838;7;28.1769794226;5;21.625;31.9936122894;15;29.8834915161;
59;4;26.5;29.0884895325;7;28.2995759249;6;22.438041687;28.9936122894;14;29.9936623573;
60;4;27.0331306458;28.2612380981;7;28.4250192642;6;21.625;28.9936122894;14;30.1047347784;
61;4;27.0503120422;28.2953224182;7;28.5532258749;6;21.625;30.968120575;13;30.2166796923;
62;4;27.5659675598;27.5;7;29.684099555;6;22.4710845947;29.0130252838;13;30.3294643164;
63;4;28.0853767395;29.3664226532;8;29.8875316381;6;21.9675559998;28.9936122894;13;30.443051219;
64;4;28.5;31.4033946991;7;30.097551465;6;21.9828948975;29.9936122894;13;30.5573983192;
65;4;29.1212539673;31.4412765503;7;30.3141640425;6;21.9986763;30.2276325226;15;30.672457695;
66;4;28.5;33.4800338745;8;30.5373517275;6;22.0148906708;30.2577285767;15;30.7881760597;
67;6;29.1117744446;33.5963249207;6;30.7670707703;6;22.9273414612;28.2577285767;14;30.8825509548;
68;6;28.5;35.6020965576;6;31.0032504797;6;22.5249996185;28.5;14;30.9600640535;
69;6;29.855512619;33.5394134521;7;31.2457901239;6;22.5249996185;28.8720436096;14;31.0392494202;
70;6;28.5;35.607131958;7;32.5737546682;6;22.5249996185;28.9274749756;13;31.120018959;
71;6;29.546453476;35.3857383728;6;33.6941308975;6;24.0020046234;28.5;12;33.2022752762;
72;6;29.0340003967;36.9182128906;6;34.6413106918;6;26.0205116272;30.5;13;33.3659114838;
73;5;27.975528717;30.0446853638;6;33.2824938297;8;27.2733287811;32.5;10;35.5412194729;
74;5;28.1353912354;30.3253364563;6;34.6696805954;8;28.0584335327;35.5;11;35.8323209286;
75;5;29.2161407471;31.4746055603;6;34.9183654785;8;28.5249996185;39.5;11;36.1314485073;
76;5;31.1635093689;31.0;7;35.169826746;8;29.0501995087;42.2807312012;13;36.4383275509;
77;5;30.3567962646;33.0;7;35.4236297607;8;28.5249996185;45.0388565063;14;36.7526321411;
78;5;27.3999996185;36.4946136475;7;35.6793247461;8;29.7030906677;42.5;14;37.124317646;
