Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.59000015259;10.5;4;21.7264003754;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;11.2971115112;10.6951856613;4;23.0419120789;2;9.94783401489;10.4951858521;4;23.0719120502;
12;2;11.9125738144;11.0209560394;4;23.944350481;2;10.1911802292;11.0209560394;4;23.9749414921;
13;2;13.9125738144;11.4571752548;5;24.6819975376;2;11.9614667892;11.4571752548;4;24.7131726742;
14;2;15.9125738144;11.8107032776;5;25.2750298977;2;13.9614667892;11.8107032776;4;25.3067810535;
15;2;16.9401035309;12.0916318893;5;25.746127367;2;15.9614667892;12.0916318893;3;25.7784451246;
16;2;17.94962883;12.3113050461;5;26.1175945997;2;16.9828968048;12.3113050461;3;26.1504684687;
17;2;18.9593238831;12.4808797836;5;26.1887089014;2;17.7228336334;12.8374919891;3;26.2221269608;
18;2;19.9691867828;12.5;5;26.2221269608;2;18.9978122711;12.5;3;26.2560760975;
19;2;20.9792118073;12.5;5;26.2560760975;2;19.625;12.8768224716;3;26.2905418873;
20;2;21.8768234253;12.5;6;26.2905418873;2;19.625;12.8871622086;4;26.3255085945;
