Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
7;2;11.0;10.1999998093;3;21.0;1;9.5;10.0;4;20.0;
8;2;11.3000001907;10.0;3;21.4999996424;1;9.5;10.0;4;20.3999996185;
9;2;11.4499998093;10.1999998093;3;21.9353003502;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.5805902481;10.3632001877;3;22.3176362514;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.6952905655;10.4951858521;3;23.5373773575;2;9.72283363342;10.7951860428;3;23.0419120789;
12;2;12.0612134933;11.0209560394;3;24.5968167782;2;10.184431076;11.0209560394;3;23.964350462;
13;2;14.0612134933;11.4571752548;4;25.5111111403;2;11.9590835571;11.4571752548;3;24.7233815193;
14;2;16.0612125397;11.8107032776;4;26.3018171787;2;13.9590835571;11.8107032776;3;25.3392137289;
15;2;17.2481403351;12.0916318893;4;26.9928781986;2;15.7228336334;12.438416481;3;25.8345547915;
16;2;18.3236541748;12.3113050461;4;27.6076834202;2;16.7228336334;12.6748886108;3;26.2317328453;
17;2;18.6125736237;12.4808797836;4;27.9463441372;2;17.7228336334;12.8618717194;3;26.3300433159;
18;2;19.6125736237;12.5;4;28.2720229626;2;18.7228336334;12.8990125656;3;26.3921557665;
19;2;20.6125736237;12.5;4;28.6230447292;2;19.9382343292;12.5;3;26.4563041925;
20;2;21.5;12.5;5;28.9990065098;2;19.625;12.9368915558;3;26.5224741697;
21;2;21.5;12.5;5;29.3989467621;2;19.9675559998;12.5;3;26.5906432867;
22;2;21.5;12.5;5;29.8212919235;2;19.625;13.1362571716;3;26.6607804298;
23;2;21.5;12.5;5;30.2638244629;2;19.625;13.1643123627;3;26.7328453064;
24;2;21.5;12.5;5;30.7236814499;2;19.625;13.1931381226;3;26.8067884445;
25;2;19.5;13.5;6;31.19739151;2;20.0315284729;12.5;2;26.8825509548;
26;3;18.5;14.5;5;31.680949688;2;19.625;13.2530202866;10;26.9600640535;
27;3;17.5;15.5;5;32.1699318886;2;19.625;13.2840251923;10;27.0392494202;
28;3;16.5;16.5;5;32.6596431732;2;19.625;13.3156995773;11;27.120018959;
29;3;15.5;17.5;4;33.1452922821;2;20.1020050049;12.5;10;27.2022752762;
30;3;14.5;18.5;4;33.6221752167;3;18.1205120087;13.5;9;27.2859115601;
31;3;14.0;19.5;4;34.0858602524;3;16.625;14.5;9;27.3708124161;
32;3;14.0;20.5;5;34.5323524475;3;16.1584320068;15.5;9;27.4568536282;
33;3;14.0;21.5;5;34.9582242966;3;15.1777915955;16.5;9;27.5439035892;
34;3;14.0;22.5;5;35.3607130051;3;14.5723781586;17.5;9;27.6318233013;
35;3;14.0;23.5;6;35.7377691269;3;14.5921602249;18.5;9;27.7204678059;
36;4;14.0;24.5;5;36.088060379;3;14.6121053696;19.5;10;27.8096864223;
37;4;15.0;22.5;5;36.4109382629;3;14.6321792603;20.5;10;27.8993241787;
38;4;14.0;23.5;5;36.7063741684;3;14.6523475647;21.5;10;27.989222765;
39;4;14.0;24.5;4;36.9748744965;3;14.6725749969;22.5;10;28.079221487;
40;4;15.0;22.5;4;37.2173805237;3;14.6928253174;23.5;10;28.1691586971;
41;4;14.0;23.5;4;38.4351701736;3;14.713060379;24.5;11;28.258872509;
42;4;15.0;24.5;4;38.6697597504;3;14.7332458496;25.5;12;29.348202467;
43;4;17.0;22.5;5;38.8840022087;3;15.7533454895;26.5;12;29.4769899845;
44;5;16.0;23.5;4;39.0796444416;3;16.7733230591;27.5;13;29.6062643528;
45;5;16.0;24.5;4;39.1671074629;3;17.0364093781;28.5;13;29.7358767986;
46;5;17.0;22.5;5;39.211841464;3;17.0655727386;29.5;13;29.8656812906;
47;5;16.0;23.5;5;39.2577478886;3;18.0947780609;27.5;13;29.9955352545;
48;5;16.0;24.5;5;39.3048160076;3;17.1239948273;28.5;14;30.1252999306;
49;5;17.0;22.5;6;39.3530313969;3;17.1531925201;29.5;14;30.2548415661;
50;5;18.0;23.5;6;39.4023760557;3;18.1823387146;29.5;14;30.3840315342;
51;5;19.0;24.5;6;40.4528282881;4;18.3044319153;30.5;12;30.5127466917;
