Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;2;11.0;10.1999998093;4;21.0;1;9.5;10.0;6;20.0;
8;2;11.0;10.0;4;21.4899996519;1;9.5;10.0;5;20.3999996185;
9;2;11.1199998856;10.1999998093;4;22.7295193672;2;9.59000015259;10.5;4;21.7264003754;
10;2;11.462720871;10.7712001801;4;23.7944124937;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;11.7508029938;11.2513370514;4;25.6198346615;2;9.94783401489;10.4951858521;3;23.0719120502;
12;2;12.2569313049;12.0948867798;4;27.1764725447;2;10.1911802292;11.0209560394;2;23.9749414921;
13;2;14.2569313049;12.797627449;5;28.4686213732;2;11.9614667892;11.4571752548;2;24.7131726742;
14;2;16.2569313049;13.3613300323;5;29.5234444141;2;13.9614667892;11.8107032776;2;25.3067810535;
15;2;17.2569313049;13.7992258072;5;30.3801779747;2;15.7228336334;12.4286870956;2;25.7784451246;
16;2;18.2569313049;14.1306209564;5;31.0809454918;2;16.9828968048;12.3113050461;1;26.1504684687;
17;2;19.2569313049;14.3763179779;5;31.5534963608;2;17.7228336334;12.8374919891;1;26.2221269608;
18;2;20.2569313049;14.5;4;31.7947125435;2;18.9978122711;12.5;2;26.2560760975;
19;2;21.2569313049;14.5;5;32.0519738197;2;19.625;12.8768224716;2;26.2905418873;
20;2;22.2569313049;14.5;4;32.325065136;2;19.625;12.8871622086;2;26.3255085945;
