Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;6;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.3999996185;
9;2;11.1199998856;10.3999996185;3;21.7264003754;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;11.2179203033;10.3632001877;3;22.030371666;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;11.2971115112;10.4951858521;3;23.9939109087;2;9.94783401489;10.4951858521;5;23.0619120598;
12;2;11.8644580841;11.4407634735;3;25.69934237;2;10.1889305115;11.0209560394;5;23.9545464516;
13;2;13.8644580841;12.2551708221;4;27.1258585453;2;11.9568777084;11.4571752548;5;24.6819883585;
14;2;15.8644580841;12.9279375076;4;28.2828274965;2;13.9568777084;11.8107032776;5;25.2644146681;
15;2;16.8644580841;13.4636869431;4;29.200268507;2;15.7228336334;12.415977478;5;25.7245066166;
16;2;17.8644580841;13.8773756027;4;29.9181779623;2;16.7228336334;12.6418743134;5;26.0845712423;
17;2;18.8644580841;14.1889572144;4;30.4779887199;2;17.9754657745;12.4808797836;4;26.1438889503;
18;2;19.8644580841;14.4191141129;4;30.7440532446;2;18.7228336334;12.8431663513;4;26.1651208401;
19;2;20.8644580841;14.5;4;30.8531602621;2;19.8871517181;12.5;3;26.1864993572;
20;2;21.8644580841;14.5;4;30.9670710564;2;19.625;12.8559494019;4;26.2080165148;
