Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.0;2;9.5;10.3000001907;4;21.0;
8;1;11.0;10.0;5;20.3999996185;2;9.72500038147;10.0;4;21.4999996424;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.8375005722;10.1999998093;4;21.9353003502;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.93544197083;10.3632001877;4;22.3176362514;
11;2;11.2971115112;10.6951856613;4;23.0419120789;2;10.0214681625;10.4951858521;4;23.5373773575;
12;2;11.9125738144;11.0209560394;4;24.004350543;2;10.2959108353;11.0209560394;4;24.5968167782;
13;2;13.9125738144;11.4571752548;5;24.8085255623;2;12.1013889313;11.4571752548;4;25.5111111403;
14;2;15.9125738144;11.8107032776;5;25.4750021696;2;14.1013889313;11.8107032776;4;26.3018171787;
15;2;17.0000953674;12.0916318893;5;26.0268363953;2;16.1013889313;12.0916318893;4;26.9928781986;
16;2;18.0338420868;12.3113050461;5;26.4866900444;2;17.2561435699;12.3113050461;4;27.6076834202;
17;2;19.0700531006;12.4808797836;5;26.6541694403;2;18.3181667328;12.4808797836;4;27.9463441372;
18;2;20.1088237762;12.5;5;26.7922235727;2;18.7228336334;13.3839035034;5;28.2720229626;
19;2;21.1502399445;12.5;5;26.9393253326;2;19.625;13.4816064835;4;28.6230447292;
20;2;22.0817985535;12.5;6;27.0956480503;2;19.625;13.5869131088;4;28.9990065098;
