Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;2;8.0;11.3000001907;5;21.0;
5;1;9.0;10.0;4;20.0;2;8.14999961853;10.0;4;21.1200000048;
6;1;10.0;10.0;4;20.0;2;9.25199985504;10.0;4;21.2530560493;
7;1;11.0;10.0;4;20.0;2;9.78193759918;10.0;4;21.4002518654;
8;1;11.0;10.0;4;20.3999996185;2;9.81505680084;10.0;4;21.9766796827;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.94475364685;10.1999998093;4;22.4989564419;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.0622644424;10.3632001877;4;22.9796661139;
11;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.1704244614;10.4951858521;4;24.3497066498;
12;1;11.6125736237;11.0209560394;4;22.9143505096;2;10.4786844254;11.0209560394;4;25.5842888355;
13;1;13.2971115112;11.4571752548;4;23.6214065552;2;12.3235692978;11.4571752548;4;26.7006480694;
14;2;15.2971115112;12.0107030869;3;25.1832637787;2;14.3235702515;11.8107032776;4;27.7219514847;
15;2;17.2971115112;12.0916318893;3;25.6526100636;2;16.3235702515;12.0916318893;4;28.6730384827;
16;2;18.6061115265;12.3113050461;3;26.0223505497;2;17.634180069;12.3113050461;4;29.5772051811;
17;2;19.6152877808;12.4808797836;3;26.091766119;2;18.76130867;12.4808797836;4;30.2332024574;
18;2;20.6246414185;12.5;3;26.1235172749;2;19.9003047943;12.5;5;30.9013147354;
19;2;21.6341667175;12.5;3;26.1558350325;2;20.952796936;12.5;5;31.6152963638;
