Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;2;11.0;10.3999996185;5;21.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;11.4200000763;10.1999998093;5;21.8264003992;2;9.59000015259;10.5;4;21.7264003754;
10;2;11.5479202271;10.3632001877;5;22.1992716789;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;11.659781456;10.4951858521;5;23.4054436684;2;9.94783401489;10.4951858521;4;23.0719120502;
12;2;12.0216331482;11.0209560394;5;24.4501843452;2;10.1911802292;11.0209560394;4;23.9749414921;
13;2;14.0216331482;11.4571752548;5;25.3486692905;2;11.9614667892;11.4571752548;4;24.7131726742;
14;2;16.0216331482;11.8107032776;4;26.1225088835;2;13.9614667892;11.8107032776;4;25.3067810535;
15;2;16.8367519379;12.0916318893;4;26.7957427502;2;15.9614667892;12.0916318893;4;25.7784451246;
16;2;17.0387229919;12.3113050461;3;27.3919057846;2;16.9828968048;12.3113050461;4;26.1504684687;
17;2;17.2175712585;12.4808797836;2;27.7113106251;2;17.9902935028;12.4808797836;4;26.2221269608;
18;2;17.3133926392;12.5;2;28.0173821449;2;18.9978122711;12.5;5;26.2560760975;
19;2;19.3937416077;12.5;2;28.3487696648;2;19.907617569;12.5;5;26.2905418873;
20;2;20.4931583405;12.5;2;28.7054548264;2;19.9153709412;12.5;5;26.3255085945;
21;2;21.6001644135;12.5;3;29.0869145393;2;19.9232387543;12.5;5;26.3609591722;
22;2;22.7146015167;12.5;3;29.4920539856;2;19.9312152863;12.5;6;26.3968753815;
23;2;22.8476161957;12.5;3;29.9191560745;2;19.9392967224;12.5;6;26.4332377911;
24;2;22.9757461548;12.5;3;30.3658571243;2;19.947479248;12.5;6;26.4700255394;
25;2;23.1097564697;12.5;3;30.8291530609;2;19.9557552338;12.5;6;26.5072168112;
26;3;23.2487449646;12.5;2;31.3054442406;2;19.9641227722;12.5;6;26.5447884798;
27;3;23.3916339874;12.5;3;31.790620327;2;19.9725780487;12.5;6;26.5827163458;
28;3;23.5371856689;12.5;3;32.2801818848;2;19.9811115265;12.5;6;26.6209751368;
29;3;23.6840553284;12.5;3;32.7693967819;2;17.9897193909;13.5;6;26.6595385075;
30;3;21.6840553284;13.5;3;33.2534770966;2;16.9983959198;14.5;6;26.6983793974;
31;3;21.5;14.5;3;33.7277650833;2;16.0071353912;15.5;6;26.7374696732;
32;3;21.5;15.5;3;35.187912941;2;15.0159301758;16.5;6;26.7767804861;
33;3;22.5;17.0;3;35.6500430107;2;14.3997755051;17.5;6;26.8162822723;
34;3;23.5;17.5;3;36.091067791;2;14.4086637497;18.5;6;26.8559447527;
35;3;23.5;19.0200977325;3;36.5083757639;2;14.4175872803;19.5;7;26.8957372904;
36;3;23.8181743622;19.5;3;36.9000719786;2;14.4265403748;20.5;7;26.9356285334;
37;3;24.824344635;17.5;4;37.2649757862;2;14.4355163574;21.5;7;26.9755871296;
38;3;23.8305702209;18.5;4;37.6025785208;2;14.4445075989;22.5;7;27.015581131;
39;3;23.5;20.0614051819;4;37.9129729271;2;14.4535055161;23.5;7;27.0555787086;
40;3;23.5;21.0719451904;4;38.1967628002;2;14.4625053406;24.5;7;27.0955479145;
41;3;24.5;19.0825614929;5;38.4549672604;2;14.4714984894;25.5;7;27.135456562;
42;3;25.8559494019;20.0825614929;5;38.6889172792;2;14.4804782867;26.5;7;27.17527318;
43;3;26.8624038696;22.0825614929;6;38.9001618624;2;14.4894361496;27.5;8;27.2149660587;
44;4;27.67004776;24.0825614929;5;39.0903851986;2;14.4983673096;28.5;9;27.2545039654;
45;4;27.7271156311;26.0825614929;5;39.2613333464;2;14.5072631836;29.5;9;27.293856144;
46;4;27.7784004211;27.5;5;39.2953014374;2;15.5161170959;27.5;9;27.3329925537;
47;4;27.7885894775;27.5;6;39.3173824549;2;14.5249233246;28.5;11;27.3718836308;
48;4;27.7952156067;27.5;6;39.3395489454;2;14.5336742401;29.5;12;27.4105007648;
49;4;27.801864624;27.5;6;39.3617914915;2;15.5423622131;27.5;12;27.4488155842;
50;4;27.8085365295;27.5;5;39.3841004372;2;14.550983429;28.5;13;27.4868011475;
51;4;27.8152294159;27.5;5;39.4064661264;2;14.5595302582;29.5;13;27.5244314671;
52;4;27.8219394684;27.5;5;39.428878665;2;15.0;28.5;14;27.5616812706;
53;4;27.8286628723;27.5;5;39.4513280392;2;16.5763778687;28.5;14;27.5985264778;
54;4;27.8353977203;27.5;5;39.4738043547;2;17.0;28.5;14;27.6349442005;
55;4;27.8421401978;27.5;5;39.4962974787;2;18.5928630829;28.5;15;27.6709127426;
56;4;27.8488883972;27.5;5;39.5187973976;2;19.6009559631;28.5;16;27.7064116001;
57;4;27.855638504;27.5;5;39.5412938595;2;19.625;28.5;16;27.7414214611;
58;4;27.8623886108;27.5;6;39.5637768507;2;20.2418193817;26.5;16;27.7759244442;
59;4;27.8691329956;27.5;6;39.5862361193;2;19.625;26.5;17;27.8099038601;
