Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;2;9.0;10.3000001907;4;21.0;
7;1;11.0;10.0;5;20.0;2;9.72500038147;10.0;4;21.0900000334;
8;1;11.0;10.0;5;20.3999996185;2;9.74524974823;10.0;4;21.5980186462;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.85955429077;10.1999998093;4;22.0418490171;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.95941543579;10.3632001877;4;22.4332156181;
11;2;11.2971115112;10.6951856613;4;23.0419120789;2;10.0474739075;10.4951858521;4;23.6659361124;
12;2;11.9125738144;11.0209560394;4;23.944350481;2;10.3248357773;11.0209560394;4;24.7393633127;
13;2;13.9125738144;11.4571752548;4;24.6819975376;2;12.1334619522;11.4571752548;4;25.6686143875;
14;2;15.9125738144;11.8107032776;4;25.2750298977;2;14.1334609985;11.8107032776;4;26.4751701355;
15;2;16.5825080872;12.0916318893;4;25.746127367;2;15.7228336334;12.7792034149;4;27.1828548908;
16;2;16.7238388062;12.3113050461;4;26.1175945997;2;16.7228336334;13.0793781281;4;27.8148901463;
17;2;16.8352775574;12.4808797836;4;26.1887089014;2;18.3647880554;12.4808797836;4;28.1711652279;
18;2;16.8566131592;12.5;4;26.2221269608;2;18.7228336334;13.4513492584;4;28.5145654678;
19;2;18.8551654816;12.5;5;26.2560760975;2;19.625;13.5543699265;4;28.8830828667;
20;2;19.8653507233;12.5;5;26.2905418873;2;20.4986934662;12.5;6;29.2759313583;
