Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;3;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;3;20.0;1;9.5;10.0;6;20.0;
8;1;11.0;10.0;3;20.3999996185;1;9.5;10.0;6;20.3999996185;
9;2;12.1199998856;10.3999996185;2;21.7264003754;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;13.2179203033;10.3632001877;2;21.9903717041;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;14.2971115112;10.4951858521;2;23.0819120407;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;14.9245738983;11.0209560394;2;23.99553442;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;16.9245738983;11.4571752548;3;24.7449600697;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;18.9245738983;11.8107032776;3;25.3503712416;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;19.9627056122;12.0916318893;3;25.8344515562;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;20.6125736237;12.3113050461;3;26.2195074558;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;21.6125736237;12.4808797836;3;26.3048160076;1;15.7228336334;12.4808797836;5;25.0;
18;2;22.6125736237;12.5;3;26.3530313969;1;16.7228336334;12.5;6;25.0;
19;2;23.6125736237;12.5;3;26.4023760557;1;17.625;12.5;6;25.0;
20;2;24.5;12.5;4;26.4528282881;1;17.625;12.5;6;25.0;
