Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;2;10.0;10.1999998093;4;21.0;1;9.0;10.0;5;20.0;
7;2;11.3000001907;10.0;4;21.0599999428;1;9.5;10.0;5;20.0;
8;2;11.3179998398;10.0;4;21.5335636139;1;9.5;10.0;5;20.3999996185;
9;2;11.4600687027;10.1999998093;3;21.9377998114;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.5813398361;10.3632001877;3;22.2840082645;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.6852025986;10.4951858521;3;23.4481773376;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.034453392;11.0209560394;3;24.4414664507;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;14.034453392;11.4571752548;4;25.2779132128;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;16.0344524384;11.8107032776;4;25.9779809713;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;17.1509895325;12.0916318893;4;26.5645889044;2;14.7228336334;12.3916320801;4;25.6226100922;
16;2;18.1951675415;12.3113050461;4;27.060223341;2;16.7228336334;12.6113052368;4;26.0017595291;
17;2;19.2421131134;12.4808797836;4;27.2642745972;2;17.7228336334;12.7928800583;4;26.0811839104;
18;2;20.2918567657;12.5;4;27.439432621;2;18.7228336334;12.8243551254;4;26.1235535145;
19;2;21.3444023132;12.5;4;27.6238675117;2;19.625;12.8370656967;4;26.1671074629;
20;2;22.2871608734;12.5;5;27.8174073696;2;19.8875999451;12.5;6;26.211841464;
21;2;22.3452224731;12.5;5;28.0197701454;2;19.625;12.8635520935;6;26.2577478886;
22;2;21.5;13.4059314728;5;28.2305569649;2;19.9079933167;12.5;6;26.3048160076;
23;2;21.5;13.4691667557;5;28.4492475986;2;19.9185829163;12.5;6;26.3530313969;
24;2;22.5;12.5;6;28.6751992702;2;19.9294319153;12.5;6;26.4023760557;
25;3;19.5;14.5;5;28.907648325;2;19.625;13.0609502792;8;26.4528282881;
26;3;18.5;15.6722946167;5;29.1457161903;2;19.9518871307;12.5;8;26.5043625832;
27;3;17.5;16.7437152863;5;29.3884181976;2;19.9634819031;12.5;8;26.5569496155;
28;3;17.5;16.5;5;29.634677887;2;19.625;13.1227798462;9;26.6105561256;
29;3;16.8904037476;17.5;5;29.8833432198;2;19.9873752594;12.5;10;26.6651450396;
30;3;15.9650030136;18.5;5;30.1332073212;2;17.9996566772;13.5;10;26.72067523;
31;3;15.5399627686;19.5;5;30.3830299377;2;17.0121517181;14.5;10;26.7771017551;
32;3;15.6149091721;20.5;5;30.6315627098;2;16.024848938;15.5;10;26.8343759775;
33;3;15.6894683838;21.5;5;30.877573967;2;15.0377349854;16.5;10;26.8924454451;
34;3;15.7632722855;22.5;5;31.11987257;3;14.4258003235;17.5;7;41.9512542486;
35;3;15.8359622955;23.5;6;31.3573312759;3;15.0;18.5;7;42.7607431412;
36;3;16.9071998596;25.0;5;32.5889077187;3;16.0;20.5;7;43.4902238846;
37;3;18.9766731262;23.0;5;32.9036616087;3;17.0;21.9495944977;7;44.1387975216;
38;3;18.3710975647;23.5;5;33.2178869247;3;18.0;22.9920558929;7;44.7089195251;
39;4;18.1092300415;25.0935592651;4;33.5312660933;3;19.0;24.0348548889;7;45.2055315971;
40;4;19.1718578339;23.1458683014;4;33.8435993195;3;20.0;25.0779438019;8;45.6351909637;
41;4;18.6530799866;23.5;4;34.1547980309;3;21.0;26.1212711334;9;46.0052809715;
42;4;18.7464389801;24.5;5;34.464875102;3;21.588104248;27.1647834778;9;46.3233776093;
43;4;17.7852115631;23.5;5;34.7739287615;4;21.6648292542;28.2084312439;9;46.5030794144;
44;4;17.8266277313;23.5;5;35.0821247101;4;21.7000007629;27.5;10;46.5655794144;
45;4;18.8707580566;24.5;5;35.3896753788;4;21.7000007629;29.5;10;46.628036499;
46;4;17.9176559448;23.5;5;35.6968166828;4;21.7000007629;31.3396263123;11;46.690372467;
47;4;19.9673480988;24.5;5;36.0037839413;4;22.7000007629;29.3832607269;11;46.7525100708;
48;4;21.2889595032;25.5;5;36.3107881546;4;23.7000007629;30.3832607269;11;46.8143725395;
49;4;22.6070671082;26.5;5;36.6179940701;4;24.7000007629;31.3832607269;11;47.8758842945;
50;4;21.6070671082;27.5;6;36.9254982471;5;28.3470726013;34.3832626343;11;48.9669713974;
51;4;24.5119152069;27.5;7;37.2268030643;5;30.7000007629;37.3832626343;12;49.1481529474;
52;4;23.9680404663;28.5;7;37.445360899;5;31.6431770325;40.3832626343;12;49.3364713192;
53;4;24.5336074829;29.5;7;37.6711919308;5;31.6525306702;41.6403121948;13;49.5322328806;
54;4;23.5;31.5;7;37.9035346508;5;32.3633766174;40.6403121948;14;49.7357319593;
55;4;24.5;31.5;8;38.141512394;6;32.3862762451;39.5;13;49.9472447634;
56;4;24.7424545288;32.0;8;38.3841423988;6;32.4091758728;38.5;15;50.1670199633;
57;4;24.8152427673;32.0;7;38.6303496361;6;31.6916389465;38.5;15;50.3952707052;
58;4;23.5;33.0;8;38.8789830208;6;32.4548912048;37.5;15;50.6321647167;
