Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;4;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;4;20.0;1;9.5;10.0;4;20.0;
8;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;11.2179203033;10.3632001877;4;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;11.2971115112;10.4951858521;3;22.0419120789;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;11.6125736237;11.2209558487;3;23.9143505096;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;14.2971115112;11.4571752548;3;24.661406517;2;11.7228336334;11.7571754456;3;24.6214065552;
14;2;16.2971115112;11.8107032776;3;25.2644476891;2;13.7228336334;11.8107032776;3;25.233263731;
15;2;17.6214675903;12.0916318893;3;25.7461636066;2;15.7228336334;12.0916318893;3;25.7245850563;
16;2;18.6341781616;12.3113050461;3;26.1288670301;2;16.9707775116;12.3113050461;3;26.1177095175;
17;2;19.6472434998;12.4808797836;3;26.211841464;2;17.9829216003;12.4808797836;5;26.2119446993;
18;2;20.6606636047;12.5;3;26.2577478886;3;18.9955215454;12.5;4;26.269973278;
19;2;21.6744365692;12.5;4;26.3048160076;3;19.9107437134;12.5;4;26.3300433159;
20;2;21.8914451599;12.5;4;26.3530313969;3;19.9242591858;12.5;4;26.3921557665;
21;2;21.9059104919;12.5;4;26.4023760557;3;19.9382343292;12.5;4;26.4563041925;
22;2;21.9207134247;12.5;4;26.4528282881;3;19.9526691437;12.5;6;26.5224741697;
23;2;21.9358482361;12.5;4;26.5043625832;3;19.9675559998;12.5;6;26.5906432867;
24;3;21.9513092041;12.5;3;26.5569496155;3;19.9828948975;12.5;6;26.6607804298;
25;3;21.5;12.5;4;26.6105561256;3;19.9986763;12.5;7;26.7328453064;
26;3;21.9831676483;12.5;5;26.6651450396;3;20.0148906708;12.5;7;26.8067884445;
27;3;19.9995441437;13.5;5;26.72067523;3;20.0315284729;12.5;7;26.8825509548;
28;3;19.0162029266;14.5;5;26.7771017551;3;19.625;13.2530202866;7;26.9600640535;
29;3;18.0331306458;15.5;5;26.8343759775;3;19.625;13.2840251923;7;27.0392494202;
30;3;17.0503120422;16.5;5;26.8924454451;3;18.0838317871;13.5;7;27.120018959;
31;3;16.0677337646;17.5;5;26.9512542486;3;17.1020050049;14.5;7;27.2022752762;
32;3;15.0853767395;18.5;5;27.0107431412;3;16.1205120087;15.5;7;27.2859115601;
33;3;14.603222847;19.5;5;27.0708494186;3;15.1393299103;16.5;7;27.3708124161;
34;3;14.621254921;20.5;6;27.1315076351;3;14.5334329605;17.5;8;27.4568536282;
35;3;14.6394519806;21.5;6;27.1926498413;3;14.5527915955;18.5;8;27.5439035892;
36;3;14.6577949524;22.5;6;27.2542052269;3;14.5723781586;19.5;9;27.6318233013;
37;3;14.6762619019;23.5;6;27.3161010742;3;14.5921602249;20.5;9;27.7204678059;
38;3;14.6948299408;24.5;6;27.3782629967;3;14.6121053696;21.5;11;27.8096864223;
39;3;15.7134790421;22.5;6;27.4406147003;3;14.6321792603;22.5;12;27.8993241787;
40;3;14.7321844101;23.5;7;27.5030794144;3;14.6523475647;23.5;12;27.989222765;
41;3;14.7509241104;24.5;7;27.5655794144;3;14.6725749969;24.5;12;28.079221487;
42;3;15.7696743011;22.5;8;27.628036499;4;14.6928253174;25.5;8;43.1691586971;
43;3;14.7884111404;23.5;8;27.690372467;4;15.713060379;26.5;8;44.008872509;
44;3;14.8071117401;24.5;9;27.7525100708;4;16.7332458496;27.5;9;44.7675769329;
45;3;15.825753212;22.5;9;27.8143725395;4;17.7533454895;28.5;9;45.4442799091;
46;3;14.8443117142;23.5;10;27.8758842945;4;18.7733230591;29.5;10;46.0413501263;
47;3;14.8627653122;24.5;11;27.936971426;5;20.7931423187;27.5;10;46.5636496544;
48;4;15.7929821014;22.5;10;47.9975619316;5;20.8127727509;28.5;11;47.0176637173;
49;4;17.8093414307;23.5;11;49.257586956;5;20.9539756775;29.5;11;47.4107117653;
50;4;19.825548172;24.5;11;50.3345770836;5;22.0424098969;29.5;12;47.7503149509;
51;4;20.841583252;25.5;11;51.2336292267;5;23.1188201904;30.5;12;47.9500255585;
52;4;21.8574314117;26.5;11;51.9699392319;5;24.1637554169;31.5;12;48.0310001373;
53;5;22.8730735779;27.5;10;52.5643689632;5;25.181974411;32.5;13;49.110370636;
54;5;23.6384963989;28.5;9;53.0396647453;5;26.2749996185;34.5;13;49.2080411911;
55;5;23.6536827087;29.5;9;53.4022974968;5;28.8423080444;34.5;13;49.3041229248;
56;5;23.6686210632;30.5;9;53.4566559792;5;28.1340446472;35.5;14;49.3985334635;
57;5;23.6832962036;31.5;10;53.5100040436;5;29.1146697998;34.5;13;49.4912012815;
58;5;22.75;33.5;10;53.5623030663;5;29.1355209351;34.5;13;49.5820643902;
59;5;22.75;35.1386604309;10;53.6135182381;5;28.1479263306;34.5;14;49.6710704565;
60;5;22.75;36.1622161865;10;53.6636190414;5;29.1526317596;32.5;15;49.7581768036;
61;5;24.7391777039;36.5;9;54.7125790119;6;28.1573753357;33.5;14;49.8433492184;
62;5;25.7523956299;38.5;11;54.810375452;6;28.1621513367;34.5;14;49.9265630245;
63;5;26.0488014221;40.5;10;54.9089651108;6;29.1669616699;32.5;14;50.0078021288;
64;5;26.0754203796;42.5;10;55.0083578825;6;29.2517547607;32.5;14;50.0870572329;
65;5;26.1022567749;44.5;11;55.1085625887;6;28.1766738892;33.5;14;50.164327383;
66;5;26.1293106079;45.5;12;55.2095856667;6;28.1815719604;34.5;14;50.2396177053;
67;4;24.6818847656;28.1349868774;12;30.3114309311;7;28.1864967346;35.5;6;76.2953014374;
68;4;23.5;29.1650218964;13;30.3921557665;7;31.1914424896;35.5;6;76.3473824263;
69;4;24.5;28.1960773468;13;30.4563041925;7;33.3214111328;36.5;6;76.4001399279;
70;4;24.7000007629;28.2281532288;14;30.5224741697;7;33.565032959;38.5;9;76.4535576105;
71;4;24.7000007629;28.2612380981;14;30.5906432867;7;33.5770492554;40.5;9;76.507617712;
72;4;24.7000007629;28.2953224182;14;30.6607804298;7;33.589214325;42.5;10;76.5623011589;
73;4;25.1982345581;27.5;14;30.7328453064;8;33.6015167236;43.5;9;79.3991453648;
74;4;24.7000007629;28.3664226532;14;30.8067884445;8;34.0148086548;45.0;12;81.7003545761;
75;4;24.7000007629;28.4033946991;15;32.0567544699;8;34.3570785522;46.3899993896;12;83.5448601246;
