Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;6;20.0;2;9.5;10.3000001907;5;21.0;
8;1;11.0;10.0;6;20.3999996185;2;9.72500038147;10.0;5;21.5299996138;
9;2;11.1199998856;10.3999996185;5;21.7264003754;2;9.84424972534;10.1999998093;5;22.0018314123;
10;2;11.2179203033;10.3632001877;5;22.030371666;2;9.95041179657;10.3632001877;5;22.4280958176;
11;2;11.2971115112;10.4951858521;5;23.9939109087;2;10.0463218689;10.4951858521;5;23.7177560329;
12;2;11.8644580841;11.4407634735;5;25.69934237;2;10.3364953995;11.0209560394;5;24.8637619019;
13;2;13.8644580841;12.2551708221;5;27.1258585453;2;12.1614513397;11.4571752548;5;25.8837099075;
14;2;15.8644580841;12.9279375076;5;28.2828274965;2;14.1614513397;11.8107032776;5;26.8016016483;
15;2;16.8644580841;13.4636869431;5;29.200268507;2;16.1614513397;12.0916318893;5;27.6436917782;
16;2;17.3264255524;13.8773756027;5;29.9181779623;2;17.4025764465;12.3113050461;5;28.4353666306;
17;2;17.5133743286;14.1889572144;5;30.4779887199;2;18.5043945312;12.4808797836;5;28.9781968594;
18;2;17.651468277;14.4191141129;5;30.7440532446;2;19.6179275513;12.5;6;29.5360116959;
19;2;19.5133743286;14.5;6;30.8531602621;2;20.6456031799;12.5;6;30.1467399597;
20;2;20.5133743286;14.5;6;30.9670710564;2;20.7830162048;12.5;5;30.8082637787;
