Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;2;8.0;10.5;5;21.0;
6;1;10.0;10.0;5;20.0;2;9.0;10.5;5;21.0599999428;
7;1;11.0;10.0;5;20.0;2;9.5;10.529999733;5;21.1229639053;
8;1;11.0;10.0;5;20.3999996185;2;9.5;10.5614814758;5;21.6001901627;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.59000015259;10.8000946045;5;22.0082015991;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.66343975067;11.0041007996;5;22.3582868576;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;9.72283363342;11.1791439056;5;23.5415859222;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;9.95943069458;11.7707929611;5;24.5564982891;
13;1;13.2971115112;11.4571752548;5;23.6214065552;2;11.7228336334;12.2782487869;5;25.4172240496;
14;1;14.2971115112;11.8107032776;5;24.1832637787;2;13.7228336334;12.708612442;5;26.1443716288;
15;1;15.2971115112;12.0916318893;5;24.6226100922;2;15.7228336334;13.0721855164;4;26.7609803677;
16;1;16.2971115112;12.3113050461;5;24.9617595673;2;16.7228336334;13.380490303;4;27.2896242142;
17;1;17.2971115112;12.4808797836;5;25.0;2;17.7228336334;13.6448116302;5;27.5297403336;
18;2;19.2971115112;12.6999998093;4;26.0;2;18.7228336334;13.7648696899;5;27.7440159321;
19;2;21.2971115112;12.5;4;26.1299999952;2;19.625;13.8720083237;5;27.9705615044;
20;2;21.8390007019;12.5;4;26.2754310369;3;19.625;13.9852809906;4;28.2090809345;
