Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;4;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;4;20.0;2;9.5;10.3000001907;3;21.0;
8;1;11.0;10.0;4;20.3999996185;2;9.72500038147;10.0;3;21.4399995804;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.82400035858;10.1999998093;3;21.8075842857;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.90670585632;10.3632001877;3;22.1139252186;
11;2;11.2971115112;10.6951856613;3;23.0419120789;2;9.97563362122;10.4951858521;3;23.2202551365;
12;2;11.9125738144;11.0209560394;3;23.9543504715;2;10.2245578766;11.0209560394;3;24.1495091915;
13;2;13.9125738144;11.4571752548;4;24.7025904655;2;12.000743866;11.4571752548;3;24.9154186249;
14;2;15.9125738144;11.8107032776;3;25.3068172932;2;14.000743866;11.8107032776;3;25.5381718874;
15;2;16.949640274;12.0916318893;2;25.789717555;2;16.000743866;12.0916318893;3;26.0404549837;
16;2;17.9627056122;12.3113050461;2;26.1736010313;2;16.7228336334;12.7366580963;3;26.4445723295;
17;2;18.9761257172;12.4808797836;2;26.2577478886;2;18.0564670563;12.4808797836;5;26.5497941971;
18;2;19.6125736237;12.5;2;26.3048160076;3;18.7228336334;12.9649381638;4;26.6187632084;
19;2;20.6125736237;12.5;4;26.3530313969;3;19.625;12.5;4;26.6896851063;
20;3;20.75;12.5;2;31.0797804594;3;20.0051784515;12.5;5;26.7625159025;
21;3;21.75;12.5;2;31.2856439352;3;20.021566391;12.5;5;26.8372021914;
22;3;22.75;12.5;3;31.4902424812;3;20.0383701324;12.5;5;26.9136811495;
23;3;23.75;12.5;3;31.6931099892;3;19.625;13.2654724121;5;26.9918802977;
24;3;23.9056358337;12.5;5;31.893807888;3;19.625;12.5;5;27.0717172623;
25;3;21.9387321472;13.5;5;32.0919295549;3;19.625;12.5;5;27.1531002522;
26;4;20.9710273743;14.5;5;32.2871024609;3;19.625;12.5;5;27.2359278202;
27;4;20.0024452209;15.5;5;32.4789922237;3;19.625;12.5;7;27.320089817;
28;4;19.0329246521;16.5;5;32.6673022509;4;19.625;12.5;6;27.4054670334;
29;4;18.0624084473;17.5;5;32.851775527;4;17.625;13.5;6;27.4919323921;
30;4;17.3408489227;18.5;5;33.0321944952;4;16.625;14.5;7;27.5793509483;
31;4;17.3682117462;19.5;5;33.2083802223;4;15.625;15.5;7;27.6675815582;
32;4;17.3944683075;20.5;5;33.3801903725;4;14.625;16.5;8;27.7564766407;
33;4;17.4196014404;21.5;5;33.5475180149;4;14.0;17.5;8;27.8458836079;
34;4;17.4436035156;22.5;6;33.7102890015;4;14.0;18.5;8;27.9356460571;
35;4;17.466468811;23.5;6;33.8684592247;4;14.0;19.5;9;28.0256047249;
36;4;18.4882068634;21.5;7;34.0220117569;4;14.0;20.5;10;28.1155982018;
37;4;17.5088310242;22.5;7;34.1709542274;4;14.0;21.5;10;28.2054646015;
38;4;17.5283546448;23.5;7;34.3153147697;4;14.0;22.5;11;28.2950425148;
39;4;18.5468082428;21.5;8;34.4551405907;4;14.0;23.5;12;28.3841719627;
40;4;17.5642127991;22.5;8;34.5655794144;4;14.0;24.5;12;28.4726960659;
41;4;17.5750007629;23.5;8;35.628036499;4;14.0;25.5;13;28.5604617596;
42;4;19.5750007629;21.9599990845;8;35.7303724289;4;14.0;26.5;14;28.647320509;
43;4;19.5750007629;22.9783992767;8;35.8336939812;4;14.0;27.5;14;28.7331302166;
44;4;19.5750007629;23.9973449707;9;35.937926054;4;14.0;28.5;15;28.8177554607;
45;4;20.5750007629;22.016834259;9;36.0429917574;4;14.0;29.5;16;28.9010682106;
46;4;21.5750007629;24.016834259;9;36.1488128901;4;15.0;27.5;16;28.9829490185;
47;4;22.5750007629;26.016834259;10;36.2553098202;4;14.0;28.5;17;29.0632872581;
48;4;23.5750007629;28.016834259;10;36.3624022007;4;14.0;29.5;17;29.1419816017;
49;4;24.9272994995;30.016834259;11;36.4700086117;4;15.0;27.5;17;29.218940258;
50;5;25.5750007629;32.3168334961;11;36.5780466795;4;14.0;28.5;18;29.2940821648;
51;5;26.7036418915;31.7999992371;10;36.6864336729;4;14.0;29.5;19;29.3673357964;
52;5;26.3250007629;32.4682998657;10;36.7950861454;4;15.0;28.5;19;29.4386396408;
53;5;26.7311782837;31.7999992371;10;36.9039206505;4;16.0;28.5;20;29.5079426765;
54;5;26.3250007629;32.5161972046;10;37.0128536224;4;17.0;28.5;20;29.5752038956;
55;5;26.7598495483;31.7999992371;11;37.1218010187;4;18.0;28.5;21;29.6403913498;
56;7;26.3250007629;32.5659675598;6;42.2306792736;4;19.0;28.5;22;29.7034826279;
57;7;27.7895812988;32.7999992371;5;42.4894049168;4;19.625;28.5;22;29.7644639015;
58;5;22.75;25.3174667358;5;32.1311508417;6;19.625;28.5;16;40.3856334686;
59;5;23.75;26.3438129425;5;32.3324040174;6;22.625;27.5;15;40.4936032295;
60;5;23.2609596252;26.5;3;32.5304778814;6;24.7230186462;28.0119915009;14;40.5983567238;
61;5;23.2768383026;26.9420776367;3;32.7250270844;6;24.625;30.0119915009;14;40.6998846531;
62;5;22.75;27.8535137177;3;32.9157457352;6;23.625;32.0119934082;15;40.7603754997;
63;5;22.75;26.9155101776;3;34.1023676395;7;24.625;31.3119926453;14;40.8069901466;
64;5;23.75;27.9029140472;4;34.3146669865;7;26.75;31.2999992371;15;40.8524079323;
65;6;24.75;28.8907985687;3;34.5230481625;7;27.3651504517;31.2999992371;15;40.8966178894;
66;6;24.75;29.8791751862;3;34.7273552418;7;27.3770866394;31.2999992371;15;40.9396123886;
67;6;24.75;30.8680515289;3;34.9274680614;7;27.3886966705;31.2999992371;16;40.9813876152;
68;5;23.5;27.5;2;28.5964497328;8;27.399974823;31.2999992371;13;47.4256877899;
69;5;23.5;27.5;2;28.6917883158;8;28.4050006866;32.2999992371;13;48.5268483162;
70;5;23.5;27.5;2;28.7877063751;8;30.4050006866;34.2999992371;14;48.6629986763;
71;5;23.5;27.5;2;29.9476453066;8;30.4050006866;37.2999992371;15;48.795381546;
72;5;23.7999992371;28.0;2;31.8907403946;8;30.9156932831;40.2999992371;14;48.9240825176;
73;5;25.0340003967;29.3899993896;4;32.6912610531;8;30.9351177216;42.6199493408;14;49.0492066145;
74;5;26.2123565674;30.6872596741;4;33.3460595608;9;30.9534721375;44.6117897034;13;49.1708754301;
75;5;26.3458442688;31.9097423553;4;33.7399508953;9;30.6184463501;45.604095459;13;49.2577478886;
76;5;26.3999996185;33.0;5;33.9565690756;9;30.6379928589;46.5999984741;15;49.3048160076;
