Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;4;20.0;1;9.5;10.0;6;20.0;
8;2;11.0;10.1999998093;3;21.3999996185;2;9.5;10.3000001907;5;21.3999996185;
9;2;11.4200000763;10.1999998093;3;21.8264003992;2;9.81500053406;10.1999998093;5;21.7264003754;
10;2;11.5479202271;10.3632001877;3;22.1992716789;2;9.88844013214;10.3632001877;5;21.9903717041;
11;2;11.659781456;10.4951858521;3;23.4054436684;2;9.94783401489;10.4951858521;5;23.0619120598;
12;2;12.0216331482;11.0209560394;3;24.4501843452;2;10.1889305115;11.0209560394;5;23.9545464516;
13;2;14.0216331482;11.4571752548;4;25.3486692905;2;11.9568777084;11.4571752548;5;24.6819883585;
14;2;16.0216331482;11.8107032776;4;26.1225088835;2;13.9568777084;11.8107032776;5;25.2644146681;
15;2;17.1943473816;12.0916318893;4;26.7957427502;2;15.9568777084;12.0916318893;5;25.7245066166;
16;2;18.2645130157;12.3113050461;4;27.3919057846;2;16.9707603455;12.3113050461;5;26.0845712423;
17;2;19.3416175842;12.4808797836;4;27.7113106251;2;17.9754657745;12.4808797836;5;26.1438889503;
18;2;20.4259662628;12.5;4;28.0173821449;2;18.9802093506;12.5;6;26.1651208401;
19;2;21.5177879333;12.5;4;28.3487696648;2;19.8871517181;12.5;6;26.1864993572;
20;2;22.5046310425;12.5;5;28.7054548264;2;19.8919620514;12.5;6;26.2080165148;
