Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;2;10.0;10.1999998093;4;21.0;1;9.0;10.0;6;20.0;
7;2;11.3000001907;10.0;4;21.0900000334;2;9.5;10.3000001907;5;21.0;
8;2;11.3269996643;10.0;4;21.5980186462;2;9.72500038147;10.0;5;21.3999996185;
9;2;11.4794054031;10.1999998093;4;22.0418490171;2;9.81500053406;10.1999998093;4;21.7264003754;
10;2;11.6125545502;10.3632001877;4;22.4332156181;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;11.7299642563;10.4951858521;4;23.6659361124;2;9.94783401489;10.4951858521;3;23.0819120407;
12;2;12.0997810364;11.0209560394;4;24.7393633127;2;10.1934309006;11.0209560394;3;23.99553442;
13;2;14.0997810364;11.4571752548;4;25.6686143875;2;11.9660997391;11.4571752548;3;24.7449600697;
14;2;16.0997810364;11.8107032776;4;26.4751701355;2;13.9660997391;11.8107032776;3;25.3503712416;
15;2;17.3001461029;12.0916318893;4;27.1828548908;2;15.9660997391;12.0916318893;3;25.8344515562;
16;2;18.3806476593;12.3113050461;4;27.8148901463;2;16.9954986572;12.3113050461;3;26.2195074558;
17;2;19.4685134888;12.4808797836;4;28.1711652279;2;18.0058269501;12.4808797836;3;26.3048160076;
18;2;20.5639228821;12.5;4;28.5145654678;2;19.0164165497;12.5;4;26.3530313969;
19;2;21.6669425964;12.5;4;28.8830828667;2;19.9294319153;12.5;4;26.4023760557;
