Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;12.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;2;11.0;10.1999998093;3;21.0;1;9.5;10.0;5;20.0;
8;2;11.3000001907;10.0;3;21.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;11.4200000763;10.1999998093;3;21.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.5179204941;10.3632001877;3;21.9903717041;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;11.597111702;10.4951858521;3;23.0819120407;2;9.94783401489;10.4951858521;4;23.0719120502;
12;2;11.9245738983;11.0209560394;3;23.99553442;2;10.1911802292;11.0209560394;4;23.9749414921;
13;2;13.9245738983;11.4571752548;3;24.7449600697;2;11.9614667892;11.4571752548;4;24.7131726742;
14;2;15.9245738983;11.8107032776;3;25.3503712416;2;13.9614667892;11.8107032776;4;25.3067810535;
15;2;16.9627056122;12.0916318893;3;25.8344515562;2;15.9614667892;12.0916318893;4;25.7784451246;
16;2;17.9761257172;12.3113050461;4;26.2195074558;2;16.9828968048;12.3113050461;4;26.1504684687;
17;3;18.9898986816;12.4808797836;3;26.3048160076;2;17.9902935028;12.4808797836;4;26.2221269608;
18;3;20.0040187836;12.5;4;26.3530313969;2;18.9978122711;12.5;5;26.2560760975;
19;3;21.0184822083;12.5;4;26.4023760557;2;19.907617569;12.5;5;26.2905418873;
20;3;21.5;12.920712471;4;26.4528282881;2;19.9153709412;12.5;6;26.3255085945;
21;3;21.5;12.9358482361;4;26.5043625832;2;19.9232387543;12.5;6;26.3609591722;
22;3;21.5;12.9513092041;4;26.5569496155;2;19.9312152863;12.5;6;26.3968753815;
23;3;21.9670848846;12.5;5;26.6105561256;2;19.9392967224;12.5;7;26.4332377911;
24;3;21.9831676483;12.5;5;26.6651450396;2;19.947479248;12.5;7;26.4700255394;
25;3;21.5;12.99954319;6;26.72067523;2;19.625;13.0880098343;7;26.5072168112;
26;4;21.5;13.0162029266;5;26.7771017551;3;19.625;13.1028871536;6;26.5447884798;
27;4;21.5;12.5;5;26.8343759775;3;19.625;13.1179151535;6;26.5827163458;
28;4;20.0503120422;13.5;5;26.8924454451;3;19.9811115265;12.5;6;26.6209751368;
29;4;19.0677337646;14.5;5;26.9512542486;3;17.9897193909;13.5;6;26.6595385075;
30;4;19.5;13.4756269455;5;27.0107431412;3;16.9983959198;14.5;6;26.6983793974;
31;4;18.1032218933;13.5;5;27.0708494186;3;16.0071353912;15.5;5;26.7374696732;
32;4;17.1212539673;14.5;5;27.1315076351;3;15.0159301758;16.5;5;26.7767804861;
33;4;16.1394519806;15.5;6;27.1926498413;3;14.3997755051;17.5;5;26.8162822723;
34;4;15.1577949524;16.5;6;27.2542052269;3;14.4086637497;18.5;5;26.8559447527;
35;4;14.6762619019;17.5;6;27.3161010742;3;14.4175872803;19.5;5;26.8957372904;
36;4;14.6948299408;18.5;6;27.3782629967;3;14.4265403748;20.5;5;26.9356285334;
37;4;14.7134790421;19.5;5;27.4406147003;3;14.4355163574;21.5;5;26.9755871296;
38;4;14.7321844101;20.5;5;27.5030794144;3;14.4445075989;22.5;5;27.015581131;
39;4;14.7509241104;21.5;5;28.5655794144;3;14.4535055161;23.5;6;28.0555787086;
40;4;15.7696743011;22.5;5;28.6580364704;3;15.4625053406;24.5;7;28.1255478859;
41;4;16.7884101868;23.5;5;28.7509634495;3;16.0;26.5;7;28.1960475445;
42;4;16.8071117401;24.5;5;28.8442761898;3;16.4804782867;27.2424144745;7;28.267039299;
43;4;17.0;23.5;6;28.9378898144;3;16.2456474304;28.5;8;28.3384833336;
44;4;16.8443107605;23.5;6;29.031719327;3;16.2527923584;30.0504760742;10;28.4103389978;
45;4;16.8627662659;24.5;6;29.1256803274;3;16.2600631714;31.0781536102;10;28.4825650454;
46;4;17.0;23.5;8;29.2196888924;3;17.0;29.937795639;11;28.5551195145;
47;4;16.899269104;23.5;8;29.3136622906;3;16.2749786377;30.1330947876;13;28.6279597282;
48;4;17.0;23.5;8;29.4075191021;3;16.282617569;31.1603183746;14;28.7010426521;
49;4;18.0;24.5;9;29.5011792183;3;17.0;30.0907306671;14;28.7743241787;
