Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;1;12.0;10.0;6;20.0;1;12.8999996185;8.625;6;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;6;17.25;
7;1;14.0;10.0;4;20.3999996185;2;15.5;8.625;5;18.5949993134;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;15.5569992065;8.79749965668;5;18.9361960888;
9;2;14.7768793106;10.3632001877;3;22.8594274521;2;15.7317180634;8.94309806824;5;20.3472753763;
10;2;15.2867431641;10.9097137451;3;23.8127875328;2;16.5219802856;9.60165023804;5;21.6097513437;
11;2;17.2867431641;11.3658018112;3;24.5981152058;2;18.5219802856;10.1822328568;5;22.7136856318;
12;2;19.2867431641;11.7372808456;3;25.2345055342;2;20.5219802856;10.6796894073;5;23.6617876291;
13;2;20.3439407349;12.0336990356;3;25.7443674803;2;21.5219802856;11.0951957703;5;24.466217041;
14;2;20.5849647522;12.2662630081;3;26.1502821445;2;22.5219802856;11.4346656799;5;25.1448483467;
15;2;20.7676277161;12.446267128;3;26.3048160076;2;23.0482635498;11.7068872452;5;25.7179193497;
16;2;20.8371677399;12.5;3;26.3530313969;2;23.3062210083;11.9218521118;5;26.2055277824;
17;2;22.8105049133;12.5;3;26.4023760557;2;23.5074119568;12.0895090103;4;26.4380934238;
18;2;23.8327102661;12.5;3;26.4528282881;2;23.5499992371;12.125;4;26.6090252399;
19;2;24.8554134369;12.5;4;26.5043625832;2;23.5499992371;12.125;4;26.789277792;
20;2;25.8786048889;12.5;4;26.5569496155;2;25.5499992371;12.125;5;26.9787261486;
21;2;25.9506263733;12.5;4;26.6105561256;2;26.5499992371;12.125;5;27.1771392822;
22;2;25.9747505188;12.5;4;26.6651450396;3;28.5499992371;12.125;4;27.3841717243;
23;2;25.9993152618;12.5;4;26.72067523;3;30.4305019379;12.125;4;27.2993593216;
