Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;3;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;3;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;3;20.0;1;11.8999996185;8.625;5;17.25;
5;1;12.0;10.0;3;20.0;1;12.8999996185;8.625;5;17.25;
6;1;13.0;10.0;3;20.0;1;13.8999996185;8.625;5;17.25;
7;2;14.4499998093;10.0;2;21.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;2;14.6300001144;10.1999998093;2;21.7264003754;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;14.7768793106;10.3632001877;2;22.8594274521;2;16.3317184448;8.94309806824;3;19.6667137146;
10;2;15.2867431641;10.9097137451;2;23.8127875328;2;16.8000278473;9.3333568573;3;20.365596056;
11;2;17.2867431641;11.3658018112;2;24.5981152058;2;18.8000278473;9.6677980423;3;20.9597036839;
12;2;19.2867431641;11.7372808456;2;25.2345055342;2;20.8000278473;9.94955635071;3;21.4586846828;
13;2;20.3439407349;12.0336990356;2;25.7443674803;2;21.8550872803;10.1834592819;3;21.8739616871;
14;2;21.3640708923;12.2662630081;1;26.1502821445;2;22.8741378784;10.3752222061;3;22.2174443007;
15;2;22.3847293854;12.446267128;2;26.3048160076;2;23.8935279846;10.5308046341;4;22.4387089014;
16;3;23.4059104919;12.5;1;26.3530313969;2;24.9132537842;10.625;4;22.4721269608;
17;3;23.8187427521;12.5;1;26.4023760557;2;25.933303833;10.625;4;22.5060760975;
18;3;25.4498119354;12.5;1;26.4528282881;2;26.9536724091;10.625;4;22.5405418873;
19;3;25.9037723541;12.5;1;26.5043625832;2;27.5243244171;10.625;4;22.5755085945;
20;3;25.9269638062;12.5;1;26.5569496155;2;27.5453052521;10.625;4;22.6109591722;
21;3;25.9506263733;12.5;1;26.6105561256;2;27.566576004;10.625;5;22.6468753815;
22;3;25.9747505188;12.5;2;26.6651450396;2;27.5881252289;10.625;5;22.6832377911;
23;3;25.9993152618;12.5;2;26.72067523;2;27.6099433899;10.625;5;22.7200255394;
24;3;26.0243034363;12.5;3;26.7771017551;2;27.6320152283;10.625;5;22.7572168112;
25;3;25.25;13.2108402252;3;26.8343759775;2;27.6543292999;10.625;5;22.7947884798;
26;3;25.25;13.2337503433;3;26.8924454451;2;27.6768722534;10.625;5;22.8327163458;
27;3;25.25;13.256978035;3;26.9512542486;2;27.6996307373;10.625;4;22.8709751368;
28;3;25.25;13.2805013657;3;27.0107431412;2;27.7225856781;10.625;4;22.9095385075;
29;3;25.25;13.3042974472;3;27.0708494186;2;27.7457237244;10.625;4;22.9483793974;
30;3;25.25;13.3283395767;3;27.1315076351;2;27.76902771;10.625;4;22.9874696732;
31;3;25.25;13.3526029587;3;27.1926498413;2;27.7924823761;10.625;4;23.0267804861;
32;3;25.25;13.3770599365;3;27.2542052269;2;27.8160686493;10.625;4;23.0662822723;
33;3;25.25;13.4016819;3;27.3161010742;2;27.8397693634;10.625;4;23.1059447527;
34;3;25.25;13.426440239;4;27.3782629967;2;27.8635673523;10.625;5;23.1457372904;
35;3;25.25;13.4513053894;5;27.4406147003;2;27.8874416351;12.625;5;23.1856285334;
36;4;25.25;13.4762458801;5;27.5030794144;2;27.9113769531;14.625;5;23.2255871296;
37;4;26.25;15.4762458801;5;27.5655794144;2;27.9353523254;16.625;5;23.265581131;
38;4;26.404510498;17.4762458801;6;27.628036499;2;27.9593486786;18.625;4;23.3055787086;
39;4;26.4326171875;19.4762458801;6;27.690372467;2;27.9833469391;20.625;6;23.3455479145;
40;5;26.4606666565;21.4762458801;3;42.7525100708;2;28.0073280334;20.625;6;23.385456562;
41;5;27.4886302948;23.5;4;43.5643725395;2;28.0312728882;20.625;6;23.42527318;
42;6;28.5164680481;24.5;3;44.2952587605;2;28.0551643372;20.625;6;23.4649660587;
43;6;28.5441474915;25.5;4;44.9442613125;2;28.0789794922;20.625;7;23.5045039654;
44;6;28.5716362;26.5;4;45.5138316154;2;28.1027030945;20.625;7;23.543856144;
45;6;28.598903656;27.5;4;46.0089125633;2;28.1263141632;20.625;8;23.5829925537;
46;6;29.62591362;27.5;2;46.4360671043;2;28.1497955322;20.625;7;23.6218836308;
47;6;30.652639389;27.5;2;47.8026885986;2;28.1731300354;20.625;8;23.6605007648;
48;6;32.6790504456;28.5;2;48.1663682461;2;28.1963005066;20.625;10;23.6988155842;
49;0;0;0;0;0;3;28.2192897797;20.625;6;38.7368011475;
