Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
5;2;12.4499998093;10.0;3;21.0;1;12.8999996185;8.625;5;17.25;
6;2;13.4499998093;10.0;3;21.0599999428;1;13.8999996185;8.625;5;17.25;
7;2;14.4770002365;10.0;2;21.5335636139;2;15.8999996185;8.625;4;18.5949993134;
8;2;14.6901044846;10.1999998093;2;21.9377998114;2;17.5569992065;8.79749965668;4;18.8861961365;
9;2;14.8720092773;10.3632001877;1;23.1372920275;2;18.7317180634;8.94309806824;4;19.7067136765;
10;2;15.411781311;10.9097137451;1;24.1638869047;2;19.8240280151;9.3333568573;4;20.416779995;
11;2;17.411781311;11.3658018112;1;25.029558897;2;21.8240280151;9.6677980423;4;21.0226662159;
12;2;19.411781311;11.7372808456;1;25.7537147999;2;23.8240280151;9.94955635071;4;21.5340260267;
13;2;20.5775852203;12.0336990356;2;26.3590377569;2;24.9002914429;10.1834592819;4;21.9622858763;
14;2;20.8187427521;12.2662630081;2;26.8683357239;2;25.9271316528;10.3752222061;4;22.3193571568;
15;2;21.8187427521;12.446267128;2;27.1343436241;2;26.9546756744;10.5308046341;5;22.5548160076;
16;2;22.8187427521;12.5;2;27.3022236824;2;27.9829177856;10.625;5;22.6030313969;
17;2;23.8187427521;12.5;2;27.4794437885;2;29.0118465424;10.625;5;22.6523760557;
18;2;24.8187427521;12.5;2;27.6659116745;2;30.0414543152;10.625;5;22.7028282881;
19;2;25.25;12.5;3;27.8614320755;2;30.6216964722;10.625;5;22.7543625832;
20;2;25.25;12.5;3;28.0656974316;2;30.6526184082;10.625;5;22.8069496155;
21;2;25.25;12.5;3;28.2782821655;2;30.6841697693;10.625;5;22.8605561256;
22;2;25.25;12.5;3;28.4986391068;2;30.7163333893;10.625;6;22.9151450396;
23;2;25.25;12.5;3;28.726098299;2;30.7490882874;10.625;6;22.97067523;
24;2;25.25;12.5;4;28.9598701;2;30.7824058533;10.625;6;23.0271017551;
