Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
5;2;12.4499998093;10.0;4;21.0;1;12.8999996185;8.625;5;17.25;
6;2;13.4499998093;10.0;4;21.0900000334;1;13.8999996185;8.625;5;17.25;
7;2;14.4905004501;10.0;4;21.5980186462;1;14.8999996185;8.625;5;17.5949993134;
8;2;14.7191085815;10.1999998093;4;22.0418490171;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;14.9188308716;10.3632001877;4;23.3017349243;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;15.4857807159;10.9097137451;4;24.3994617462;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;17.4857807159;11.3658018112;4;25.3481024504;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;19.4857807159;11.7372808456;4;26.1681330204;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;20.7640724182;12.0336990356;5;26.8832330704;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;21.8765602112;12.2662630081;5;27.5170819759;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;22.9997901917;12.446267128;5;27.923101902;1;21.2000274658;10.5308046341;6;21.25;
16;2;24.1341381073;12.5;5;28.2468910217;1;22.2000274658;10.625;6;21.25;
17;2;25.2798442841;12.5;5;28.5960328579;1;23.2000274658;10.625;6;21.25;
18;2;26.436958313;12.5;5;28.9701628685;1;24.2000274658;10.625;6;21.25;
19;2;27.03657341;12.5;6;29.3683638573;1;24.75;10.625;6;21.25;
20;2;27.215763092;12.5;6;29.7891087532;1;24.75;10.625;6;21.25;
21;2;27.4050979614;12.5;6;30.2302284241;1;24.75;10.625;6;21.25;
22;2;27.603603363;12.5;6;30.6889076233;1;24.75;10.625;6;21.25;
23;2;27.8100090027;12.5;6;31.1617178917;1;24.75;10.625;7;21.25;
24;3;28.0227737427;12.5;5;31.6446905136;1;24.75;10.625;7;21.25;
25;3;26.0227737427;13.5;5;32.1334280968;1;24.75;10.625;8;21.25;
