Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;6;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;6;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;5;17.25;
7;1;14.0;10.0;5;20.3999996185;2;15.5;8.625;4;18.5949993134;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;16.156999588;8.79749965668;4;18.8861961365;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;16.3317184448;8.94309806824;4;19.696713686;
10;2;15.2687425613;10.9097137451;4;23.7316036224;2;16.8180274963;9.3333568573;4;20.396187067;
11;2;17.268743515;11.3658018112;4;24.5145616531;2;18.8180274963;9.6677980423;4;20.9908788204;
12;2;19.268743515;11.7372808456;4;25.1485819817;2;20.8180274963;9.94955635071;4;21.4904358387;
13;2;20.3052749634;12.0336990356;5;25.6560795307;2;21.8741378784;10.1834592819;4;21.9062794447;
14;2;21.3243408203;12.2662630081;5;26.0596417189;2;22.1437683105;10.3752222061;4;22.2503181696;
15;2;22.3439407349;12.446267128;5;26.211841464;2;22.3501930237;10.5308046341;4;22.4721269608;
16;2;23.3640708923;12.5;5;26.2577478886;2;22.4832763672;10.625;4;22.5060760975;
17;2;24.3847293854;12.5;5;26.3048160076;2;22.5036449432;10.625;4;22.5405418873;
18;2;25.4059104919;12.5;5;26.3530313969;2;22.5243244171;10.625;4;22.5755085945;
19;2;25.8588638306;12.5;6;26.4023760557;2;22.5453052521;10.625;4;22.6109591722;
20;2;25.8810691833;12.5;6;26.4528282881;2;22.566576004;10.625;4;22.6468753815;
21;2;25.9037723541;12.5;6;26.5043625832;2;24.5881252289;10.625;5;22.6832377911;
22;2;25.9269638062;12.5;7;26.5569496155;2;25.6099433899;10.625;5;22.7200255394;
23;2;25.9506263733;12.5;7;26.6105561256;2;26.6320152283;10.625;6;22.7572168112;
24;2;25.9747505188;12.5;7;26.6651450396;2;27.6543292999;10.625;6;22.7947884798;
