Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;1;12.0;10.0;6;20.0;1;12.8999996185;8.625;5;17.25;
6;1;13.0;10.0;6;20.0;1;13.8999996185;8.625;5;17.25;
7;2;14.4499998093;10.0;5;21.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;16.156999588;8.79749965668;4;18.8861961365;
9;2;14.7768793106;10.3632001877;5;22.8594274521;2;16.3317184448;8.94309806824;4;19.6867136955;
10;2;15.2867431641;10.9097137451;5;23.8127875328;2;16.8120269775;9.3333568573;4;20.3757920265;
11;2;17.2867431641;11.3658018112;5;24.5981152058;2;18.8120269775;9.6677980423;4;20.9596945047;
12;2;19.2867431641;11.7372808456;5;25.2345055342;2;20.8120269775;9.94955635071;4;21.4480694532;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;21.8487186432;10.1834592819;4;21.8523409367;
14;2;20.5849647522;12.2662630081;5;26.1502821445;2;22.1114063263;10.3752222061;4;22.1844209433;
15;2;20.7676277161;12.446267128;5;26.3048160076;2;22.3106536865;10.5308046341;4;22.3938889503;
16;2;20.8371677399;12.5;5;26.3530313969;2;22.4363327026;10.625;4;22.4151208401;
17;2;22.8105049133;12.5;5;26.4023760557;2;22.4490718842;10.625;4;22.4364993572;
18;2;23.8327102661;12.5;5;26.4528282881;2;22.4618988037;10.625;4;22.4580165148;
19;2;24.8554134369;12.5;6;26.5043625832;2;22.4748096466;10.625;4;22.4796639681;
20;2;25.8786048889;12.5;6;26.5569496155;2;22.4877986908;10.625;4;22.5014331341;
21;2;25.9506263733;12.5;6;26.6105561256;2;24.5008602142;10.625;5;22.5233153105;
22;2;25.9747505188;12.5;6;26.6651450396;2;25.5139884949;10.625;5;22.5453014374;
23;2;25.9993152618;12.5;6;26.72067523;2;26.5271816254;10.625;5;22.5673824549;
24;3;26.0243034363;12.5;5;26.7771017551;2;27.540430069;10.625;5;22.5895489454;
