Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;6;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;6;17.25;
6;2;13.4499998093;10.0;4;21.0;1;13.8999996185;8.625;6;17.25;
7;2;14.4499998093;10.0;4;21.3999996185;1;14.8999996185;8.625;6;17.5949993134;
8;2;14.6300001144;10.1999998093;2;21.7264003754;1;15.5569992065;8.79749965668;6;17.8861961365;
9;2;14.7768793106;10.3632001877;2;22.8594274521;1;15.7317180634;8.94309806824;6;18.6667137146;
10;2;15.2867431641;10.9097137451;2;23.8127875328;2;16.8000278473;9.3333568573;5;20.3355960846;
11;2;17.2867431641;11.3658018112;2;24.5981152058;2;18.8000278473;9.6677980423;5;21.0041127205;
12;2;19.2867431641;11.7372808456;2;25.2345055342;2;20.8000278473;9.94955635071;5;21.5867832899;
13;2;20.3439407349;12.0336990356;3;25.7443674803;2;21.9319458008;10.1834592819;5;22.0957129002;
14;2;21.3640708923;12.2662630081;3;26.1502821445;2;22.2574291229;10.3752222061;5;22.5434861183;
15;2;22.3847293854;12.446267128;3;26.3048160076;2;22.5260925293;10.5308046341;5;22.880333066;
16;2;23.4059104919;12.5;3;26.3530313969;2;22.7281990051;10.625;5;23.0412415266;
17;2;24.4276065826;12.5;3;26.4023760557;2;22.8247451782;10.625;5;23.2151488066;
18;2;25.4498119354;12.5;3;26.4528282881;2;22.9290885925;10.625;5;23.4025228024;
19;2;25.9037723541;12.5;4;26.5043625832;2;23.041513443;10.625;5;23.6037294865;
20;2;25.9269638062;12.5;5;26.5569496155;2;23.1622371674;10.625;5;23.8190078735;
21;2;25.9506263733;12.5;5;26.6105561256;2;25.2914047241;10.625;5;24.0484457016;
22;2;25.9747505188;12.5;5;26.6651450396;2;26.4290676117;10.625;5;24.2919540405;
23;2;25.9993152618;12.5;5;26.72067523;2;27.5751724243;10.625;5;24.549243927;
