Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;4;17.25;
6;1;13.0;10.0;5;20.0;2;14.5;8.625;2;18.25;
7;1;14.0;10.0;4;20.3999996185;2;15.5;8.625;2;18.6799993515;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;16.2080001831;8.79749965668;2;19.0624989271;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;16.4375;8.94309806824;2;19.9644544125;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;16.9786720276;9.3333568573;2;20.7657356262;
11;2;16.8187427521;11.3658018112;3;24.4745616913;2;18.9786720276;9.6677980423;2;21.4732652903;
12;2;18.8187427521;11.7372808456;3;25.0973980427;2;20.9786720276;9.94955635071;2;22.0973191261;
13;2;20.2822418213;12.0336990356;4;25.5931169987;2;22.2382678986;10.1834592819;2;22.6498981714;
14;2;21.2960090637;12.2662630081;4;25.984300375;2;23.3396987915;10.3752222061;2;23.1434209347;
15;2;22.3100376129;12.446267128;4;26.1235172749;2;24.4491138458;10.5308046341;2;23.5278806686;
16;2;23.3243255615;12.5;4;26.1558350325;2;25.5667552948;10.625;2;23.7379496098;
17;2;24.3388690948;12.5;4;26.1887089014;2;26.6927967072;10.625;2;23.9621648788;
18;2;25.3536624908;12.5;4;26.2221269608;2;27.8273258209;10.625;3;24.2005054951;
19;2;25.7999572754;12.5;5;26.2560760975;3;28.5203037262;10.625;2;24.4527587891;
20;2;25.8152351379;12.5;5;26.2905418873;3;28.6716556549;10.625;2;24.7184994221;
21;2;25.8307437897;12.5;5;26.3255085945;3;28.8311004639;10.625;2;24.9970719814;
22;2;25.8464794159;12.5;5;26.3609591722;3;28.9982433319;10.625;3;25.2875800133;
23;2;25.8624305725;12.5;5;26.3968753815;3;29.1725482941;10.625;3;25.5888810158;
24;3;25.8785934448;12.5;4;26.4332377911;3;29.3533287048;10.625;3;25.8995933533;
