Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
5;1;12.0;10.0;4;20.0;1;12.8999996185;8.625;5;17.25;
6;1;13.0;10.0;3;20.0;1;13.8999996185;8.625;5;17.25;
7;1;14.0;10.0;3;20.3999996185;1;14.8999996185;8.625;4;17.5949993134;
8;1;14.1800003052;10.1999998093;3;20.7264003754;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;14.7768793106;10.3632001877;2;22.8194274902;1;15.7317180634;8.94309806824;3;18.6667137146;
10;2;15.2687425613;10.9097137451;2;23.8316036463;1;16.2000274658;9.3333568573;3;19.3355960846;
11;2;17.268743515;11.3658018112;2;24.6834616661;2;18.2000274658;9.6677980423;2;20.8991127014;
12;2;19.268743515;11.7372808456;2;25.3946626186;2;20.2000274658;9.94955635071;2;21.4719185829;
13;2;20.4160118103;12.0336990356;3;25.9881733656;2;21.8630275726;10.1834592819;2;21.9703091383;
14;2;21.473783493;12.2662630081;3;26.4871137142;2;22.9319458008;10.3752222061;2;22.4068777561;
15;2;22.5363044739;12.446267128;3;26.7445563078;2;24.007188797;10.5308046341;2;22.7318768501;
16;2;23.6037940979;12.5;3;26.9060227871;2;25.0891532898;10.625;1;22.880333066;
17;2;24.6764526367;12.5;3;27.0793559551;2;26.1782264709;10.625;1;23.0412415266;
18;2;25.7544536591;12.5;3;27.2648479939;2;27.274772644;10.625;1;23.2151488066;
19;2;26.2691822052;12.5;4;27.4626858234;2;27.9290885925;10.625;1;23.4025228024;
20;2;26.3582077026;12.5;5;27.6729331017;2;28.041513443;10.625;1;23.6037294865;
21;2;26.4528198242;12.5;5;27.8955099583;2;28.1622371674;10.625;2;23.8190078735;
22;2;26.5529785156;12.5;5;28.1301763058;2;28.2914047241;10.625;2;24.0484457016;
23;2;25.25;13.5;5;28.3765156269;2;28.4290676117;10.625;2;24.2919540405;
24;2;25.25;14.5;5;28.633923769;2;28.5751724243;10.625;2;24.549243927;
