Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;4;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;4;17.25;
7;1;14.0;10.0;4;20.3999996185;1;14.8999996185;8.625;4;17.5949993134;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;15.5569992065;8.79749965668;4;17.8861961365;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;16.3317184448;8.94309806824;3;19.6667137146;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;16.8000278473;9.3333568573;3;20.3755960464;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;18.8000278473;9.6677980423;3;20.9802966118;
12;2;17.8187427521;11.7372808456;3;25.0673980713;2;20.8000278473;9.94955635071;3;21.4904720783;
13;2;19.8187427521;12.0336990356;4;25.5625259876;2;21.8741588593;10.1834592819;3;21.9175518751;
14;2;20.8187427521;12.2662630081;4;26.9344255924;2;22.2000274658;10.3752222061;3;22.2734507322;
15;2;21.8187427521;12.936917305;4;28.0331971645;2;23.2000274658;10.5308046341;4;22.5077478886;
16;2;22.8187427521;13.4707155228;4;28.8889706135;2;24.2000274658;10.625;4;22.5548160076;
17;2;23.8187427521;13.8827266693;4;29.5417202711;2;25.2000274658;10.625;4;22.6030313969;
18;2;24.8187427521;14.1929426193;4;30.0327755213;2;26.2000274658;10.625;4;22.6523760557;
19;2;25.8187427521;14.4220333099;4;30.2221269608;2;26.75;10.625;4;22.7028282881;
20;2;26.8187427521;14.5;6;30.2560760975;2;26.75;10.625;4;22.7543625832;
21;2;27.0499992371;14.5;6;30.2905418873;2;26.75;10.625;5;22.8069496155;
22;2;27.0499992371;14.5;6;30.3255085945;2;26.75;10.625;5;22.8605561256;
23;2;27.0499992371;14.5;6;30.3609591722;2;26.75;10.625;5;22.9151450396;
24;2;27.0499992371;14.5;6;30.3968753815;2;26.75;10.625;6;22.97067523;
