Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;2;12.4499998093;10.0;5;21.0;1;12.8999996185;8.625;6;17.25;
6;2;13.4499998093;10.0;5;21.1200000048;1;13.8999996185;8.625;6;17.25;
7;2;14.5039997101;10.0;5;21.664255619;1;14.8999996185;8.625;6;17.5949993134;
8;2;14.7489156723;10.1999998093;5;22.151668787;1;15.5569992065;8.79749965668;6;17.8861961365;
9;2;14.9682502747;10.3632001877;5;23.4809303284;2;16.3317184448;8.94309806824;5;19.6667137146;
10;2;15.5664186478;10.9097137451;3;24.6645710468;2;16.8000278473;9.3333568573;5;20.365596056;
11;2;17.5664196014;11.3658018112;3;25.7180995941;2;18.8000278473;9.6677980423;5;20.9597036839;
12;2;19.5664196014;11.7372808456;3;26.6644382477;2;20.8000278473;9.94955635071;5;21.4586846828;
13;2;20.987411499;12.0336990356;3;27.5295872688;2;21.8550872803;10.1834592819;4;21.8739616871;
14;2;21.3883132935;12.2662630081;3;28.3392426968;2;22.1243782043;10.3752222061;4;22.2174443007;
15;2;21.752658844;12.446267128;3;28.9483180046;2;22.3304672241;10.5308046341;4;22.4387089014;
16;2;22.0267429352;12.5;3;29.5031232834;2;22.4632263184;10.625;4;22.4721269608;
17;2;24.2280464172;12.5;3;30.1109042168;2;22.4832763672;10.625;4;22.5060760975;
18;2;25.5015487671;12.5;3;30.7696533203;2;22.5036449432;10.625;4;22.5405418873;
19;2;26.7979850769;12.5;4;31.4753017426;2;22.5243244171;10.625;4;22.5755085945;
20;2;28.1155281067;12.5;4;32.221560955;2;22.5453052521;10.625;4;22.6109591722;
21;2;28.4997024536;12.5;4;32.9999322891;2;24.566576004;10.625;5;22.6468753815;
22;2;28.8499698639;12.5;4;33.7999305725;2;25.5881252289;10.625;5;22.6832377911;
23;2;29.2099685669;12.5;4;34.6095304489;2;26.6099433899;10.625;5;22.7200255394;
