Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;2;11.3000001907;10.0;3;21.0;1;11.8999996185;8.625;4;17.25;
3;2;11.3000001907;10.0;3;21.0599999428;1;11.8999996185;8.625;4;17.25;
4;2;11.3179998398;10.0;3;21.1229639053;1;11.8999996185;8.625;3;17.25;
5;2;12.5053339005;10.0;3;21.1889609098;1;12.8999996185;8.625;3;17.25;
6;2;13.5350322723;10.0;3;21.2580518723;1;13.8999996185;8.625;3;17.25;
7;2;14.5661230087;10.0;3;21.7428686619;1;14.8999996185;8.625;3;17.5949993134;
8;2;14.7842912674;10.1999998093;3;22.1586660147;1;15.5569992065;8.79749965668;3;17.8861961365;
9;2;14.9713993073;10.3632001877;3;23.3744058609;1;15.7317180634;8.94309806824;3;18.6667137146;
10;2;15.5184831619;10.9097137451;3;24.4179002047;2;16.8000278473;9.3333568573;3;20.3355960846;
11;2;17.5184822083;11.3658018112;3;25.3010519743;2;18.8000278473;9.6677980423;3;20.9191126823;
12;2;19.5184822083;11.7372808456;3;26.0431767702;2;20.8000278473;9.94955635071;3;21.4071145058;
13;2;20.7078437805;12.0336990356;3;26.6668455601;2;21.8241443634;10.1834592819;3;21.8110262156;
14;2;21.7791862488;12.2662630081;2;27.194732666;2;22.0866165161;10.3752222061;3;22.1427601576;
15;2;22.8547325134;12.446267128;2;27.4794170856;2;22.2856578827;10.5308046341;3;22.3518965244;
16;2;23.9344806671;12.5;2;27.6658837795;2;22.4111385345;10.625;3;22.3728116751;
17;2;25.0183906555;12.5;3;27.86140275;2;22.4236869812;10.625;3;22.3938889503;
18;2;26.1063728333;12.5;4;28.0656666756;2;22.4363327026;10.625;3;22.4151208401;
19;3;26.6295509338;12.5;3;28.2782502174;2;22.4490718842;10.625;3;22.4364993572;
20;3;26.7252120972;12.5;4;28.4986059666;2;22.4618988037;10.625;4;22.4580165148;
21;3;26.8243732452;12.5;4;28.7260642052;3;24.4748096466;10.625;3;22.4796639681;
22;3;26.9267292023;12.5;4;28.9598350525;3;24.75;10.625;2;22.5014331341;
23;3;27.0319252014;12.5;4;29.1990156174;3;26.5008602142;10.625;2;22.5233153105;
24;3;27.1395568848;12.5;4;29.4425997734;3;27.5139884949;10.625;2;22.5453014374;
25;3;27.2491703033;12.5;4;29.6894927025;3;27.5271816254;10.625;2;22.5673824549;
26;3;27.3602714539;12.5;5;29.9385285378;3;27.540430069;10.625;3;22.5895489454;
27;4;27.4723377228;12.5;4;30.1884908676;3;27.553730011;10.625;4;22.6117914915;
28;4;27.5848197937;12.5;4;30.4381356239;3;27.567073822;10.625;4;22.6341004372;
29;4;27.6971607208;12.5;4;30.6862158775;3;27.5804595947;10.625;4;22.6564661264;
30;4;27.808795929;12.5;4;30.9315071106;3;27.5938796997;10.625;4;22.678878665;
31;4;27.919178009;12.5;4;31.1728301048;3;27.6073265076;10.625;4;22.7013280392;
32;4;28.0277729034;12.5;4;31.4090747833;3;27.6207962036;10.625;5;22.7238043547;
33;4;28.1340827942;12.5;4;31.6392197609;3;27.6342830658;10.625;5;22.7462974787;
34;4;28.2376480103;12.5;4;32.8623495102;3;27.6477775574;10.625;6;22.7687973976;
35;4;29.3380584717;15.5;4;33.1176662445;3;27.661277771;10.625;6;22.7912938595;
36;4;30.4349498749;18.5;4;33.3656830788;3;27.6747760773;10.625;6;22.8137768507;
37;4;31.0145568848;21.5;5;33.6058633327;3;27.6882667542;12.625;6;22.8362361193;
38;4;31.1226387024;24.5;5;33.8377984762;3;27.7017421722;14.625;6;22.8586617708;
39;4;31.2270088196;27.5;7;34.0612066984;3;27.7151966095;16.625;7;22.8810436726;
40;4;31.3275432587;27.5;7;34.2759239674;3;27.7286262512;18.625;8;22.9033719301;
41;5;31.4241657257;27.5;8;34.4818980694;3;27.742023468;20.625;9;22.9256366491;
42;5;30.9296875;27.5;9;34.6791746616;3;27.7553825378;20.625;9;22.9478281736;
43;5;31.6056289673;27.5;9;34.8678873777;3;27.7686958313;20.625;9;22.9699368477;
44;5;31.6905479431;27.5;9;35.0482414961;3;27.781961441;20.625;9;22.9919531345;
45;5;31.7717075348;27.5;10;35.2205061913;3;27.7951717377;20.625;9;23.0138677359;
46;5;31.8492279053;27.5;10;35.3849964142;3;27.8083209991;20.625;9;23.0356714725;
47;6;31.923248291;27.5;7;50.5420632362;3;27.8214035034;20.625;9;23.0573554039;
48;7;32.993927002;28.5;6;51.4151450396;3;27.8344135284;20.625;10;23.0789107084;
49;7;33.2999992371;29.5;6;52.140049696;3;27.8473472595;20.625;10;23.1003289223;
50;7;34.0743026733;30.5;6;52.7843916416;3;26.75;21.550163269;11;23.1216015816;
51;7;35.0996932983;31.5;7;54.3506456614;3;26.75;21.5608005524;12;23.1427206993;
52;7;37.1254692078;33.5;7;54.8837717772;3;26.75;21.5713615417;12;23.1636784077;
53;7;39.151599884;34.5;9;55.3515280485;3;26.75;21.5818386078;13;23.1844670773;
54;7;40.4213294983;35.5;10;55.7613146305;3;26.75;21.5922336578;13;23.2050794363;
55;7;40.6487121582;36.5;10;57.7359473705;3;26.75;21.6025390625;13;23.2255084515;
56;7;41.3810768127;38.0;11;59.3838518858;3;26.75;21.6127548218;13;23.2457473278;
57;7;41.9881706238;38.3899993896;13;60.749551177;3;26.75;21.6228733063;14;23.25;
58;7;42.4878234863;38.6872596741;13;61.8804279566;3;26.75;21.625;14;24.0718750954;
59;7;42.8988571167;38.9097442627;13;62.6733151674;3;27.2281265259;22.0359382629;14;24.7477529049;
60;7;43.1722755432;39.0;14;63.1146111488;3;27.6187667847;22.3738746643;14;25.2948727608;
61;8;43.3240013123;39.0;14;63.4205797911;3;27.9322776794;22.6474380493;15;25.7324750423;
62;8;40.196723938;41.0;14;63.6260815859;4;28.1802082062;22.8662376404;15;26.0795485973;
63;8;39.2166023254;43.0;14;63.83634758;4;28.3739547729;23.039773941;15;26.1468827724;
64;8;38.2372016907;45.0;15;65.051068902;4;28.4000015259;23.0734405518;15;26.1705653667;
65;9;38.5335044861;48.0;14;65.4199048281;4;28.4000015259;23.0852832794;15;26.1939952374;
66;9;39.0999984741;51.0;14;65.8132593632;4;28.4000015259;23.0969982147;16;26.2171640396;
67;9;39.8753356934;54.0;15;66.2330611944;4;28.4000015259;23.108581543;16;26.2400636673;
68;9;39.9422683716;56.39585495;15;66.6813027859;4;28.4000015259;23.1200313568;17;26.25;
69;9;41.0155601501;56.39585495;15;67.1599868536;4;28.4000015259;23.125;17;26.25;
70;9;41.776260376;56.39585495;16;67.6710553169;4;27.4000015259;23.0;17;26.25;
71;10;41.9186897278;56.39585495;15;68.2162947655;4;26.7500019073;24.0;17;26.25;
72;10;40.8899612427;56.39585495;17;68.7972185612;4;25.7500019073;25.0;17;26.25;
73;11;42.2264022827;56.39585495;16;69.4149274826;4;24.7500019073;26.0;17;27.25;
74;11;42.3921432495;57.0;18;70.0699505806;4;24.7500019073;28.0;17;27.1999999881;
75;11;42.5659332275;58.0;19;70.7620744705;4;24.7500019073;30.0;17;27.1549999714;
76;11;42.7476577759;59.0;19;71.4901745319;4;24.2930011749;32.0;16;27.1144999862;
77;11;42.9370117188;60.0;20;72.2520611286;4;23.2687015533;34.0;15;27.0780500174;
78;11;43.1334533691;61.0;21;73.0443665981;5;22.2468318939;36.0;11;35.0452449918;
79;11;41.2872619629;63.0;19;74.8624870777;5;22.227148056;38.0;10;35.2557202578;
80;11;42.0200271606;65.0;20;75.8506077528;5;22.2094345093;40.0;11;35.456571877;
81;11;44.0475502014;68.0;20;76.872597456;5;21.1934909821;42.0;11;35.6471011639;
82;12;42.0749702454;72.0;20;97.9230057001;5;20.1791419983;44.0;11;35.8268345594;
83;14;42.0999984741;78.0;18;100.795908928;5;19.7662258148;46.0;13;35.9955080748;
