Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;2;12.2999992371;8.625;3;18.25;
2;1;11.0;10.0;5;20.0;2;12.2999992371;8.625;3;18.3624999523;
3;1;11.0;10.0;4;20.0;2;12.3449993134;8.625;3;18.4864046574;
4;1;11.0;10.0;4;20.0;2;13.6418428421;8.625;3;18.6225773096;
5;1;12.0;10.0;4;20.0;2;14.7235460281;8.625;3;18.7718783617;
6;1;13.0;10.0;4;20.0;2;15.813126564;8.625;3;19.2953654528;
7;1;14.0;10.0;4;20.3999996185;2;16.5772190094;8.79749965668;3;19.7829483747;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;16.86977005;8.94309806824;3;20.8357114792;
9;2;14.7768793106;10.3632001877;3;22.9494274855;2;17.5014266968;9.3333568573;3;21.8100104332;
10;2;15.3272428513;10.9097137451;3;24.0070346594;2;19.5014266968;9.6677980423;3;22.7143921852;
11;2;17.3272418976;11.3658018112;3;24.9122858047;2;21.5014266968;9.94955635071;3;23.5604228973;
12;2;19.3272438049;11.7372808456;3;25.6857330799;2;23.1161308289;10.1834592819;3;24.3609085083;
13;2;20.5469932556;12.0336990356;4;26.3512378931;2;23.6165466309;10.3752222061;2;25.1284193993;
14;2;21.6371631622;12.2662630081;4;26.9327886105;2;25.6401138306;10.5308046341;2;25.812277317;
15;2;22.7368564606;12.446267128;4;27.2842636108;2;26.9373931885;10.625;1;26.3455038071;
16;2;23.846660614;12.5;3;27.5518820286;2;28.2573299408;10.625;1;26.9138817787;
17;2;23.8187427521;12.5;3;27.8440244198;2;29.5983562469;10.625;1;27.513466835;
18;2;24.8187427521;12.5;3;28.1613030434;2;30.5080795288;10.625;1;28.1389698982;
19;2;25.25;12.5;4;28.5039470196;2;30.8833808899;10.625;1;28.7838482857;
20;2;25.25;13.5;4;28.871723175;2;31.2703094482;10.625;3;29.4405097961;
21;2;25.25;14.242275238;4;29.263862133;3;31.6643066406;10.625;2;30.1006231308;
22;2;25.25;14.4187383652;4;29.6789975166;3;32.0603752136;10.625;3;30.7555141449;
23;2;26.25;12.5;4;30.1151270866;3;32.4533081055;10.625;3;31.3966121674;
24;2;27.25;12.5;4;30.5695996284;3;32.8379669189;10.625;3;32.0158996582;
25;2;25.25;13.5;4;31.0391392708;3;33.2095413208;10.625;3;32.6063127518;
26;2;25.25;14.5;4;31.5199065208;3;33.5637893677;10.625;3;33.1620550156;
27;2;25.25;15.5;4;32.007601738;3;33.8972320557;10.625;3;33.6787929535;
28;2;25.25;16.5;4;32.4976010323;3;34.2072753906;10.625;4;34.1537227631;
29;2;25.25;16.9985599518;4;32.9851250648;3;34.4922332764;10.625;4;34.5855169296;
30;2;25.25;17.2910747528;4;33.465420723;3;34.7513122559;10.625;4;34.9741783142;
31;2;26.25;15.2910747528;4;33.9339466095;3;34.9845046997;10.625;4;35.3208265305;
32;2;25.25;16.2910747528;5;34.3865451813;3;35.1924972534;12.625;4;35.627453804;
33;2;25.25;17.2910747528;6;34.8195896149;3;35.3764724731;14.625;5;35.8966779709;
34;2;25.25;18.2910747528;6;35.2300891876;4;35.5380058289;16.625;4;36.1315116882;
35;2;26.25;16.2910747528;6;35.6157541275;4;35.6789093018;18.625;4;36.3351631165;
36;2;25.25;17.2910747528;6;35.9750175476;4;35.8010978699;20.625;4;36.5;
37;3;27.25;19.5;6;37.307009697;4;35.9000015259;20.625;4;36.5;
38;3;29.25;21.5;6;37.651506424;4;35.9000015259;20.625;4;36.5;
39;3;30.718000412;23.5;6;37.9700303078;4;35.9000015259;20.625;4;36.5;
40;3;31.7365322113;25.5;7;38.2633917332;4;35.9000015259;20.625;4;36.5;
41;3;32.7555999756;27.5;8;38.532766223;4;35.9000015259;20.625;4;36.5;
42;3;33.3397445679;27.5;8;38.7795971632;4;35.9000015259;20.625;5;36.5;
43;3;33.4508209229;27.5;10;39.0055048466;4;35.9000015259;20.625;5;36.5;
44;3;31.4714775085;28.5;10;39.2122056484;4;35.9000015259;20.625;5;36.5;
45;3;30.4926567078;29.5;11;39.3530313969;4;35.9000015259;20.625;5;36.5;
46;3;29.5143547058;30.5;11;39.4023760557;4;35.9000015259;20.625;5;36.5;
47;3;28.5365600586;31.5;12;39.4528282881;4;35.9000015259;20.625;5;36.5;
48;3;27.9037723541;32.5;13;39.5043625832;5;36.9000015259;21.625;4;38.5;
49;3;27.9269638062;33.5;13;39.5569496155;5;38.9000015259;23.625;4;40.1087495089;
50;3;27.9506263733;34.5;15;39.6105561256;5;41.4292526245;26.0234375;4;41.5358991623;
51;3;27.9747505188;35.2999992371;16;39.6651450396;5;42.2477607727;28.3489723206;4;43.805971384;
52;3;27.9993152618;35.2999992371;16;39.72067523;5;43.9702072144;31.6102333069;5;44.9674249887;
53;3;28.0243034363;35.2999992371;15;39.7771017551;5;45.6136245728;33.8168411255;4;46.0298742056;
54;3;28.0496959686;35.2999992371;16;39.8343759775;5;46.1956329346;35.6434402466;4;46.8150305748;
55;4;28.0754699707;35.2999992371;14;42.5156821012;5;43.0353012085;31.7028560638;3;44.5169147253;
56;4;29.101600647;36.2999992371;14;42.9319530725;5;43.1708488464;32.7421760559;4;44.6681197882;
57;4;30.1280632019;37.2999992371;14;43.4689290524;5;43.2000007629;33.3340606689;5;44.7741400003;
58;4;30.1548347473;38.2999992371;16;45.4967153072;5;43.2000007629;33.3870697021;5;44.8835414648;
59;4;30.6499786377;40.0340003967;16;47.3289244175;5;41.2000007629;38.3340606689;6;44.9962850809;
60;4;32.0474243164;39.4239997864;16;49.0019209385;5;40.2000007629;41.3340606689;6;45.112313509;
61;4;31.3626422882;40.7212600708;16;50.5519156456;5;39.2000007629;44.3340606689;6;45.2315500975;
62;4;31.6117401123;41.9437408447;18;51.8620896339;5;38.2000007629;47.3340606689;7;45.3538979292;
63;4;32.742931366;40.0340003967;18;53.0118191242;5;37.2000007629;50.3340606689;7;45.4792397022;
64;4;32.7939071655;41.0340003967;17;54.1742267609;5;36.2000007629;53.3340606689;9;45.6074370146;
65;6;33.8458023071;42.0340003967;13;70.2284193039;6;35.2000007629;56.3340606689;9;45.7383303642;
66;6;34.5999984741;45.0;14;72.2993969917;6;34.2000007629;59.3340606689;9;45.8717395067;
67;6;36.5999984741;46.2017326355;14;74.2713639736;6;33.2000007629;62.3340606689;11;46.0074635744;
68;6;37.5999984741;47.24974823;13;76.1173942089;6;32.4000015259;64.0037307739;10;46.1452823877;
69;6;38.5999984741;48.2981872559;13;77.8185405731;6;32.4000015259;65.0726394653;11;46.2849574089;
70;6;39.5999984741;49.3469276428;17;79.3639202118;6;32.4000015259;66.1424789429;12;46.4262334108;
71;7;38.5999984741;44.39585495;13;70.9892029762;7;32.4000015259;67.2131195068;11;66.796620965;
72;7;39.5999984741;43.0;13;72.2762196064;7;34.4000015259;70.2844238281;12;67.5333092213;
73;7;39.2805290222;46.0;14;73.4660646915;7;36.4000015259;73.3562469482;14;68.1831592321;
74;7;36.5999984741;50.0;14;74.5550723076;7;37.4000015259;76.4284515381;15;68.7570059299;
75;7;36.5999984741;51.0;14;75.5431132317;7;38.4000015259;79.5008773804;15;69.2659573555;
76;7;36.4440574646;53.0;15;76.4329352379;7;39.4000015259;82.5733795166;16;69.6218761206;
77;7;35.4975738525;55.0;16;77.2294368744;8;39.4000015259;85.7041091919;16;69.841656208;
78;8;34.5503883362;57.0;15;77.9389662743;9;39.4000015259;87.8051605225;16;70.0638700724;
79;8;34.6023788452;59.0;15;78.5687131882;9;39.4000015259;89.9056625366;18;70.2882339954;
80;8;32.6023788452;62.0;15;79.0460929871;9;39.4000015259;92.0054092407;19;70.5144591331;
81;8;32.5999984741;64.8697662354;16;79.3725347519;10;40.4000015259;91.1041946411;18;70.742251873;
82;8;33.5999984741;65.0;15;80.6702613831;10;39.4000015259;93.2018203735;20;70.971316576;
83;8;35.5999984741;68.0;15;80.981441021;10;39.4000015259;95.2981033325;21;71.2013553381;
84;8;36.8465614319;71.0;17;81.1737732887;10;40.4000015259;94.3928833008;22;71.4320685863;
85;10;36.8916625977;74.0;15;81.3132793903;10;39.4000015259;96.4859771729;22;71.6631574631;
86;10;36.9353752136;76.0;15;81.450781703;10;39.4000015259;98.5772476196;22;71.8943232298;
87;10;36.9776535034;78.0;15;81.5862005949;10;40.4000015259;97.6665649414;23;73.1252677441;
88;10;37.0184593201;79.0;13;81.7194750309;10;40.4000015259;100.753799438;24;73.9317837954;
89;10;37.0577774048;80.0;13;81.850559473;10;41.4000015259;104.07409668;24;74.7784690857;
90;10;37.0955810547;81.0;13;81.9794242382;10;42.4000015259;104.402191162;25;75.6630045176;
91;10;37.1318740845;86.0;13;83.1060532331;11;41.4000015259;107.735908508;24;76.5824762583;
92;10;39.1666526794;87.0;13;84.2679433823;11;41.4000015259;111.072868347;24;78.5334134102;
93;10;41.199924469;89.0;14;85.6226756573;11;43.4000015259;111.410591125;24;79.5718468428;
94;11;41.2317047119;94.0;13;86.824811697;11;43.4000015259;114.746520996;27;80.6363453865;
95;11;42.8922386169;96.0;15;87.8843320608;11;43.4000015259;118.078155518;29;81.722241044;
