Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;5;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;5;17.25;
7;1;14.0;10.0;4;20.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;14.7768793106;10.3632001877;3;22.8394274712;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;15.2777423859;10.9097137451;3;23.7717995644;1;16.2000274658;9.3333568573;4;19.3355960846;
11;2;17.2777423859;11.3658018112;3;24.5351434946;1;17.2000274658;9.6677980423;4;19.8991127014;
12;2;19.2777423859;11.7372808456;3;25.1485489607;1;18.2000274658;9.94955635071;4;20.3669185638;
13;2;20.3052597046;12.0336990356;3;25.6344225407;1;19.2000274658;10.1834592819;4;20.7504444122;
14;2;20.535490036;12.2662630081;3;26.0153459311;1;20.2000274658;10.3752222061;4;21.0616092682;
15;2;20.706905365;12.446267128;3;26.1438889503;1;21.2000274658;10.5308046341;5;21.25;
16;2;20.764749527;12.5;3;26.1651208401;1;22.2000274658;10.625;5;21.25;
17;2;22.725944519;12.5;3;26.1864993572;1;23.2000274658;10.625;5;21.25;
18;2;23.7355651855;12.5;3;26.2080165148;1;24.2000274658;10.625;5;21.25;
19;2;24.7452487946;12.5;4;26.2296639681;1;24.75;10.625;5;21.25;
20;2;25.754989624;12.5;4;26.2514331341;1;24.75;10.625;5;21.25;
21;2;25.8131446838;12.5;4;26.2733153105;1;24.75;10.625;6;21.25;
22;2;25.8229923248;12.5;4;26.2953014374;1;24.75;10.625;6;21.25;
23;2;25.8328857422;12.5;4;26.3173824549;1;24.75;10.625;6;21.25;
24;2;25.8428230286;12.5;5;26.3395489454;1;24.75;10.625;6;21.25;
25;3;25.8527965546;12.5;4;26.3617914915;1;24.75;10.625;6;21.25;
