Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
4;2;11.3000001907;10.0;4;21.0;1;11.8999996185;8.625;3;17.25;
5;2;12.4499998093;10.0;3;21.0900000334;1;12.8999996185;8.625;3;17.25;
6;2;13.4905004501;10.0;3;21.1871190071;1;13.8999996185;8.625;3;17.25;
7;2;14.5342035294;10.0;2;21.7036092281;1;14.8999996185;8.625;3;17.5949993134;
8;2;14.7666244507;10.1999998093;2;22.1564130783;1;15.5569992065;8.79749965668;3;17.8861961365;
9;2;14.9703855515;10.3632001877;1;23.4291926622;1;15.7317180634;8.94309806824;3;18.6667137146;
10;2;15.5431365967;10.9097137451;1;24.540822506;1;16.2000274658;9.3333568573;3;19.3355960846;
11;2;17.5431365967;11.3658018112;1;25.5043385029;2;18.2000274658;9.6677980423;2;20.8991127014;
12;2;19.5431365967;11.7372808456;1;26.3401436806;2;20.2000274658;9.94955635071;2;21.5669186115;
13;2;20.8414783478;12.0336990356;2;27.0718023777;2;21.9200267792;10.1834592819;2;22.1880444288;
14;2;21.9614181519;12.2662630081;2;27.7228300571;2;23.062587738;10.3752222061;2;22.7804383039;
15;2;23.092376709;12.446267128;2;28.1464314461;2;24.2313251495;10.5308046341;3;23.3002393246;
16;2;24.2346363068;12.5;2;28.4879314899;2;25.4301719666;10.625;3;23.688754797;
17;2;25.3883113861;12.5;2;28.8545851707;2;26.6632804871;10.625;3;24.1414179802;
18;2;26.5533065796;12.5;2;29.2456488609;2;27.934879303;10.625;3;24.6650128365;
19;2;27.1605415344;12.5;3;29.659784317;2;28.7990074158;10.625;3;25.2655425072;
20;2;27.3469028473;12.5;3;30.0950183868;2;29.159324646;10.625;3;25.9475607872;
21;2;25.3469028473;13.5;3;30.5487289429;2;29.5685367584;10.625;4;26.7133779526;
22;2;25.25;13.8871822357;3;31.0176672935;2;30.0280265808;10.625;4;27.5622024536;
23;2;26.25;12.5;3;31.4980173111;2;30.5373210907;10.625;3;28.4893260002;
