Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;6;20.0;1;11.8999996185;8.625;6;17.25;
5;1;12.0;10.0;6;20.0;1;12.8999996185;8.625;6;17.25;
6;2;13.4499998093;10.0;5;21.0;2;14.5;8.625;5;18.25;
7;2;14.4499998093;10.0;5;21.4999996424;2;15.5;8.625;5;18.6424993277;
8;2;14.6750001907;10.1999998093;5;21.9353003502;2;16.1854991913;8.79749965668;5;18.9829548597;
9;2;14.8708848953;10.3632001877;4;23.1829590797;2;16.3897724152;8.94309806824;3;19.8254748583;
10;2;15.4323320389;10.9097137451;4;24.267437458;2;16.8952846527;9.3333568573;3;20.5591462851;
11;2;17.4323310852;11.3658018112;4;25.2018244267;2;18.8952846527;9.6677980423;3;21.1902817488;
12;2;19.4323310852;11.7372808456;4;26.0066431761;2;20.8952846527;9.94955635071;3;21.7285703421;
13;2;20.6914024353;12.0336990356;4;26.7056586742;2;22.0170192719;10.1834592819;3;22.1854667664;
14;2;21.0175457001;12.2662630081;4;27.3226804733;2;22.3112812042;10.3752222061;3;22.5729027987;
15;2;21.2952060699;12.446267128;4;27.7113106251;2;22.5437431335;10.5308046341;3;22.8404657841;
16;2;21.4700889587;12.5;4;28.0173821449;2;22.7042789459;10.625;3;22.9225263596;
17;2;23.559463501;12.5;4;28.3487696648;2;22.7535152435;10.625;3;23.0074484348;
18;2;24.7085876465;12.5;4;28.7054548264;2;22.8044700623;10.625;3;23.095189929;
19;2;25.8690948486;12.5;4;29.0869145393;2;22.8571128845;10.625;3;23.1856930256;
20;2;27.0407524109;12.5;4;29.4920539856;2;22.9114151001;10.625;3;23.2788832188;
21;2;27.2714233398;12.5;6;29.9191560745;2;24.9673309326;10.625;3;23.374669075;
22;2;27.4636192322;12.5;6;30.3658571243;2;26.0248012543;10.625;3;23.4729421139;
23;3;27.6646347046;12.5;5;30.8291530609;2;27.0837650299;10.625;3;23.5735759735;
24;3;27.8731193542;12.5;6;31.3054442406;2;28.1441459656;10.625;4;23.6764273643;
