Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;5;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;5;17.25;
7;1;14.0;10.0;5;20.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;16.156999588;8.79749965668;4;18.8861961365;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;16.3317184448;8.94309806824;4;19.819213748;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;16.8915271759;9.3333568573;4;20.6620948315;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;18.8915271759;9.6677980423;4;21.4235714674;
12;2;17.8187427521;11.7372808456;3;25.0673980713;2;20.8915271759;9.94955635071;4;22.1158621311;
13;2;19.8187427521;12.0336990356;4;25.5525259972;2;22.2493934631;10.1834592819;4;22.7530033588;
14;2;21.2777423859;12.2662630081;4;25.9327301979;2;23.4015617371;10.3752222061;4;23.3494815826;
15;2;22.2868309021;12.446267128;4;26.0605818033;2;24.5727500916;10.5308046341;5;23.8573079109;
16;2;23.296005249;12.5;4;26.0811508894;2;25.7644119263;10.625;5;24.2130148411;
17;2;24.3052597046;12.5;4;26.1018965244;2;26.9778366089;10.625;5;24.6067101955;
18;2;24.8187427521;12.5;3;26.1228116751;2;28.2140541077;10.625;4;25.0395004749;
19;2;25.25;12.5;4;26.1438889503;2;29.0237007141;10.625;4;25.5116910934;
20;2;25.764749527;12.5;4;26.1651208401;2;29.3070144653;10.625;4;26.0225958824;
21;2;25.7743034363;12.5;4;26.1864993572;2;29.6135578156;10.625;5;26.5703659058;
22;3;25.7839241028;12.5;3;26.2080165148;2;29.9422187805;10.625;5;27.1518626213;
23;3;25.7936077118;12.5;3;26.2296639681;2;30.2911186218;10.625;5;27.7625956535;
24;3;25.8033485413;12.5;4;26.2514331341;2;30.6575584412;10.625;5;28.3967533112;
