Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;2;11.3000001907;10.0;3;21.0;1;11.8999996185;8.625;4;17.25;
2;2;11.3000001907;10.0;2;21.0599999428;1;11.8999996185;8.625;4;17.25;
3;2;11.3179998398;10.0;2;21.1229639053;1;11.8999996185;8.625;4;17.25;
4;2;11.336889267;10.0;2;21.1889609098;1;11.8999996185;8.625;4;17.25;
5;2;12.5350322723;10.0;2;21.2580518723;1;12.8999996185;8.625;4;17.25;
6;2;13.5661230087;10.0;2;21.3302885294;1;13.8999996185;8.625;4;17.25;
7;2;14.5986299515;10.0;2;21.8190145493;1;14.8999996185;8.625;3;17.5949993134;
8;2;14.8185567856;10.1999998093;2;22.2388005257;2;16.5569992065;8.79749965668;2;18.8861961365;
9;2;15.0074596405;10.3632001877;1;23.4601941109;2;17.7317180634;8.94309806824;2;19.696713686;
10;2;15.5570878983;10.9097137451;1;24.5095257759;2;19.2000274658;9.3333568573;2;20.396187067;
11;2;17.5570869446;11.3658018112;1;25.3986660242;2;21.2000274658;9.6677980423;2;20.9908788204;
12;2;19.5570869446;11.7372808456;1;26.1468911171;2;23.2000274658;9.94955635071;2;21.4904358387;
13;2;20.7545146942;12.0336990356;1;26.7767255306;2;24.8741378784;10.1834592819;2;21.9062794447;
14;2;21.0495262146;12.2662630081;1;27.3107893467;2;25.8935279846;10.3752222061;2;22.2503181696;
15;2;21.289855957;12.446267128;1;27.6016011238;2;26.9132537842;10.5308046341;2;22.4721269608;
16;2;21.4207210541;12.5;1;27.7940778732;2;27.933303833;10.625;2;22.5060760975;
17;2;23.4589767456;12.5;1;27.9954168797;2;28.9536743164;10.625;2;22.5405418873;
18;2;24.5495796204;12.5;3;28.2052333355;2;29.9743537903;10.625;3;22.5755085945;
19;3;25.643995285;12.5;2;28.4230215549;3;30.5453052521;10.625;2;22.6109591722;
20;3;26.7420005798;12.5;3;28.6481528282;3;29.75;10.625;2;22.6468753815;
21;3;26.8916683197;12.5;3;28.8798778057;3;30.5881252289;10.625;2;22.6832377911;
22;3;26.9959449768;12.5;2;29.117331028;3;30.6099433899;10.625;3;22.7200255394;
23;3;27.1027984619;12.5;2;29.3595399857;3;30.6320152283;10.625;3;22.7572168112;
24;3;27.2117919922;12.5;2;29.6054382324;3;30.6543312073;10.625;3;22.7947884798;
25;3;27.3224468231;12.5;2;29.8538813591;3;30.6768722534;10.625;3;22.8327163458;
26;3;27.4342460632;12.5;2;30.1036677361;3;30.6996307373;10.625;3;22.8709751368;
27;3;27.5466499329;12.5;2;30.3535604477;3;30.7225856781;10.625;3;22.9095385075;
28;3;27.6591033936;12.5;3;30.6023101807;3;30.7457237244;10.625;3;22.9483793974;
29;3;27.7710399628;12.5;3;30.8486824036;3;30.76902771;10.625;3;22.9874696732;
30;3;27.8819065094;12.5;3;31.0914797783;3;27.75;12.4937343597;3;23.0267804861;
31;3;27.9911651611;12.5;3;31.3295664787;3;29.75;10.625;4;23.0662822723;
32;4;28.0983047485;12.5;3;31.5618891716;4;30.8397693634;10.625;3;23.1059447527;
33;4;28.2028503418;12.5;4;31.7874941826;4;30.8635673523;12.625;3;23.1457372904;
34;4;28.3043727875;12.5;4;32.0055427551;4;30.8874435425;14.625;3;23.1856285334;
35;4;28.4024944305;14.5;4;32.2153205872;4;30.9113769531;16.625;3;23.2255871296;
36;4;28.4968948364;16.5;4;32.41624403;4;30.9353523254;18.625;3;23.265581131;
37;4;28.587310791;18.5;4;32.6078615189;4;30.9593486786;20.625;3;23.3055787086;
38;4;28.673538208;20.5;5;32.7898521423;4;30.9833469391;20.625;4;23.3455479145;
39;4;28.7554321289;22.5;5;32.9620194435;4;31.0073280334;20.625;4;23.385456562;
40;5;28.8329086304;22.5;4;33.1242837906;4;31.0312728882;20.625;4;23.42527318;
41;5;28.9059276581;22.5;4;33.2766723633;4;31.0551643372;20.625;4;24.4649660587;
42;5;28.9745025635;22.5;4;33.4193067551;4;32.0789794922;21.625;4;24.5445039272;
43;5;29.0386886597;22.5;4;34.5523900986;4;33.1027030945;22.625;6;24.6250400543;
44;5;30.098575592;23.5;4;34.8061951399;4;33.7750244141;23.625;6;24.7065460682;
45;5;31.1542873383;24.5;5;35.0664819479;4;33.823928833;24.625;6;24.7889910936;
46;5;31.7799167633;25.5;5;35.3350543976;4;33.8733940125;25.625;8;24.8723422289;
47;5;31.9007759094;26.5;5;35.6137735844;4;33.9234046936;25.625;8;24.9565634727;
48;5;32.0261993408;27.5;5;35.8187118769;4;33.9739379883;25.625;9;25.0416171551;
49;5;32.1184196472;27.5;5;36.0402543545;4;34.0249710083;25.625;9;25.1274628639;
50;5;32.2181129456;27.5;2;36.2842636108;5;34.0764770508;25.625;5;40.2140573263;
51;5;32.3279190063;27.5;2;37.5518820286;5;35.1284332275;26.625;5;41.0513547659;
52;5;33.4483451843;28.5;2;37.8740243912;5;36.1808128357;27.625;6;42.9994874001;
53;5;34.5798110962;29.5;2;38.2218940258;5;36.7590713501;29.0234375;6;44.7031315565;
54;5;35.1998519897;30.5;2;38.5957131386;5;37.2525482178;30.3489723206;6;46.1738319397;
55;5;35.3680686951;31.5;4;38.9952404499;5;37.6715621948;31.6102333069;9;47.4313960075;
56;5;35.5478591919;32.5;5;40.6883672476;6;38.0275878906;32.8168411255;8;48.5002912283;
57;5;36.3097648621;33.0;5;42.1863157749;6;38.3319396973;33.9782943726;9;49.2001008987;
58;5;36.9838447571;33.3899993896;6;43.521851182;6;38.4710083008;35.0;9;49.7775073051;
59;5;37.5848312378;33.6872596741;8;44.7280365229;6;38.5863189697;36.0;9;50.2870659828;
60;6;38.1276168823;33.9097442627;7;55.685919404;6;38.7037963867;37.0;10;50.7054691315;
61;7;39.9498176575;36.0;6;57.9742424488;8;38.8232841492;38.0;8;50.9076776505;
62;7;42.9134063721;38.0;8;59.2959330082;8;38.9446105957;39.0;7;51.1126353741;
63;7;44.2685470581;40.0;9;62.4553638697;8;39.0675811768;40.0;9;51.3199970722;
64;7;44.4630889893;42.7000007629;9;65.2468081713;8;39.1920013428;40.4000015259;9;51.5293881893;
65;7;45.5053710938;45.2291984558;9;67.7112649679;8;35.4938964844;42.4000015259;9;52.7404079437;
66;7;46.4142875671;46.6162643433;11;69.894928813;8;36.4000015259;45.4000015259;9;52.9926307201;
67;7;47.2106742859;47.8922767639;10;71.6686663628;8;37.4000015259;48.4000015259;9;54.2467935085;
68;7;47.836139679;49.0;11;74.1411839724;8;38.4000015259;52.4000015259;10;54.5699335337;
69;8;49.3390274048;51.0;10;75.5584849119;9;39.4000015259;56.4000015259;9;54.8979064226;
70;8;50.8112640381;53.0;11;76.8757784367;9;40.0833015442;60.4000015259;9;55.2303392887;
71;8;50.2653503418;55.8745613098;11;78.0906759501;9;40.1284790039;64.0059204102;12;55.5668418407;
72;8;50.6196250916;57.9166603088;11;79.1294445992;9;40.1760902405;67.0288772583;13;55.9070086479;
73;8;46.6196250916;62.3197517395;11;79.9379342794;9;40.2261962891;69.052406311;12;56.250423193;
74;8;44.6196250916;66.2287597656;12;80.6356699467;10;40.2788505554;72.052406311;11;56.5966588259;
75;8;43.6196250916;67.8804244995;12;82.2777593136;10;39.4000015259;76.052406311;11;56.9452838898;
76;8;41.6196250916;72.9133758545;11;82.8994171619;10;39.4000015259;80.052406311;13;57.2958616018;
77;8;41.2425117493;77.5168914795;12;83.4769397974;11;39.4000015259;82.571144104;12;57.6479535103;
78;8;42.2425117493;78.6165161133;12;84.0160769224;11;39.4000015259;84.6683120728;13;58.0011211634;
79;8;46.7338066101;73.0169830322;13;84.3952422142;13;40.4000015259;83.8461914062;12;80.1049262285;
80;9;46.1939468384;75.0530548096;14;84.7153810263;13;40.4000015259;86.8976745605;13;81.8183076382;
81;9;45.762638092;77.0898666382;15;85.0396643877;13;41.4000015259;89.0491027832;14;83.2615232468;
82;9;49.2425117493;72.7811813354;15;85.3675187826;13;42.4000015259;94.860534668;16;84.4825879335;
83;9;49.4031944275;74.1656036377;14;85.6983454227;14;44.4000015259;94.988861084;16;86.5091587305;
84;9;45.8077468872;78.2044677734;16;86.0315241814;14;45.4000015259;98.2703781128;18;87.4308296442;
85;9;46.2425117493;76.9537658691;18;86.3664194345;14;47.4000015259;100.404891968;18;88.2210848331;
