Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
3;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
4;1;11.0;10.0;5;20.0;1;11.8999996185;8.625;4;17.25;
5;1;12.0;10.0;5;20.0;1;12.8999996185;8.625;4;17.25;
6;1;13.0;10.0;5;20.0;1;13.8999996185;8.625;3;17.25;
7;1;14.0;10.0;5;20.3999996185;1;14.8999996185;8.625;3;17.5949993134;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;16.156999588;8.79749965668;2;18.8861961365;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;15.7317180634;8.94309806824;2;19.696713686;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;16.2000274658;9.3333568573;2;20.9561884403;
11;2;16.8187427521;11.3658018112;2;24.4745616913;2;18.2000274658;9.94779872894;2;22.0526540279;
12;2;18.8187427521;11.7372808456;2;25.1073980331;2;20.2000274658;10.4804439545;2;22.9834415913;
13;2;20.2867431641;12.0336990356;3;25.6137099266;2;21.2000274658;10.9299621582;1;23.7568272352;
14;2;21.3052749634;12.2662630081;3;26.0160877705;2;22.2000274658;11.3004961014;1;24.3884025812;
15;2;22.3243408203;12.446267128;3;26.1671074629;2;23.2000274658;11.5998468399;1;24.8974847794;
16;2;23.3439407349;12.5;3;26.211841464;2;24.2000274658;11.8376789093;1;25.3042366505;
17;2;24.3640708923;12.5;3;26.2577478886;2;25.2000274658;12.0240802765;1;25.5405418873;
18;2;25.3847293854;12.5;3;26.3048160076;2;26.2000274658;12.125;1;25.5755085945;
19;2;25.8371677399;12.5;3;26.3530313969;2;27.2000274658;12.125;2;25.6109591722;
20;2;25.8588638306;12.5;3;26.4023760557;2;28.2000274658;12.125;3;25.6468753815;
21;2;25.8810691833;12.5;5;26.4528282881;3;28.5499992371;12.125;2;25.6832377911;
22;2;25.9037723541;12.5;5;26.5043625832;3;28.5499992371;12.125;3;25.7200255394;
23;2;25.9269638062;12.5;5;26.5569496155;3;28.5499992371;12.125;3;25.7572168112;
24;2;25.9506263733;12.5;5;26.6105561256;3;28.5499992371;12.125;3;25.7947884798;
25;2;25.25;13.1442222595;5;26.6651450396;3;28.5499992371;12.125;3;25.8327163458;
26;2;25.25;13.1660575867;7;26.72067523;3;28.5499992371;12.125;3;25.8709751368;
27;2;25.25;13.1882705688;7;26.7771017551;3;28.5499992371;12.125;3;25.9095385075;
28;3;25.25;13.2108402252;6;26.8343759775;3;28.5499992371;12.125;3;25.9483793974;
29;3;25.25;13.2337503433;6;26.8924454451;3;28.5499992371;12.125;1;25.9874696732;
30;3;25.25;13.256978035;7;26.9512542486;3;28.5499992371;12.125;2;26.0267804861;
31;3;25.25;13.2805013657;7;27.0107431412;3;28.5499992371;12.125;2;26.0662822723;
32;3;25.25;13.3042974472;7;27.0708494186;3;28.5499992371;12.125;2;26.1059447527;
33;3;25.25;13.3283395767;7;27.1315076351;4;28.5499992371;12.125;1;26.1457372904;
34;3;25.25;13.3526029587;7;27.1926498413;4;28.5499992371;12.125;1;26.1856285334;
35;3;25.25;13.3770599365;7;27.2542052269;4;28.5499992371;14.125;1;26.2255871296;
36;3;25.25;13.4016819;8;27.3161010742;4;28.5499992371;16.125;1;27.265581131;
37;3;26.25;15.4016819;8;27.3782629967;4;29.5499992371;19.125;1;27.395578742;
38;3;26.3202190399;17.4016819;8;27.4406147003;0;0;0;0;0;
