Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;2;7.0;11.8999996185;4;22.0;
3;1;9.0;10.0;6;20.0;2;8.14999961853;10.6999998093;4;22.0900000334;
4;1;9.0;10.0;6;20.0;2;8.31349945068;10.5;4;22.1871190071;
5;1;10.0;10.0;6;20.0;2;8.32806777954;10.5;4;22.2917383909;
6;1;11.0;10.0;6;20.0;2;9.44064044952;10.5;4;22.4042263031;
7;1;11.0;10.0;6;20.3999996185;2;10.0409517288;10.5;4;22.5249304771;
8;1;11.1199998856;10.1999998093;6;20.7264003754;2;10.0681095123;10.5;4;23.0894187689;
9;1;11.2179203033;10.3632001877;6;20.9903717041;2;10.1951189041;10.7100000381;4;23.5836213827;
10;1;11.2971115112;10.4951858521;6;22.0419120789;2;10.3063154221;10.8792181015;4;23.9926425219;
11;2;11.9125738144;11.0209560394;5;23.9143505096;2;10.3983440399;11.0;4;25.8316864967;
12;2;12.1743059158;11.4571752548;5;24.6514065266;2;10.8121290207;11.7700004578;5;27.4540388584;
13;2;14.1743059158;11.8107032776;5;25.2438547611;2;12.541469574;12.4126424789;5;28.8682081699;
14;2;16.1743049622;12.0916318893;5;25.7143762112;2;14.541469574;12.9308347702;5;30.1005516052;
15;2;16.7143135071;12.3113050461;4;26.0852768421;2;16.541469574;13.3366470337;5;31.1863336563;
16;2;16.8255825043;12.4808797836;4;26.1558350325;2;17.8257961273;13.6469516754;5;32.1621966362;
17;2;18.7335338593;12.5;4;26.1887089014;2;18.9405918121;13.879781723;5;32.9572491646;
18;2;19.743396759;12.5;4;26.2221269608;2;20.0653820038;14.0;5;33.5542383194;
19;2;20.7534217834;12.5;4;26.2560760975;2;21.1997051239;14.0;5;34.1899633408;
20;2;21.7636070251;12.5;4;26.2905418873;2;21.692741394;14.0;5;34.8591008186;
21;2;21.8871631622;12.5;6;26.3255085945;2;21.843296051;14.0;4;35.5546751022;
22;2;21.8976516724;12.5;6;26.3609591722;2;21.9998016357;14.0;3;36.2682390213;
23;2;21.9082870483;12.5;6;26.3968753815;2;22.1603527069;14.0;4;36.9902019501;
24;2;21.9190635681;12.5;7;26.4332377911;2;22.3227958679;14.0;3;37.7102985382;
25;2;21.9299716949;12.5;8;26.4700255394;2;22.4848175049;14.0;4;38.4181499481;
26;3;21.9410076141;12.5;8;26.5072168112;2;22.6440830231;14.0;4;39.1038570404;
27;3;21.5;12.5;8;26.5447884798;2;22.7983665466;14.0;4;39.758556366;
28;3;21.9634361267;12.5;8;26.5827163458;2;22.9456748962;14.0;4;40.374874115;
29;3;21.5;13.1330862045;9;26.6209751368;2;23.0843467712;14.0;4;40.947227478;
30;3;19.9862918854;13.5;9;26.6595385075;2;21.2131252289;15.0;4;41.4719495773;
31;3;18.9978618622;14.5;9;26.6983793974;2;20.3311882019;16.0;4;41.9472465515;
32;3;18.009513855;15.5;9;26.7374696732;2;19.438129425;17.0;5;42.3730211258;
33;3;17.0212402344;16.5;9;26.7767804861;2;18.5339279175;18.0;5;42.7505970001;
34;3;16.033033371;17.5;10;26.8162822723;2;17.6188831329;19.0;4;43.0823974609;
35;3;15.0448846817;18.5;10;26.8559447527;2;17.3935394287;20.0;4;43.3716182709;
36;3;14.5567836761;19.5;10;26.8957372904;2;17.4586143494;21.0;4;43.6219272614;
37;3;14.5687217712;20.5;10;26.9356285334;2;17.5149345398;22.0;4;43.8372087479;
38;3;14.5806884766;21.5;11;27.9755871296;2;17.5633716583;23.0;5;44.0;
39;3;16.0;20.6902351379;10;28.0555810928;2;17.6000003815;24.0;5;44.0;
40;3;16.0;21.7222328186;10;28.136762619;2;17.6000003815;25.0;5;44.0;
41;4;16.0;22.7547054291;7;43.219101429;2;17.6000003815;26.0;6;44.0;
42;4;18.9657306671;20.5;7;44.0525640249;2;17.6000003815;27.0;6;44.0;
43;4;20.0;21.8210258484;7;44.80648911;2;18.6000003815;25.0;7;44.0;
