Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;5;20.0;1;9.14999961853;10.5;5;21.0;
7;2;11.3000001907;10.0;4;21.3999996185;1;9.72500038147;10.5;5;21.0;
8;2;11.4200000763;10.1999998093;3;21.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;9.81949996948;10.7100000381;5;21.758436203;
10;2;11.597111702;10.4951858521;3;23.0819120407;1;9.8956489563;10.8792181015;5;22.0;
11;2;11.9245738983;11.0209560394;2;23.99553442;1;9.94999980927;11.0;5;23.5400009155;
12;2;13.9245738983;11.4571752548;2;24.7449600697;2;10.296500206;11.970000267;5;25.8252849579;
13;2;15.9245738983;11.8107032776;2;25.3503712416;2;12.1750001907;12.4126424789;5;27.021669507;
14;2;16.9627056122;12.0916318893;2;25.8344515562;2;14.1750001907;12.9308347702;5;28.0170379877;
15;2;17.9761257172;12.3113050461;1;26.2195074558;2;16.1749992371;13.3366470337;5;28.8480272293;
16;2;18.9898986816;12.4808797836;1;26.3048160076;2;17.2996768951;13.6469516754;5;29.5537353754;
17;2;20.0040187836;12.5;1;26.3530313969;2;18.3536891937;13.879781723;5;30.0669906139;
18;2;21.0184822083;12.5;1;26.4023760557;2;18.9500007629;14.0;5;30.375654459;
19;2;21.9207134247;12.5;2;26.4528282881;2;19.9500007629;14.0;5;30.7230784893;
20;2;21.9358482361;12.5;3;26.5043625832;2;20.2999992371;14.0;4;31.1118502617;
21;2;21.9513092041;12.5;3;26.5569496155;2;20.2999992371;14.0;4;31.544028759;
22;2;21.9670848846;12.5;3;26.6105561256;2;20.2999992371;14.0;3;32.0209121704;
23;3;21.9831676483;12.5;2;26.6651450396;2;20.2999992371;14.0;4;32.5427899361;
24;3;21.9995441437;12.5;2;26.72067523;2;20.2999992371;14.0;4;33.1086950302;
25;3;19.5;13.9301691055;2;26.7771017551;2;20.2999992371;14.0;5;33.7161855698;
26;3;20.5;12.944275856;3;26.8343759775;2;20.2999992371;14.0;5;34.3611893654;
27;3;19.0503120422;13.5;3;26.8924454451;2;20.2999992371;14.0;4;35.0379443169;
28;3;18.0677337646;14.5;3;26.9512542486;2;20.2999992371;14.0;4;35.7390680313;
29;3;17.0853767395;15.5;3;27.0107431412;2;20.2999992371;14.0;4;36.4557781219;
30;3;16.1032218933;16.5;2;27.0708494186;2;18.2999992371;15.0;4;37.1782588959;
31;3;15.121254921;17.5;3;27.1315076351;2;17.2999992371;16.0;5;37.8961582184;
32;3;14.6394519806;18.5;3;27.1926498413;2;16.2999992371;17.0;6;38.5991659164;
33;3;14.6577949524;19.5;3;28.2542052269;2;15.2999992371;18.0;6;39.2776012421;
34;3;15.0;21.8016815186;3;28.4461010695;2;14.2999992371;19.0;6;39.9229507446;
35;3;16.0;22.8784408569;4;28.6536940336;2;14.0;20.0;5;40.5282850266;
36;3;17.0;20.9614772797;6;28.8783388138;2;14.0;21.0;5;41.088514328;
37;4;16.0;22.0513362885;4;44.121414423;2;14.0;22.0;5;41.6004695892;
38;4;17.0;24.1485652924;4;45.1342912912;2;14.0;23.0;5;42.0628213882;
39;4;19.0;23.2537174225;5;46.0876653194;2;14.0;24.0;6;42.4758720398;
40;4;20.0;23.3673152924;5;46.9819259644;2;14.0;25.0;6;42.8412618637;
41;4;18.6852798462;24.5761489868;6;47.8206617832;2;14.0;26.0;6;43.1616458893;
42;5;18.7655639648;26.6010036469;5;48.6097233295;2;14.0;27.0;7;43.4403705597;
43;5;18.8532066345;28.625749588;7;49.3562772274;2;15.0;25.0;8;43.6811828613;
44;5;19.0;28.6503543854;7;50.0679364204;2;14.0;26.0;9;43.8879890442;
45;5;19.0;29.6747894287;7;50.7520480156;2;14.0;27.0;10;44.0;
46;5;19.899269104;30.6747894287;7;51.3214483261;2;15.0;25.0;10;44.0;
47;5;20.9172763824;32.6747894287;8;51.7959747314;2;14.0;26.0;11;44.0;
48;6;22.935092926;35.6747894287;7;53.2907977104;2;14.0;27.0;11;44.0;
49;7;24.534538269;39.6747894287;3;68.9332050085;2;15.0;25.0;10;44.0;
50;7;26.0;44.6747894287;4;70.35529387;2;14.0;26.0;10;44.0;
51;7;29.3826293945;47.8162879944;5;71.7239761353;2;15.0;25.0;11;44.0;
52;7;32.3872909546;50.8387870789;5;73.0355241299;2;16.0;25.0;12;44.0;
53;7;35.0877799988;52.5;6;74.2892385721;2;17.0;25.0;12;44.0;
54;7;36.3318862915;54.5;8;75.4867098331;2;18.0;25.0;14;44.0;
55;7;36.5076141357;56.5;10;76.6310772896;2;19.0;25.0;15;44.0;
56;7;38.7249069214;55.7999992371;11;77.726364851;2;20.0;24.0;16;44.0;
57;7;38.5338516235;56.7999992371;11;78.7769515514;2;20.2999992371;24.0;16;44.0;
58;7;39.8339996338;55.7999992371;12;79.6934716702;2;20.2999992371;24.0;17;44.0;
59;7;40.2080421448;55.7999992371;17;80.4944117069;2;20.2999992371;24.0;18;44.0;
60;7;40.4483261108;55.7999992371;17;81.2944674492;2;20.2999992371;24.0;17;44.0;
61;7;38.384727478;57.7999992371;17;82.0912876129;2;20.2999992371;24.0;18;44.0;
62;7;39.4925079346;57.5055427551;16;82.882625103;2;20.2999992371;24.0;17;44.0;
63;7;40.7610855103;55.7999992371;16;83.6662459373;2;20.2999992371;24.0;18;44.0;
64;7;41.3998756409;55.7999992371;17;84.4398336411;2;20.2999992371;24.0;18;44.0;
65;7;39.9610710144;56.7999992371;18;87.769715786;2;20.2999992371;24.0;18;44.0;
66;8;41.6147575378;56.6990013123;17;90.6738605499;2;20.2999992371;24.0;19;44.0;
67;8;41.1615982056;58.4218864441;17;93.2008800507;2;20.2999992371;24.0;20;44.0;
68;8;40.3134803772;60.9933929443;18;95.4023809433;2;20.2999992371;24.0;20;44.0;
69;8;40.5191345215;59.2169494629;19;97.1493926048;2;20.2999992371;24.0;20;44.0;
70;9;41.0600662231;60.387260437;17;127.18505764;2;20.2999992371;24.0;21;44.0;
71;9;37.776725769;64.387260437;17;130.490765572;2;20.2999992371;24.0;21;44.0;
72;9;35.776725769;69.3018264771;18;134.200585842;2;20.2999992371;24.0;20;44.0;
73;9;35.776725769;74.3442077637;17;136.40387392;2;20.2999992371;24.0;20;44.0;
74;9;35.776725769;79.3854522705;18;138.104463577;3;20.2999992371;24.0;21;44.0;
75;9;36.5123558044;81.4255065918;18;139.355611563;3;20.2999992371;24.0;21;44.0;
76;9;36.2999992371;86.4643173218;18;140.069069743;3;20.2999992371;24.0;21;44.0;
77;9;37.2999992371;91.5018615723;18;140.631363273;3;20.2999992371;24.0;20;44.0;
78;9;38.2999992371;96.0228271484;20;141.150273561;3;20.2999992371;24.0;21;44.0;
79;9;39.2999992371;100.076087952;17;141.626603365;3;20.2999992371;24.0;19;44.0;
80;10;41.2999992371;101.128486633;11;162.062028646;3;20.2999992371;24.0;19;44.8400001526;
81;10;42.2999992371;105.179992676;10;164.258867621;3;20.4890003204;24.4200000763;20;45.942943573;
82;10;45.2999992371;106.230606079;11;166.189467788;3;20.6291618347;24.7314720154;20;46.8111019135;
83;10;46.0999984741;107.280311584;14;167.833414078;3;20.7310562134;24.9579029083;20;47.2508926392;
84;10;46.0999984741;108.329139709;14;169.196847439;4;21.75;26.0;19;48.5526294708;
85;10;46.0999984741;109.377082825;15;170.179461479;4;22.75;27.0;19;48.9866806269;
86;10;46.0999984741;110.42414093;15;170.893876195;4;23.015499115;28.0;19;49.3902759552;
87;11;46.0999984741;111.453315735;15;171.431700468;4;22.75;29.0;20;49.6350997686;
88;11;46.0999984741;112.475532532;15;171.777101755;4;22.75;30.0;20;49.9190331697;
89;11;46.0999984741;113.498100281;15;171.834375978;4;22.75;30.0;20;51.2468225956;
90;11;46.0999984741;114.521003723;17;171.892445445;4;23.75;31.0;20;51.663236618;
91;11;46.0999984741;115.544242859;17;171.951254249;4;24.75;32.0;21;52.134021759;
92;11;46.0999984741;116.567756653;18;172.010743141;4;22.75;34.0;21;52.6632323265;
93;11;46.0999984741;117.591560364;18;173.070849419;4;21.75;36.0;21;53.2540320158;
94;11;46.0999984741;125.82623291;19;173.191507578;4;20.75;38.0;22;53.90825212;
95;11;47.7394485474;130.687255859;20;173.315613747;4;19.75;39.0;22;54.6259138584;
96;11;47.4368896484;137.687255859;21;173.443166137;4;18.75;40.0;22;55.4047615528;
97;11;48.0999984741;140.927078247;23;173.574152946;4;18.0;41.0;21;56.2398731709;
98;12;47.4774169922;146.961120605;24;173.708551526;4;18.0;42.0;21;57.1234320402;
99;12;49.0999984741;146.02696228;23;173.346326709;4;18.0;43.0;21;58.0447376966;
100;12;48.0999984741;146.82774353;24;173.463988125;4;18.0;44.0;20;58.9905257225;
