Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;5;20.0;1;8.14999961853;10.5;4;21.0;
6;1;11.0;10.0;5;20.0;1;9.14999961853;10.5;3;21.0;
7;1;11.0;10.0;5;20.3999996185;1;9.72500038147;10.5;3;21.0;
8;2;11.4200000763;10.1999998093;4;21.7264003754;1;9.72500038147;10.5;3;21.4200000763;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;9.81949996948;10.7100000381;3;21.758436203;
10;2;11.597111702;10.4951858521;4;23.0719120502;1;9.8956489563;10.8792181015;2;22.0;
11;2;11.9215736389;11.0209560394;3;23.9749414921;2;9.94999980927;11.1999998093;1;24.5400009155;
12;2;13.9215736389;11.4571752548;3;24.7131726742;2;10.5215005875;11.7700004578;2;25.9852849245;
13;2;15.9215736389;11.8107032776;4;25.3067810535;2;12.2109994888;12.4126424789;2;27.2054134607;
14;2;16.94962883;12.0916318893;4;25.7784451246;2;14.2109994888;12.9308347702;2;28.2274179459;
15;2;17.9593238831;12.3113050461;4;26.1504684687;2;16.2110004425;13.3366470337;2;29.0880752802;
16;2;18.9691867828;12.4808797836;4;26.2221269608;2;17.3536891937;13.6469516754;2;29.82655406;
17;2;19.9792118073;12.5;4;26.2560760975;2;18.4150733948;13.879781723;2;30.375654459;
18;2;20.989397049;12.5;4;26.2905418873;2;19.4845237732;14.0;2;30.7230784893;
19;2;21.8871631622;12.5;4;26.3255085945;2;20.5626926422;14.0;2;31.1118502617;
20;2;21.8976516724;12.5;3;26.3609591722;2;21.0001659393;14.0;2;31.544028759;
21;2;21.9082870483;12.5;5;26.3968753815;2;21.0974063873;14.0;2;32.0209121704;
22;2;21.9190635681;12.5;5;26.4332377911;2;21.2047042847;14.0;2;32.5427899361;
23;2;21.9299716949;12.5;5;26.4700255394;2;20.2999992371;15.0;2;33.1086950302;
24;2;21.9410076141;12.5;6;26.5072168112;2;21.2999992371;14.0;2;33.7161855698;
25;3;21.9521656036;12.5;5;26.5447884798;2;21.5861415863;14.0;4;34.3611893654;
26;3;21.5;12.5;5;26.5827163458;2;21.7312660217;14.0;4;35.0379443169;
27;3;19.9748153687;13.5;5;26.6209751368;2;21.8835372925;14.0;4;35.7390680313;
28;3;18.9862918854;14.5;5;26.6595385075;2;22.0412902832;14.0;4;36.4557781219;
29;3;17.9978618622;15.5;5;26.6983793974;2;22.2025489807;14.0;4;37.1782588959;
30;3;17.009513855;16.5;4;26.7374696732;2;22.36510849;14.0;6;37.8961582184;
31;3;16.0212402344;17.5;4;26.7767804861;2;22.5266342163;14.0;6;38.5991659164;
32;3;15.0330343246;18.5;4;26.8162822723;2;22.6848106384;14.0;6;39.2776012421;
33;3;14.5448846817;19.5;4;26.8559447527;3;23.8374595642;14.5;5;40.9229507446;
34;3;14.5567836761;20.5;4;26.8957372904;3;22.9826622009;15.0;5;41.6882849932;
35;3;14.5687217712;21.5;4;26.9356285334;3;22.3798618317;16.0;6;42.4322582483;
36;3;15.5806884766;19.5;5;26.9755871296;3;21.5472564697;17.0;7;43.1545934677;
37;3;14.5926761627;20.5;5;27.015581131;3;20.7097835541;18.0;7;43.8569933176;
38;3;14.6046743393;21.5;6;27.0555787086;3;19.8678226471;19.0;8;44.5428626537;
39;3;15.6166734695;19.5;6;27.0955479145;3;19.7221431732;20.0;8;45.2169163227;
40;3;15.6286640167;20.5;5;28.135456562;3;19.8738059998;21.0;8;45.8847243786;
41;3;16.0;21.5;6;28.2152731419;4;20.024061203;22.0;3;66.5522208214;
42;3;17.0;20.7861099243;7;28.2961499691;4;20.4740829468;24.0;3;68.4252123833;
43;3;16.9888458252;20.5;7;28.3780574799;4;22.325674057;24.0;4;70.1265010834;
44;3;17.0134181976;21.5;9;28.4609636068;4;24.4795036316;25.0;4;71.600748539;
45;3;17.0;20.8843841553;9;28.5448340178;4;23.6000003815;29.0;4;72.8450288773;
46;3;16.0;21.9179344177;10;28.6296315193;4;24.6000003815;33.0;4;73.9898309708;
47;3;18.0888900757;21.9179344177;11;28.7153167725;4;25.6000003815;37.0;5;75.0538830757;
48;3;18.0;22.9179344177;11;28.801846981;4;25.6000003815;41.0;6;76.0379443169;
49;3;20.1405544281;24.9179344177;11;28.8891772032;4;26.6000003815;43.0;7;76.7390680313;
50;3;21.1667537689;26.9179344177;11;28.9772597551;4;26.6000003815;44.0;7;77.4557781219;
51;3;21.7573299408;27.9847373962;10;29.0660438538;4;27.1000003815;45.0;8;78.1782588959;
52;3;22.7685050964;28.1017456055;10;29.1554760933;4;28.1000003815;47.0;8;78.8961582184;
53;3;24.2466430664;27.5;13;29.2455003262;4;27.1000003815;47.0;8;79.5991659164;
54;3;23.9831676483;28.5;13;29.3360577822;4;27.1000003815;48.0;8;80.2776012421;
55;3;24.3012733459;28.1660575867;13;29.4270868301;4;29.1000003815;47.0;8;80.9229507446;
56;3;24.3119239807;28.1882705688;14;29.5185232162;4;29.1000003815;49.0;9;81.5282850266;
57;3;24.0331306458;28.5;14;29.6103004217;4;29.1000003815;51.0;9;82.088514328;
58;5;24.8830890656;27.5;10;42.4523493052;4;30.1000003815;50.0;9;82.6004695892;
59;5;22.5;30.2569770813;10;43.1820985079;4;29.1000003815;52.0;10;83.0628213882;
60;5;22.5;33.2805023193;11;43.858505249;4;28.1000003815;52.0;8;83.4758720398;
61;5;22.5;35.4547920227;11;44.4788439274;4;29.1000003815;50.0;8;83.8412618637;
62;5;22.5;37.4917602539;11;45.0425598621;4;29.1000003815;52.0;12;84.1616458893;
63;5;22.5;39.5287246704;11;45.5509343147;4;29.1000003815;54.0;12;84.4403705597;
64;5;22.5;40.5656433105;12;47.0046486855;4;29.1000003815;51.0;14;84.6811828613;
65;5;24.0;42.6016807556;12;47.4114830494;4;28.1000003815;52.0;15;84.8879890442;
66;5;26.0;44.6264419556;12;47.7748754025;4;29.1000003815;54.0;15;85.0;
67;5;27.0;46.6513061523;13;48.0993897915;4;29.1000003815;51.0;19;87.7999992371;
68;5;28.4551544189;45.6762466431;13;48.3765966892;4;28.3999996185;52.0;19;90.033536911;
69;5;27.5375003815;47.7012329102;14;48.4714144468;4;27.0340003967;52.0;19;91.7921085358;
70;5;27.5375003815;49.3041496277;16;48.5667454004;4;27.2123565674;52.0;19;92.9247436523;
71;5;28.5375003815;47.3455696106;19;48.6624994278;4;27.3458442688;52.0;20;93.6133613586;
72;4;18.0;43.3872108459;19;32.0085861683;6;28.3999996185;53.0;18;111.75;
73;4;19.8999996185;40.2290420532;19;32.1049144268;7;29.3999996185;58.0;17;112.306874871;
74;4;20.8999996185;39.2710189819;19;33.3305854797;7;30.3999996185;63.0;17;112.83795929;
75;4;22.7976512909;37.1692047119;20;34.3382332325;7;30.3999996185;66.0;19;113.353626609;
76;4;22.9358100891;37.1937103271;20;35.1620234251;7;29.3999996185;72.0;20;113.864618421;
77;4;23.0;37.4875450134;21;35.8375290632;7;30.3999996185;74.0;20;114.246822596;
78;4;24.9880065918;35.9484939575;22;36.2494752407;7;29.3999996185;78.0;18;114.623236656;
79;4;27.0125350952;34.7705154419;22;36.4814186096;7;29.3999996185;82.0;20;115.052837849;
80;4;28.0661258698;34.797164917;22;36.7134900093;7;29.3999996185;86.0;21;116.539678812;
81;4;28.5194587708;34.8243141174;22;36.9453030825;7;30.3999996185;91.0;22;117.146924496;
82;4;24.3999996185;37.851940155;18;37.1764729023;7;32.0;96.0;23;118.539373875;
83;4;23.3999996185;39.8465957642;17;37.4066187143;8;33.4239997864;98.0;22;119.891141772;
84;5;22.3999996185;40.944355011;15;37.6353672743;8;32.7003059387;103.0;24;121.207454205;
85;5;21.3999996185;38.0;14;37.8623558283;8;34.9322547913;102.0;24;122.493457437;
86;5;20.3999996185;41.9667472839;15;38.0872347355;8;34.1243476868;103.0;28;123.752591968;
87;5;19.3999996185;44.234172821;15;38.3096687794;8;33.2816200256;107.0;29;124.98552084;
88;5;19.3999996185;43.8242263794;14;38.5293412209;9;35.4091682434;105.0;28;126.052386403;
89;5;19.1426544189;44.899520874;15;38.7459537983;9;34.4500007629;106.0;32;128.03998971;
90;5;19.0;45.0871086121;17;38.9592297077;9;38.4151344299;112.0;34;129.202916622;
91;5;19.0;46.1178283691;17;39.1689147949;9;41.5522918701;116.0;35;130.375404239;
92;5;19.1823978424;48.1207809448;17;39.3747777939;9;43.3875389099;117.0;35;131.546942592;
93;5;19.0;48.1797714233;18;39.5530548096;9;42.5046920776;121.0;36;132.709571719;
94;5;19.0;49.2109260559;20;39.7113857269;9;42.6209564209;122.0;37;134.858488083;
95;5;19.2000007629;51.2421455383;20;39.8665547371;9;41.7358474731;126.0;38;136.172229886;
96;5;19.2000007629;52.4012985229;21;40.0184173584;9;43.8492240906;127.0;38;137.502692699;
97;5;19.2000007629;53.4682922363;22;40.1668493748;9;46.1002655029;126.0;38;138.8582021;
98;5;19.2000007629;54.5339050293;23;40.3117463589;9;46.2358207703;128.0;40;140.248880982;
99;5;18.0;56.5980834961;24;40.4530227184;9;47.3748855591;130.0;40;141.685460091;
100;6;18.0;58.2607879639;21;45.5906116962;9;49.5185470581;129.0;41;143.178004026;
