Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;5;20.0;2;8.14999961853;10.6999998093;4;22.0;
5;1;10.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
6;1;11.0;10.0;5;20.0;2;9.39524936676;10.5;4;22.1871190071;
7;1;11.0;10.0;5;20.3999996185;2;9.99210166931;10.5;4;22.2917383909;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;10.0156412125;10.5;4;22.8371437788;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;10.1383571625;10.7100000381;4;23.3113827705;
10;2;11.597111702;10.4951858521;4;23.0819120407;2;10.2450618744;10.8792181015;4;23.6996542215;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;10.3324222565;11.0;4;25.4997080564;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;10.7374343872;11.7700004578;5;27.0797379017;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;12.4572515488;12.4126424789;5;28.4485538006;
14;2;16.9627056122;12.0916318893;5;25.8344515562;2;14.4572515488;12.9308347702;5;29.6330289841;
15;2;17.9761257172;12.3113050461;5;26.2195074558;2;16.4572525024;13.3366470337;4;30.669192791;
16;2;18.9898986816;12.4808797836;5;26.3048160076;2;17.7094402313;13.6469516754;4;31.5947263241;
17;2;20.0040187836;12.5;5;26.3530313969;2;18.8129119873;13.879781723;4;32.3400559425;
18;2;21.0184822083;12.5;5;26.4023760557;2;19.9265136719;14.0;4;32.8895044327;
19;2;21.9207134247;12.5;6;26.4528282881;2;21.0501403809;14.0;4;33.4816474915;
20;2;21.9358482361;12.5;6;26.5043625832;2;21.5333709717;14.0;4;34.1130428314;
21;3;21.9513092041;12.5;5;26.5569496155;2;21.6754341125;14.0;4;34.7785673141;
22;3;21.5;12.5;5;26.6105561256;2;21.825176239;14.0;4;35.4714341164;
23;3;21.9831676483;12.5;6;26.6651450396;2;21.9810714722;14.0;5;36.1833543777;
24;3;21.9995441437;12.5;6;26.72067523;2;22.141254425;14.0;5;36.9048519135;
25;3;21.5;12.9301691055;7;26.7771017551;2;22.3035907745;14.0;5;37.6257123947;
26;3;21.5;12.944275856;7;26.8343759775;2;22.4657840729;14.0;5;38.3355398178;
27;3;21.5;13.2337503433;7;26.8924454451;2;22.6254959106;14.0;5;39.0243473053;
28;3;22.0677337646;12.5;7;26.9512542486;2;22.7804775238;14.0;5;39.6831235886;
29;3;22.0853767395;12.5;6;27.0107431412;3;23.9287014008;14.5;4;41.3043012619;
30;3;21.5;13.3042974472;5;27.0708494186;3;25.0684661865;14.5;4;42.0420743227;
31;3;22.1212539673;12.5;3;27.1315076351;3;25.1984672546;14.5799999237;4;42.7562929392;
32;3;21.5;13.3526029587;4;27.1926498413;3;25.6201629639;14.0;4;43.4478416443;
33;3;21.5;13.3770599365;4;28.2542052269;3;25.4260864258;14.7770614624;4;44.1194673777;
34;3;22.5;13.8016824722;4;28.3561010361;3;25.9268798828;14.0;4;44.7754456997;
35;3;22.1948299408;13.5;4;28.459446907;3;26.0744743347;14.0;4;45.4211599827;
36;3;23.2134780884;12.9324731827;5;28.5641682148;3;26.2197608948;14.0;4;46.0626475811;
37;3;23.8370666504;13.4762458801;5;28.6701868773;3;26.3640937805;14.0;4;46.7061219215;
38;3;24.2509231567;12.9668426514;5;28.7774208784;3;26.5088768005;14.0;5;47.3575139046;
39;3;23.8635520935;13.5;5;28.8857843876;3;26.6554412842;14.0;6;48.0209121704;
40;3;23.5;14.0543136597;5;28.9951884747;3;26.8047046661;14.0;6;48.5427899361;
41;3;23.5;14.0980758667;5;29.1055414677;3;26.92212677;14.0;6;49.1086950302;
42;3;24.7316627502;17.0980758667;6;29.2167485952;3;27.0494556427;17.0;6;49.7161855698;
43;4;24.7650241852;20.0980758667;7;29.3287125826;3;27.1861419678;20.0;6;50.3611893654;
44;4;23.9358482361;23.0980758667;7;29.4413340092;3;27.3312683105;23.0;6;51.0379443169;
45;4;24.8324012756;26.0219268799;7;29.5545115471;3;25.8999996185;26.0;7;51.7390680313;
46;4;24.8663539886;27.5;8;29.6681423187;3;26.8999996185;29.0;7;52.4557781219;
47;4;24.9004440308;27.5;8;29.7821222544;3;27.8025493622;29.0;7;53.1782588959;
48;4;24.9346370697;27.5;8;29.8963458538;3;27.9651069641;29.0;7;53.8961582184;
49;5;23.5;29.1882705688;7;30.01070714;3;28.1266365051;29.0;7;54.5991659164;
50;5;23.5;28.7934417725;7;30.1250995398;3;28.2848129272;29.0;8;55.2776012421;
51;5;23.5;29.5500392914;7;30.2394164801;3;28.4374599457;29.0;8;55.9229507446;
52;5;24.0677337646;28.8387889862;7;30.3535517454;3;28.5826644897;29.0;9;56.5282850266;
53;5;23.5;29.6414203644;7;30.4673991203;3;26.5826644897;30.0;10;57.088514328;
54;5;24.5;28.3042984009;8;30.5808534622;3;27.5826644897;29.0;11;57.6004695892;
55;5;24.1212539673;28.5;8;30.6938107014;3;28.5826644897;29.0;11;58.0628213882;
56;5;23.5;29.7775230408;9;30.8061680794;3;29.0641345978;29.0;11;58.4758720398;
57;5;24.5;30.822467804;8;31.9178242683;3;29.1570701599;29.0;12;58.8412618637;
58;5;26.5;29.5;9;32.0786800385;3;29.2392845154;29.0;12;59.1616458893;
59;5;27.3086051941;30.5;9;32.2406134605;3;29.3113708496;29.0;12;59.4403705597;
60;5;26.628112793;32.4513053894;9;32.4035547972;4;29.3740825653;29.0;11;59.6811828613;
61;5;26.5789699554;33.5;8;32.5674320459;4;29.4282646179;29.0;13;59.8879890442;
62;5;27.2509231567;32.9847793579;9;32.7321705818;4;29.4747962952;29.0;15;60.0;
63;5;26.6689853668;34.0079879761;10;32.8976922035;4;29.5;29.0;15;60.0;
64;5;27.0808982849;33.5512161255;11;33.0639158487;4;29.5;29.0;17;61.7999992371;
65;5;26.6944160461;34.1330108643;11;33.2088142633;5;27.797000885;30.4200000763;16;63.2535362244;
66;5;27.1368923187;33.6010055542;12;33.3368467093;5;29.0306034088;29.7314720154;18;64.417591095;
67;5;26.7000007629;34.2347412109;13;34.6884890795;5;27.2125072479;30.9579029083;18;65.1052589417;
68;5;27.9156513214;33.6545257568;13;35.8269149065;5;28.2993431091;30.0;18;65.6133613586;
69;5;27.8326416016;34.3899993896;13;36.7862126827;5;26.7565040588;31.0;18;66.0;
70;5;27.5190658569;35.7096557617;14;37.6018497944;5;25.7999992371;31.0;18;66.0;
71;8;28.6751155853;34.7169952393;11;75.9084150791;6;25.7999992371;32.0;17;66.0;
72;8;31.7998142242;37.8636131287;12;78.6361670494;6;22.7999992371;32.0;18;66.0;
73;8;33.4613571167;41.9226913452;12;81.1874775887;6;22.7999992371;34.0;18;66.0;
74;8;34.1383361816;46.9211730957;13;83.5409748554;6;22.7999992371;36.0;19;67.0;
75;8;35.4000015259;52.4764175415;13;85.6865050793;6;24.7999992371;36.0;19;67.0399999619;
76;8;37.2367897034;52.0;13;87.6238868237;6;24.75;39.0;19;67.0811839104;
77;9;38.8219909668;54.0;12;111.110862017;6;24.75;42.0;20;67.1235535145;
78;9;39.9046173096;58.0;13;114.020127296;6;24.75;45.0;20;67.1671074629;
79;9;39.1821899414;64.0;12;116.529788733;6;24.75;48.0;19;68.211841464;
80;9;40.3065490723;69.4056549072;13;118.668467999;6;25.75;51.0;19;68.2777478695;
81;9;42.0172576904;73.6737670898;15;120.379310369;6;26.75;54.0;18;68.3450119495;
82;9;44.115234375;77.7856140137;15;121.660822868;6;26.9840431213;57.0;19;68.4136132002;
83;9;45.6514968872;80.7842025757;16;122.631688118;6;26.9886302948;60.0;19;68.4835269451;
84;9;46.7270889282;82.9383087158;15;123.226137161;6;24.75;64.0;21;68.5547248125;
85;9;47.75;84.2904510498;18;123.600701332;6;24.75;64.5509490967;21;68.6271742582;
86;9;48.75;85.440284729;18;123.968554974;6;22.75;67.5614013672;21;68.7008385658;
87;9;49.75;86.5874252319;19;124.328831673;6;21.75;70.5719451904;22;68.7756769657;
88;9;49.8499984741;87.5315322876;21;124.629018784;6;22.75;67.5825653076;23;68.8516443968;
89;9;49.8499984741;87.6516113281;21;124.914354324;7;20.0;70.59324646;22;68.9286917448;
90;9;49.8499984741;87.7657394409;21;125.192801476;7;20.0;73.6040039062;22;69.0067657232;
91;9;56.569278717;87.8771209717;23;125.463650703;7;22.0;70.6148300171;23;69.0858091116;
92;9;58.5963668823;86.9854660034;24;125.726270676;7;20.0;73.6257171631;24;69.1657607555;
93;9;57.1226272583;88.0905075073;25;125.980115414;7;20.0;76.6366577148;23;69.246555686;
94;9;55.948009491;89.1920471191;25;126.224726677;7;22.0;73.6476516724;23;69.328125596;
95;9;53.9724693298;90.289894104;25;126.459736347;7;20.0;76.6586914062;25;69.4103983641;
96;9;51.0959701538;94.383895874;27;126.684867859;7;20.0;79.6697692871;25;69.4932991266;
97;9;52.1184844971;92.4739456177;27;126.895798683;7;22.0;76.6808929443;25;69.5767502785;
98;10;50.1395759583;93.5583190918;27;127.04090023;7;20.0;79.6920471191;26;69.6606713533;
99;10;48.1540870667;97.6163635254;27;127.178838253;7;20.0;82.7032318115;28;69.7449797392;
100;10;49.1678848267;95.6715393066;28;127.309576511;7;22.0;79.7144393921;29;69.8295910358;
101;10;46.8309555054;102.620269775;29;127.433139324;7;21.32654953;79.0;29;69.914419055;
102;10;46.8433113098;106.688232422;29;127.549606323;7;22.3316059113;80.0;30;69.999376893;
103;10;46.8549575806;110.752288818;31;127.659105301;7;23.3366661072;81.0;32;70.084376812;
104;12;47.8659095764;111.812515259;29;128.761806011;7;24.3417301178;82.0;32;70.1693303585;
