Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;2;10.3000001907;10.0;4;21.0;2;8.31349945068;10.5;4;22.1871190071;
6;2;11.3000001907;10.0;4;21.1499999762;2;9.41710090637;10.5;4;22.2917383909;
7;2;11.345000267;10.0;4;21.7322745323;2;10.0156412125;10.5;4;22.4042263031;
8;2;11.5196819305;10.1999998093;4;22.2674124241;2;10.0409517288;10.5;4;22.9589728117;
9;2;11.680223465;10.3632001877;4;22.7696086168;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.8308830261;10.4951858521;4;24.1809241772;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;12.2542772293;11.0209560394;4;25.4781916142;2;10.3643379211;11.0;4;25.6606454849;
12;2;14.2542772293;11.4571752548;4;26.6835598946;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;16.2542762756;11.8107032776;5;27.8253231049;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;17.7051906586;12.0916318893;5;28.9332766533;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;18.9057731628;12.3113050461;5;30.0349545479;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;20.1345329285;12.4808797836;5;30.9319248199;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;21.3921508789;12.5;5;31.8850708008;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;22.6780948639;12.5;5;32.9257445335;2;19.9946746826;14.0;5;33.2167277336;
19;2;23.8777236938;12.5;5;34.0412340164;2;21.1237640381;14.0;5;33.8314290047;
20;2;24.2123699188;12.5;5;35.2128667831;2;21.6120700836;14.0;5;34.4827160835;
21;2;24.5638599396;12.5;7;36.4166707993;2;21.7586097717;14.0;5;35.1645216942;
22;2;24.9250011444;12.5;7;37.6249341965;2;21.9120159149;14.0;5;35.8691868782;
23;2;25.2874794006;12.5;7;38.8085298538;2;22.0705661774;14.0;6;36.5877075195;
24;2;25.6425590515;12.5;7;39.9396514893;2;22.2322330475;14.0;6;37.3101301193;
25;2;25.9818954468;12.5;7;40.9944429398;2;20.2999992371;15.0;6;38.0260667801;
26;3;23.9818954468;13.5;7;41.9549980164;2;21.2999992371;14.0;6;38.7252779007;
27;3;22.9818954468;14.5;8;42.810377121;2;22.2999992371;14.0;6;39.3982591629;
28;3;21.9818954468;15.5;8;43.5565643311;2;22.8646087646;14.0;6;40.0367603302;
29;3;20.9818954468;14.5;8;44.1955471039;2;23.0082702637;14.0;6;40.6341733932;
30;3;20.9818954468;14.5;8;44.733877182;2;23.1426887512;14.0;7;41.1857595444;
31;3;20.9818954468;15.5;8;45.1810703278;2;23.2667961121;14.0;7;41.6886959076;
32;3;20.9818954468;16.5;8;45.5481491089;2;23.3799552917;14.0;7;42.1419706345;
33;3;19.9818954468;15.5;8;46.8464775085;2;23.4819431305;14.0;7;42.5461521149;
34;4;20.9818954468;15.8999996185;5;62.0499999523;2;23.572883606;14.0;7;42.9030923843;
35;4;22.9818954468;15.5;6;62.8519749641;2;23.6531944275;14.0;7;43.215596199;
36;4;24.5;17.9407901764;6;63.5753244162;2;23.7235088348;14.0;7;43.4871034622;
37;4;25.8467845917;19.5;6;64.2192345858;2;23.7845973969;14.0;7;43.7214069366;
38;4;26.5;18.9847774506;6;64.7862429619;2;23.8373146057;14.0;7;43.922419548;
39;4;27.5;20.0079879761;7;65.2813696861;2;23.8825435638;14.0;7;44.0;
40;4;29.8990135193;21.0079879761;7;65.711245656;2;23.8999996185;14.0;8;44.0;
41;4;31.5;24.0079898834;8;66.0833221674;2;23.8999996185;14.0;9;44.0;
42;4;30.9368915558;27.0079898834;8;66.4052370787;2;23.8999996185;14.0;9;44.0;
43;4;29.956741333;31.0079898834;9;66.5906432867;2;23.8999996185;16.0;9;44.0;
44;4;28.977191925;32.5;9;66.6607804298;2;23.8999996185;18.0;10;44.0;
45;4;28.5;34.16431427;10;66.7328453064;2;23.8999996185;20.0;11;44.0;
46;4;30.0198535919;34.5;11;66.8067884445;2;23.8999996185;22.0;11;44.0;
47;4;31.0420360565;35.5;11;66.8825509548;2;23.8999996185;24.0;12;44.0;
48;4;32.0647659302;36.5;12;66.9600640535;2;23.8999996185;24.0;13;44.0;
49;4;31.7999992371;38.2840270996;12;67.0392494202;2;21.8999996185;25.0;12;44.0;
50;5;32.4117736816;38.5;12;67.120018959;2;20.8999996185;26.0;9;44.0;
51;6;31.7999992371;40.3480072021;8;67.2022752762;2;19.8999996185;27.0;10;44.0;
52;6;33.4606819153;37.5;9;67.2859115601;2;18.8999996185;28.0;10;44.0;
53;6;31.7999992371;39.4143638611;9;67.3708124161;2;17.8999996185;29.0;10;44.0;
54;6;31.7999992371;40.4483261108;9;67.4568536282;2;18.8999996185;27.0;11;44.0;
55;6;33.5370559692;37.5;9;67.5439035892;2;17.6000003815;28.0;11;44.0;
56;6;32.5631713867;38.5;9;67.6318233013;3;17.6000003815;29.0;10;54.0;
57;6;31.7999992371;40.5;9;67.7204678059;3;18.6000003815;31.0;10;54.3999996185;
58;6;33.6161422729;37.5;8;68.8096864223;3;19.6000003815;33.0;8;54.7743997574;
59;6;33.642906189;39.5;7;68.9193241596;3;20.6000003815;35.0;8;55.1219387054;
60;6;33.7999992371;42.5;7;72.7363975048;3;21.6000003815;37.0;10;55.4420347214;
61;6;37.3378601074;42.0;7;75.1255391836;3;22.17445755;39.0;10;55.7347183228;
62;6;36.6762924194;45.0;8;79.4463888407;3;22.2403125763;40.0;12;56.0005426407;
63;6;36.2318267822;48.6531982422;8;83.0386545658;3;22.3001232147;41.0;12;56.2404880524;
64;6;35.6946258545;49.3497505188;8;85.9408961535;4;23.3541107178;43.0;13;57.4558610916;
65;6;37.0644569397;48.8007698059;9;88.0727574825;4;25.4025688171;42.0;13;57.8081971407;
66;6;35.3497314453;50.3011283875;10;89.7806360722;4;24.4458446503;44.0;13;58.1629196405;
67;7;34.3497314453;50.3178367615;10;91.9045290947;4;24.4843158722;46.0;13;58.5246715546;
68;8;33.3497314453;53.6280326843;9;92.7277257442;4;25.5183734894;45.0;14;58.7941719294;
69;8;33.3497314453;57.6452636719;10;93.2965450287;4;24.5249996185;46.0;15;59.9069907665;
70;8;33.3497314453;61.1664009094;10;93.8734146357;4;24.5249996185;47.0;16;61.6199381351;
71;8;33.3497314453;61.5036506653;11;94.4411562681;4;25.2353229523;48.0;15;63.119631052;
72;8;34.3497314453;64.1410369873;11;95.0093489885;5;25.8368530273;50.0;15;65.2190167904;
73;7;33.3497314453;60.4623336792;13;94.1463769674;6;27.962677002;49.0;12;67.8000167608;
74;7;34.3368530273;62.0;12;95.6824281216;7;28.0707969666;52.0;11;68.9899189472;
75;7;34.3468780518;63.0;13;96.23873806;7;28.0993423462;53.0;12;70.0893208981;
76;7;33.9768218994;67.0;14;96.7831101418;7;28.0993423462;56.0;13;71.0960667133;
77;7;33.9871635437;71.0;14;97.3131711483;7;29.0993423462;59.0;16;72.2047587633;
78;7;35.9976539612;68.7811431885;14;97.8270071745;7;29.2000007629;62.0;17;73.413908124;
79;7;34.0082855225;69.7811431885;16;98.3231774569;7;28.2000007629;61.6363639832;18;74.7188985348;
80;8;33.5999984741;70.7811431885;16;98.8007060289;7;26.2000007629;64.0628051758;17;76.1118338108;
81;8;33.5999984741;67.0;17;99.2590470314;7;25.2000007629;66.5046157837;17;78.5816311836;
82;8;32.5999984741;68.0;17;99.6980391741;7;26.1499996185;71.0628051758;16;80.1543688774;
83;8;33.5999984741;70.0;17;100.117850423;7;27.1499996185;75.0628051758;16;81.7750269175;
84;8;33.5999984741;68.2631835938;17;100.518915057;7;27.1499996185;79.0628051758;16;83.4258052111;
85;8;32.5999984741;69.2958374023;17;100.901874781;7;28.4027996063;82.0628051758;16;85.0880110264;
86;8;33.5999984741;70.0;16;102.267519951;7;29.4125995636;86.0628051758;18;86.7427147627;
87;8;31.6000003815;65.0;15;100.713814139;7;30.4226646423;89.0628051758;17;88.3713047504;
88;7;26.6000003815;59.0;16;95.5772696137;8;31.4329929352;92.0628051758;13;93.5839341879;
89;7;26.6000003815;58.0;16;94.2195423841;8;31.1499996185;95.7152099609;15;95.6939868927;
90;7;24.6000003815;56.0;16;92.9975888729;9;30.2444992065;102.605438232;14;97.682721138;
91;7;23.6000003815;54.0;16;91.8978294134;9;29.3282089233;108.625198364;14;99.5398358107;
92;7;22.6000003815;54.0;16;90.9080466628;9;30.4016933441;111.64503479;16;101.258500695;
93;7;22.6000003815;54.0;12;90.0172421932;9;30.4656925201;114.664932251;15;102.835460186;
94;7;21.6000003815;54.0;12;89.2155172229;9;29.5210361481;119.684890747;17;104.270990729;
95;7;20.6000003815;54.0;13;88.4939649701;9;30.5686035156;120.951957703;18;105.517565966;
96;7;19.6000003815;54.0;12;87.8445683718;10;32.5999984741;120.018745422;18;108.351691484;
97;7;19.0;54.0;12;87.2601119876;10;33.5999984741;123.08706665;18;109.327154279;
98;7;20.0;55.0;11;86.7341014445;10;34.5999984741;126.156890869;19;110.267054319;
99;7;19.0;55.0;15;86.2606915832;10;35.5999984741;126.228126526;19;111.179662108;
100;7;19.0;55.0;13;85.8346230835;10;32.5999984741;132.300720215;18;111.630232692;
