Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;9.19999980927;10.0;3;21.0;1;6.0;12.6999998093;4;21.0;
2;2;9.19999980927;10.0;3;21.0599999428;1;7.0;11.6999998093;5;21.0;
3;2;9.21199989319;10.0;3;21.1229639053;2;8.0;10.8999996185;4;22.0;
4;2;9.22459316254;10.0;2;21.1889609098;2;8.29999923706;10.5;4;22.0900000334;
5;2;10.3566884995;10.0;2;21.2580518723;2;8.31349945068;10.5;4;22.1871190071;
6;2;11.377415657;10.0;2;21.3302885294;2;9.41710090637;10.5;4;22.2917383909;
7;2;11.3990869522;10.0;2;21.8190145493;2;10.0156412125;10.5;4;22.4042263031;
8;2;11.5457038879;10.1999998093;2;22.2388005257;2;10.0409517288;10.5;4;22.9589728117;
9;2;11.6716403961;10.3632001877;2;22.6008902788;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.7802667618;10.4951858521;2;23.7875448465;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;12.1362638474;11.0209560394;2;24.8040741682;2;10.3643379211;11.0;4;25.6606454849;
12;2;14.1362628937;11.4571752548;2;25.6643919945;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;16.1362628937;11.8107032776;2;26.3888099194;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;17.2742366791;12.0916318893;2;27.0000665188;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;18.3258094788;12.3113050461;2;27.5204386711;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;19.3801765442;12.4808797836;3;27.7490785122;2;17.7662620544;13.6469516754;5;31.8725180626;
17;3;20.437297821;12.5;3;27.9484119415;2;18.8754138947;13.879781723;5;32.6429929733;
18;3;21.4970970154;12.5;3;28.156321764;2;19.9946746826;14.0;5;33.2167277336;
19;3;22.4468955994;12.5;3;28.3723301888;2;21.1237640381;14.0;5;33.8314290047;
20;3;22.5116996765;12.5;5;28.5958371162;2;21.6120700836;14.0;5;34.4827160835;
21;3;22.5787506104;12.5;5;28.8261203766;2;21.7586097717;14.0;5;35.1645216942;
22;3;22.6478366852;12.5;6;29.0623402596;2;21.9120159149;14.0;5;35.8691868782;
23;3;22.7187023163;12.5;7;29.303548336;2;22.0705661774;14.0;6;36.5877075195;
24;3;22.7910652161;12.5;7;29.5486979485;2;22.2322330475;14.0;6;37.3101301193;
25;3;19.5;14.5;7;29.796661377;2;20.2999992371;15.0;6;38.0260667801;
26;3;19.5;14.5;7;30.0462479591;2;21.2999992371;14.0;6;38.7252779007;
27;3;19.013874054;15.5;7;30.2962265015;2;22.2999992371;14.0;7;39.3982591629;
28;3;18.0888671875;16.5;7;30.5453491211;2;22.8646087646;14.0;7;40.0367603302;
29;3;17.1636047363;17.5;7;30.7923750877;2;23.0082702637;14.0;7;40.6341733932;
30;3;16.2377128601;18.5;7;31.0360965729;2;21.1426887512;15.0;7;41.1857595444;
31;3;15.8108291626;19.5;7;31.2753615379;2;20.2667961121;16.0;7;41.6886959076;
32;3;15.8826084137;20.5;7;31.5090961456;2;19.3799552917;17.0;7;42.1419706345;
33;3;15.9527282715;21.5;7;31.736322403;2;18.4819431305;18.0;7;42.5461521149;
34;3;15.0;20.5;7;31.9561743736;2;17.572883606;19.0;7;42.9030923843;
35;3;15.0;20.5;7;32.1679081917;2;17.3531951904;20.0;8;43.215596199;
36;3;16.0;21.5;7;32.3709101677;2;17.4235095978;21.0;8;43.4871034622;
37;3;17.2112731934;19.5;8;32.5646982193;2;17.4845981598;22.0;8;43.7214069366;
38;3;16.2694091797;20.5;9;32.7489213943;2;17.5373153687;23.0;8;43.922419548;
39;3;16.3246765137;21.5;11;32.9233555794;2;17.5825443268;24.0;8;44.0;
40;3;17.3770065308;19.5;11;33.0878953934;2;17.6000003815;25.0;9;44.0;
41;3;16.4263687134;20.5;11;33.2425441742;2;17.6000003815;26.0;9;44.0;
42;3;16.4727630615;21.5;12;33.3874034882;2;17.6000003815;27.0;10;44.0;
43;3;17.5162200928;19.5;12;33.5226583481;2;18.6000003815;25.0;11;44.0;
44;3;16.5567970276;20.5;13;33.6485671997;2;17.6000003815;26.0;11;44.0;
45;3;16.5945701599;21.5;14;33.7654466629;2;17.6000003815;27.0;12;44.0;
46;3;17.6296348572;19.5;14;33.8736610413;2;18.6000003815;25.0;12;44.0;
47;4;19.6620979309;20.5;13;34.9736089706;2;19.6000003815;25.0;13;44.0;
48;4;19.6620979309;21.5;14;35.0900000334;2;20.6000003815;25.0;14;44.0;
49;4;20.3269996643;23.5;14;35.1871190071;2;21.6000003815;25.0;14;44.0;
50;5;21.0;25.5;12;45.7917383909;2;22.6000003815;25.0;14;44.0;
51;5;23.0;28.5;12;46.3242263794;2;23.6000003815;25.0;15;44.0;
52;5;25.4212684631;30.5;12;46.8358664513;2;23.8999996185;24.0;14;44.0;
53;5;26.9574794769;32.5;12;47.3258184195;2;23.8999996185;24.0;15;44.0;
54;5;27.9962501526;34.5;13;47.7939878702;2;23.8999996185;24.0;15;44.0;
55;5;29.0376663208;36.0999984741;13;48.2409219742;2;23.8999996185;24.0;16;44.0;
56;5;28.0817985535;37.0999984741;14;48.6676838398;2;23.8999996185;24.0;17;44.0;
57;5;30.1286945343;36.0999984741;15;49.0757153034;2;23.8999996185;24.0;17;44.0;
58;5;32.1783905029;36.0999984741;15;49.4667079449;2;23.8999996185;24.0;17;44.0;
59;5;32.5;37.0745162964;15;49.8424749374;2;23.8999996185;24.0;18;44.0;
60;5;33.5;37.148223877;15;50.2048461437;3;23.8999996185;24.0;17;44.0;
61;6;36.3441848755;37.0999984741;15;51.516159296;3;23.8999996185;24.0;18;44.0;
62;6;38.4048461914;38.0999984741;16;51.7668030262;3;23.8999996185;24.0;18;44.0;
63;6;37.780040741;40.0999984741;17;52.0265448093;3;23.8999996185;24.0;19;44.0;
64;6;36.5;43.0999984741;17;52.2947454453;3;23.8999996185;24.0;19;44.0;
65;6;35.6500015259;45.5684776306;17;52.5706421137;3;23.8999996185;24.0;19;44.0;
66;6;34.6500015259;47.1282577515;18;52.853353858;3;23.8999996185;24.0;19;44.0;
67;7;33.6500015259;48.2413406372;17;53.1418902874;3;23.8999996185;24.0;20;44.0;
68;7;32.6500015259;49.3567581177;17;54.8866626024;3;23.8999996185;24.0;20;44.0;
69;7;32.3322525024;50.5736656189;18;56.382619381;3;23.8999996185;24.0;19;45.0;
70;7;32.4922599792;51.7889328003;18;57.6296615601;3;24.8999996185;25.0;19;45.0299999714;
71;7;32.5999984741;53.0020599365;18;58.6008296013;3;25.8999996185;26.0;18;45.9108911753;
72;7;32.5999984741;54.2125396729;15;59.2996612787;3;26.3299503326;27.4200000763;17;47.0559110641;
73;7;32.5999984741;55.4198646545;15;59.8088400364;3;26.5875797272;28.7314720154;17;47.9673308134;
74;7;32.5999984741;56.6235351562;14;61.3037867546;3;26.532497406;29.9579029083;17;48.451564312;
75;8;34.5999984741;55.8215141296;14;61.7114554644;4;24.5514411926;31.0;16;48.7989186049;
76;8;35.5999984741;56.8593673706;15;64.0089116096;4;22.75;30.0;16;49.0997519493;
77;8;37.2242584229;58.5;16;65.9483519793;4;22.75;30.0;16;49.3410044909;
78;8;37.5553817749;61.5;15;67.5836564302;4;22.75;30.0;18;49.3900717497;
79;8;37.7307052612;64.5;16;68.9740121365;5;23.75;30.0;17;49.4402523041;
80;8;37.9055862427;66.5;17;70.002486825;5;22.75;30.0;17;49.4915215969;
81;9;36.124622345;67.5;17;71.7882816792;5;23.75;30.0;17;49.5438512564;
82;9;35.5999984741;71.6988754272;17;72.5754208565;5;22.75;31.0;17;49.597209096;
83;9;36.5999984741;75.7828292847;18;73.3335647583;5;22.75;32.0;18;49.6515587568;
84;9;37.5999984741;78.64012146;19;74.062219739;5;22.75;33.0;19;49.7068601847;
85;9;37.5999984741;80.64012146;19;74.6865707636;5;21.75;32.0;19;49.7630695105;
86;9;36.5999984741;85.64012146;20;75.2445126772;5;21.75;32.0;19;49.8201388121;
87;10;37.5999984741;87.4401168823;19;76.7861113548;5;21.75;33.0;20;49.8780167103;
88;10;39.5999984741;87.4401168823;19;77.3408062458;5;22.75;34.0;23;49.9366481304;
89;10;40.5999984741;91.4401168823;20;77.8788186312;5;22.75;35.0;23;49.9959744215;
90;10;42.5999984741;92.4401168823;24;78.3999198675;5;22.75;36.0;24;50.0559339523;
91;10;42.5999984741;93.4401168823;26;78.9039913416;5;22.75;37.0;24;50.1164619923;
92;10;43.5999984741;95.4401168823;26;79.3909931183;5;22.75;38.0;24;50.1774909496;
93;10;45.5999984741;97.4988708496;27;79.8428361416;5;22.75;39.0;24;51.2389507294;
94;10;47.1999969482;99.6403121948;28;80.177790761;5;23.75;41.0;25;51.32076931;
95;10;48.1999969482;101.737419128;29;80.5090184212;5;24.75;43.0;25;51.4030683041;
96;10;49.1999969482;103.832633972;33;80.8354206085;5;24.75;45.0;25;51.4857660532;
97;10;50.1999969482;105.925544739;33;81.1559956074;5;24.75;47.0;26;51.5687791109;
98;10;51.1999969482;108.015762329;35;81.4698543549;5;25.75;46.0;25;51.6520233154;
99;10;51.7999992371;111.154060364;35;81.776230216;5;24.75;47.0;25;51.7354134321;
100;11;51.7999992371;113.269393921;39;82.0744842291;5;24.75;48.0;26;51.8188638687;
