Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;2;10.3000001907;10.0;4;21.0;2;8.31349945068;10.5;4;22.1871190071;
6;2;11.3000001907;10.0;4;21.0599999428;2;9.41710090637;10.5;4;22.2917383909;
7;2;11.3179998398;10.0;4;21.5335636139;2;10.0156412125;10.5;4;22.4042263031;
8;2;11.4600687027;10.1999998093;4;21.9377998114;2;10.0409517288;10.5;4;22.9589728117;
9;2;11.5813398361;10.3632001877;4;22.2840082645;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.6852025986;10.4951858521;4;23.4481773376;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;12.034453392;11.0209560394;4;24.4414664507;2;10.3643379211;11.0;4;25.6606454849;
12;2;14.034453392;11.4571752548;4;25.2779132128;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;16.0344524384;11.8107032776;5;25.9779809713;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;17.1509895325;12.0916318893;5;26.5645889044;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;18.1951675415;12.3113050461;5;27.060223341;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;19.2421131134;12.4808797836;5;27.2642745972;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;20.2918567657;12.5;5;27.439432621;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;21.3444023132;12.5;5;27.6238675117;2;19.9946746826;14.0;5;33.2167277336;
19;2;22.2871608734;12.5;5;27.8174073696;2;21.1237640381;14.0;5;33.8314290047;
20;2;22.3452224731;12.5;5;28.0197701454;2;21.6120700836;14.0;5;34.4827160835;
21;2;22.4059314728;12.5;7;28.2305569649;2;21.7586097717;14.0;5;35.1645216942;
22;2;22.4691677094;12.5;7;28.4492475986;2;21.9120159149;14.0;5;35.8691868782;
23;2;22.5347747803;12.5;7;28.6751992702;2;22.0705661774;14.0;6;36.5877075195;
24;2;22.6025600433;12.5;8;28.907648325;2;22.2322330475;14.0;6;37.3101301193;
25;2;21.5;13.4769124985;8;29.1457161903;2;22.3947792053;14.0;6;38.0260667801;
26;2;21.5;13.5364294052;8;29.3884181976;2;22.5558643341;14.0;6;38.7252779007;
27;2;21.5;14.2553672791;8;29.634677887;2;22.713186264;14.0;7;39.3982591629;
28;2;21.5;14.3538713455;8;29.8833432198;3;23.8646087646;14.5;6;41.0367603302;
29;2;20.5;13.5;8;30.1332073212;3;25.0082702637;14.5;6;41.7941733599;
30;2;20.0399627686;14.5;8;30.3830299377;3;23.4036884308;15.0;6;42.5295034647;
31;2;19.1149101257;15.5;8;30.6315627098;3;22.5691375732;16.0;6;43.2428197861;
32;2;18.1894683838;16.5;8;30.877573967;3;21.7296333313;17.0;6;43.9361425638;
33;2;17.2632713318;17.5;8;31.11987257;3;20.8856315613;18.0;6;44.6131427288;
34;2;16.3359622955;18.5;8;31.3573312759;3;20.0379562378;19.0;6;45.2787468433;
35;2;15.5;17.5;8;31.5889077187;3;19.8877182007;20.0;6;45.9386746883;
36;2;16.5;17.5;8;31.8136615753;3;20.0362014771;21.0;6;46.5989537239;
37;2;17.5;17.2254638672;9;32.0307679176;3;20.1847648621;22.0;6;47.2654356956;
38;2;18.5;16.3123073578;9;32.2395277023;3;20.3347225189;23.0;7;47.9433317184;
39;2;19.5;15.3958110809;9;32.4393730164;3;20.4872493744;24.0;7;48.5427899361;
40;2;18.5;14.3958110809;10;32.6298675537;3;20.622127533;25.0;7;49.1086950302;
41;2;18.5;14.5;10;32.8107056618;3;20.7494564056;26.0;8;49.7161855698;
42;2;17.8432121277;15.5;10;32.9817051888;3;20.8861427307;27.0;8;50.3611893654;
43;2;16.8432121277;14.5;11;33.1427993774;3;22.0312671661;25.0;9;51.0379443169;
44;2;17.5;16.5;10;33.2940273285;3;21.1835365295;26.0;10;51.7390680313;
45;3;20.5;19.5;9;34.4355211258;3;22.3412914276;26.0;11;52.4557781219;
46;3;23.5;22.5;10;34.5974934101;3;23.5025501251;27.0;11;53.1782588959;
47;3;25.0702476501;25.5;10;34.7508146763;3;24.6651096344;28.0;11;53.8961582184;
48;3;26.1070671082;26.5;10;34.8958127499;3;25.8266353607;29.0;12;54.5991659164;
49;3;24.4345970154;28.5;11;35.032856226;3;26.9848117828;30.0;12;55.2776012421;
50;3;25.1070671082;27.9494075775;10;35.1558350325;3;28.1374607086;29.0;12;55.9229507446;
51;3;26.1070671082;27.9623336792;11;35.1887089014;3;28.5826625824;29.0;14;56.5282850266;
52;4;26.5566139221;27.5;10;35.2221269608;3;28.7188625336;29.0;14;57.088514328;
53;5;26.5666389465;27.5;9;35.2560760975;3;28.84491539;29.0;14;57.6004695892;
54;5;26.2000007629;27.5;9;35.2905418873;3;26.84491539;29.0;16;58.0628213882;
55;5;24.5871639252;28.5;8;35.3255085945;4;25.8999996185;29.0;15;58.4758720398;
56;5;23.8976516724;29.5;8;35.3609591722;4;25.8999996185;29.0;15;58.8412618637;
57;5;23.9082870483;30.5;8;35.3968753815;4;25.8999996185;29.0;16;59.1616458893;
58;5;23.5;31.6587505341;9;35.4332377911;4;25.8999996185;29.0;16;59.4403705597;
59;5;23.5;31.6732959747;9;35.4700255394;4;25.8999996185;29.0;16;59.6811828613;
60;5;23.5;31.6880111694;9;35.5072168112;4;25.8999996185;29.0;17;59.8879890442;
61;5;23.9521656036;31.1000003815;9;35.5447884798;4;25.8999996185;29.0;18;60.0;
62;5;23.9634361267;31.1000003815;9;36.5827163458;5;25.8999996185;29.0;19;60.0;
63;5;25.5;30.7330875397;10;37.6709750891;5;25.8999996185;29.0;19;60.0;
64;5;28.9862918854;31.1000003815;10;37.8015134335;5;25.8999996185;29.0;19;60.0;
65;5;30.6978626251;32.5;10;37.935513258;5;25.8999996185;29.0;19;60.0;
66;5;30.7095146179;34.5;11;38.0729678869;5;25.8999996185;29.0;20;60.0;
67;6;31.0583076477;36.5;11;38.213861227;5;25.8999996185;29.0;20;60.0;
68;6;30.2000007629;37.5;11;38.3581670523;5;25.8999996185;29.0;21;61.7999992371;
69;6;31.1084365845;37.5;11;38.5058484077;6;26.1970005035;29.4200000763;21;63.2535362244;
70;7;32.1341056824;38.5;12;40.9223366976;6;26.4306030273;29.7314720154;21;64.417591095;
71;7;33.5272789001;40.0;12;42.2162768841;6;26.6125068665;29.9579029083;21;65.1052589417;
72;7;34.1817474365;41.3899993896;12;43.331551075;6;26.6993408203;30.0;21;65.6133613586;
73;8;34.1179580688;42.6872596741;12;44.3051755428;6;26.7565040588;30.0;22;66.0;
74;8;34.734992981;43.9097442627;13;45.0233383179;6;26.7999992371;30.0;22;66.0;
75;8;32.4347496033;45.5822601318;14;45.5710384846;6;26.7999992371;30.0;22;66.0;
76;8;31.9580078125;45.0;14;46.125905633;6;24.7999992371;31.0;22;67.0;
77;8;32.0489578247;46.0;14;46.5969320536;6;24.7999992371;33.0;22;67.0599999428;
78;8;29.3999996185;49.4682731628;15;47.0897088051;6;24.7999992371;35.0;21;67.1229639053;
79;9;29.0069313049;49.7923431396;15;47.6041481495;6;23.7999992371;35.0;21;67.1889609098;
80;9;25.3999996185;52.7410163879;15;49.1399645805;7;24.7999992371;37.0;20;69.2580518723;
81;9;24.3999996185;55.8865699768;18;49.736656189;7;26.7999992371;41.0;21;69.5402884483;
82;10;24.3999996185;57.0691719055;17;50.3546676636;7;29.015499115;45.0;22;69.8565789461;
83;10;27.2686519623;55.0;17;50.9930090904;8;28.75;49.0;21;70.2112175226;
84;10;26.0;59.0;18;51.6504234076;8;28.75;53.0;21;70.6087737083;
85;10;27.0;63.350605011;19;52.3253811598;8;28.75;56.0;20;71.0539859533;
86;10;28.0;65.6059188843;19;53.0160803795;8;28.75;59.0;21;71.5515980721;
87;10;29.0;67.6288757324;17;53.7204575539;8;28.75;61.8698272705;21;72.1061290503;
88;10;30.0;69.6524047852;15;54.4362022877;8;28.75;63.9155807495;22;72.7215690613;
89;11;31.0;71.6765136719;11;65.1607855558;9;28.75;66.9629058838;21;73.4010000229;
90;11;33.0;74.7011871338;12;66.3914936781;9;29.75;68.0117645264;23;74.1461532116;
91;11;35.0;77.7264099121;11;67.5979719162;9;28.75;68.9899749756;24;74.9569317102;
92;12;34.0;78.7521820068;9;57.3597753048;10;28.75;68.0665740967;22;86.8034424782;
93;12;35.0;81.7784729004;10;58.0914213657;10;29.75;70.1448745728;22;88.1775257587;
94;12;35.4000015259;83.6299057007;10;58.817450881;10;30.75;72.2247848511;23;89.5691289902;
95;12;35.4000015259;84.7283172607;10;59.5349838734;10;31.75;71.3061981201;23;90.966288209;
96;12;35.4000015259;85.4483184814;10;60.2412757874;10;30.75;73.3890075684;24;92.3553608656;
97;12;35.4000015259;85.6627120972;12;60.9337698221;10;30.75;75.4730987549;24;93.7215446234;
98;12;35.4000015259;85.8737792969;13;61.6101382971;10;31.75;74.5583343506;24;95.0496655703;
99;12;35.4000015259;86.0808105469;13;63.2683206797;10;30.75;76.644569397;25;96.3251419067;
100;12;36.4000015259;87.2831115723;14;64.9665455818;10;30.75;78.7316589355;26;97.5349854231;
101;12;38.4000015259;89.4801330566;15;65.7963124514;10;31.75;77.8194503784;25;98.6686720848;
102;12;39.4000015259;92.6713867188;15;66.6273101568;10;30.75;75.8194503784;26;99.7187501192;
103;12;39.4000015259;95.8564682007;16;67.4610801935;10;30.75;79.3990783691;26;100.585426331;
104;12;39.8543968201;99.0350952148;16;68.2995363474;10;31.75;79.4194488525;24;101.331695676;
105;12;39.4000015259;98.8721847534;15;69.1448872089;10;30.75;83.8751831055;25;102.008299232;
106;12;39.4000015259;101.524703979;16;69.9995367527;10;30.75;85.1166763306;22;102.617477059;
107;13;39.4000015259;101.798187256;18;70.8659564257;10;30.75;86.2373580933;22;103.163248301;
108;15;39.4000015259;102.064544678;15;71.709777832;10;30.75;87.3573684692;24;103.65077877;
