Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;4;20.0;1;9.14999961853;10.5;5;21.0;
7;1;11.0;10.0;4;20.3999996185;1;9.72500038147;10.5;5;21.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.72500038147;10.5;5;21.4200000763;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.81949996948;10.9099998474;4;22.758436203;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.1206493378;10.8792181015;4;23.1000000238;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;10.1975002289;11.0;4;24.8149009943;
12;1;11.8743057251;11.4571752548;4;23.6214065552;2;10.5833530426;11.7700004578;5;26.3006643057;
13;1;13.6125736237;11.8107032776;5;24.1832637787;2;12.2819604874;12.4126424789;5;27.5660959482;
14;2;15.6125736237;12.0916318893;4;25.6226100922;2;14.2819604874;12.9308347702;5;28.6384222507;
15;2;17.6125736237;12.3113050461;4;26.0917595625;2;16.2819595337;13.3366470337;5;29.5544860363;
16;2;18.9515743256;12.4808797836;4;26.2754310369;2;17.4586315155;13.6469516754;5;30.3533427715;
17;2;19.9952030182;12.5;4;26.4377241135;2;18.5335998535;13.879781723;5;30.9674448967;
18;2;21.0438919067;12.5;4;26.6183350086;2;18.9500007629;14.0;5;31.3838531971;
19;2;21.9855003357;12.5;4;26.8187118769;2;19.9500007629;14.0;5;31.8446035385;
20;2;22.0456142426;12.5;4;27.0402543545;2;20.2999992371;14.0;5;32.350376606;
21;2;22.1120758057;12.5;4;27.2842636108;2;20.2999992371;14.0;5;32.9006829262;
22;3;22.1852798462;12.5;4;27.5518820286;2;20.2999992371;14.0;5;33.4936323166;
23;3;22.2655639648;12.5;4;27.8440244198;2;20.2999992371;14.0;6;34.1257500648;
24;3;22.3532066345;12.5;4;28.1613030434;2;20.2999992371;14.0;6;34.7918796539;
25;3;19.5;14.2903261185;4;28.5039470196;2;20.2999992371;14.0;5;35.4852027893;
26;3;20.5;13.3759870529;4;28.871723175;2;20.2999992371;14.0;5;36.1974048615;
27;3;19.5;13.5;4;29.263862133;2;20.2999992371;14.0;5;36.9189891815;
28;3;18.7791595459;14.5;5;29.6789975166;2;20.2999992371;14.0;5;37.6397333145;
29;3;17.9036998749;15.5;5;30.1151270866;3;21.2999992371;14.5;4;39.3492431641;
30;3;17.034538269;16.5;4;30.5695996284;3;20.2999992371;15.5;5;40.1975461245;
31;3;16.170879364;17.5;4;31.0391392708;3;19.2999992371;16.0;5;41.0393987894;
32;3;15.8117418289;18.5;4;31.5199065208;3;18.2999992371;17.0;5;41.8701562881;
33;3;15.9559717178;19.5;4;32.007601738;3;17.2999992371;18.0;5;42.6870828867;
34;3;16.1022796631;20.5;5;33.4976010323;3;16.2999992371;19.0;5;43.4894244671;
35;3;17.2492790222;21.8999996185;4;34.1151250601;3;16.0;20.0;5;44.2782843113;
36;3;17.2492790222;20.9519996643;4;34.7408517599;3;16.0;21.0;5;45.0563247204;
37;3;17.6319084167;20.5;4;35.371670723;3;16.0;22.0;5;45.8273291588;
38;3;18.6805973053;21.5;1;36.0048801899;3;16.0;23.0;5;46.595685482;
39;3;17.2492790222;20.5;1;36.6383014917;3;16.0;24.0;5;47.3658266068;
40;3;17.2492790222;20.5;1;37.2703435421;3;16.0;25.0;7;48.1416754723;
41;3;18.2492790222;21.5;1;37.9000177383;3;16.0;26.0;7;48.9261388779;
42;3;17.2492790222;20.5;11;38.5268995762;3;16.0;27.0;7;49.7161855698;
43;3;17.2492790222;20.5;12;39.1510341167;3;17.0;25.0;8;50.3611893654;
44;3;18.2492790222;21.5;13;39.7728095055;3;16.0;26.0;9;51.0379443169;
45;3;17.2492790222;20.5;13;40.392793417;3;16.0;27.0;9;51.7390680313;
46;3;19.2492790222;21.5;13;41.0115613937;4;18.0;25.5;9;53.4557781219;
47;3;21.2492790222;22.5;14;41.6295208931;4;18.0;26.5;10;54.3382588625;
48;4;23.2492790222;24.5;13;42.2467532158;4;18.0;27.5799999237;10;55.2399021387;
49;4;22.2492790222;26.5;14;42.8628840446;4;19.0;28.5799999237;11;56.1532897949;
50;4;24.2492790222;27.5;15;43.4769892693;4;20.0;30.5799999237;11;57.0717731714;
51;4;26.2492790222;27.5;16;44.0391392708;4;21.0;32.5800018311;11;57.9899413586;
52;4;24.7492790222;28.5;16;44.5199065208;4;22.0;34.5800018311;13;58.9039394855;
53;4;24.7492790222;29.5;16;45.007601738;4;23.5345230103;36.0;14;59.8115928173;
54;4;25.5;30.5;17;45.4976010323;4;24.0;36.0;14;60.7123198509;
55;4;23.5;32.5;17;46.9851250648;4;24.2999992371;35.5559234619;15;61.6068501472;
56;4;25.5;33.5;17;47.5054206848;4;24.2999992371;35.7720146179;15;62.4967842102;
57;4;26.5;33.5;18;48.0151305199;4;25.2047042847;34.0;16;63.3840517998;
58;5;27.5;34.5;17;48.5100986958;4;25.3221263885;34.0;16;64.2703409195;
59;5;26.8370666504;34.5;17;48.9866970778;4;25.4494552612;34.0;17;65.1565561295;
60;5;27.5;36.5;19;49.4419306517;4;25.5861415863;34.0;16;66.0423722267;
61;5;28.8635520935;37.5;19;49.8735020161;4;25.7312660217;34.0;16;66.9259333611;
62;5;30.0620498657;35.5;18;50.2798335552;4;24.2999992371;35.0;18;67.7390680313;
63;5;28.7925052643;37.0219268799;19;50.6600410938;5;25.2999992371;34.0;17;68.4557781219;
64;5;29.2980117798;37.5;19;52.0138825178;5;26.2025489807;34.0;17;69.1782588959;
65;5;29.3128166199;37.5;19;52.3916746378;5;26.36510849;34.0;18;69.8961582184;
66;5;29.8921031952;39.0811309814;18;52.746175766;5;24.36510849;34.0;18;70.5991659164;
67;6;30.8921031952;41.1017456055;20;63.0785583258;5;24.2999992371;34.0;18;71.2776012421;
68;6;33.2096977234;40.5;20;63.7902561426;5;25.2999992371;34.0;18;71.9229507446;
69;6;35.7534942627;41.5;19;64.457275033;5;26.2999992371;34.0;20;73.5282850266;
70;6;36.3243255615;42.8010444641;20;66.9041489363;5;25.2999992371;36.0;21;74.1785143614;
71;6;37.7487030029;43.3856620789;20;69.0269531012;5;27.2999992371;36.0;21;74.7875885963;
72;6;38.7703971863;44.1262779236;21;70.8616056442;5;28.2999992371;37.0;21;75.3545597792;
73;6;39.1705322266;45.4789619446;21;72.4477803707;5;29.2999992371;38.0;22;76.3988500834;
74;6;38.8925209045;47.5758972168;23;73.6760931015;5;29.5570697784;39.0;22;78.9558188915;
75;7;39.0966796875;47.8562011719;20;74.6372355223;5;27.7460708618;40.4199981689;22;81.1184532642;
76;8;39.2275810242;48.0;21;75.5192184448;5;28.7460708618;41.4199981689;22;82.9456857443;
77;8;39.3412017822;49.9405021667;21;76.198652029;5;27.7460708618;43.3537368774;22;84.2543926239;
78;8;40.138168335;50.0;22;76.6642198563;5;27.4890003204;44.54945755;22;85.3272745609;
79;8;40.1716766357;51.0;22;77.1138894558;5;27.75;45.7165908813;23;86.1089572906;
80;8;38.2058410645;53.0;22;77.5140180588;5;29.75;45.8976516724;23;86.66659832;
81;8;36.4000015259;56.0;23;78.8021767139;5;30.75;45.0929031372;24;87.1997971535;
82;8;38.275894165;55.0;23;80.1576464176;5;30.75;47.302406311;24;87.6085550785;
83;8;37.4000015259;60.0;23;80.5827143192;5;28.7999992371;47.5259895325;24;87.9474506378;
84;8;40.3477478027;60.0;24;81.0196527243;5;27.7999992371;48.7632141113;24;88.304795742;
85;8;42.384147644;59.0;24;81.4677504301;5;27.7999992371;50.5259895325;24;88.6791067123;
86;8;38.4000015259;64.0;24;81.9262079;5;28.7999992371;52.5259895325;25;89.0684499741;
87;8;37.4000015259;68.0751113892;25;82.3941411972;5;28.8499984741;54.5259895325;25;89.4704566002;
88;8;37.4000015259;67.161819458;25;82.8705931902;5;29.7999992371;57.5259895325;26;89.8823571205;
89;8;35.4000015259;69.2500534058;25;83.3545411825;5;30.7999992371;60.5259895325;26;90.3010420799;
90;8;35.0;71.3396987915;26;83.8449090719;5;30.7999992371;63.4107284546;26;90.7231464386;
91;8;36.0;70.4306335449;27;84.3405801058;5;30.7999992371;65.7062072754;27;91.1451482773;
92;8;36.0;70.8698272705;27;84.8404109478;5;28.7999992371;69.0016021729;28;91.5634860992;
93;8;35.0;73.9155807495;29;85.3432439566;5;27.7999992371;72.2944412231;29;91.9746761322;
94;8;37.0;71.9629058838;30;85.847921133;5;26.7999992371;75.5822753906;29;92.3754291534;
95;8;37.3447952271;71.4164733887;31;86.3532958031;5;26.75;78.8628005981;30;92.7627563477;
96;8;38.3786468506;71.4869613647;31;86.8582456112;5;27.75;79.1339263916;31;93.1340560913;
97;9;39.4117965698;71.559463501;31;87.3616838455;5;27.75;79.3938369751;28;93.4871740341;
98;9;40.4441833496;71.6338806152;31;87.8625655174;5;27.75;79.6410217285;25;93.8204421997;
99;9;41.4757537842;73.7101211548;31;88.3598966599;5;27.75;76.8743133545;26;94.1326885223;
100;9;42.5064620972;75.4981689453;30;88.8527395725;5;26.75;78.092880249;27;94.4232244492;
