Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;9.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;10.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;11.0;10.0;4;20.0;2;9.41710090637;10.5;4;22.2917383909;
7;1;11.0;10.0;4;20.3999996185;2;10.0156412125;10.5;4;22.4042263031;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;10.0409517288;10.5;4;22.9589728117;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;11.597111702;10.4951858521;3;23.0419120789;2;10.2746782303;10.8792181015;3;23.8415006399;
11;2;11.9125738144;11.0209560394;3;23.944350481;2;10.3643379211;11.0;3;25.6606454849;
12;2;12.1833057404;11.4571752548;3;24.6819975376;2;10.773645401;11.7700004578;4;27.2614676952;
13;2;14.9215736389;11.8107032776;4;25.2750298977;2;12.4981412888;12.4126424789;4;28.6526534557;
14;2;16.9215736389;12.0916318893;4;25.746127367;2;14.4981412888;12.9308347702;4;29.8608493805;
15;2;17.94962883;12.3113050461;4;26.1175945997;2;16.4981403351;13.3366470337;4;30.9217379093;
16;2;18.9593238831;12.4808797836;4;26.1887089014;2;17.7662620544;13.6469516754;4;31.8725180626;
17;2;19.9691867828;12.5;4;26.2221269608;2;18.8754138947;13.879781723;4;32.6429929733;
18;2;20.9792118073;12.5;4;26.2560760975;2;19.9946746826;14.0;4;33.2167277336;
19;2;21.8768234253;12.5;4;26.2905418873;2;21.1237640381;14.0;4;33.8314290047;
20;2;21.8871631622;12.5;3;26.3255085945;2;21.6120700836;14.0;4;34.4827160835;
21;2;21.8976516724;12.5;5;26.3609591722;2;21.7586097717;14.0;4;35.1645216942;
22;2;21.9082870483;12.5;5;26.3968753815;2;21.9120159149;14.0;4;35.8691868782;
23;2;21.9190635681;12.5;5;26.4332377911;2;22.0705661774;14.0;5;36.5877075195;
24;2;21.9299716949;12.5;5;26.4700255394;2;22.2322330475;14.0;5;37.3101301193;
25;2;21.9410076141;12.5;5;26.5072168112;2;22.3947792053;14.0;6;38.0260667801;
26;2;21.9521656036;12.5;7;26.5447884798;3;23.5558643341;14.3000001907;5;39.7252779007;
27;2;21.9634361267;12.5;7;26.5827163458;3;24.713186264;14.3000001907;5;40.5582591295;
28;2;21.5;13.1330862045;7;26.6209751368;3;24.8646087646;14.5799999237;5;41.3805042505;
29;2;21.9862918854;12.5;7;26.6595385075;3;25.3106117249;14.0;5;42.1882972717;
30;2;21.9978618622;12.5;7;26.6983793974;3;23.1426887512;15.7770614624;5;42.9799314737;
31;2;22.009513855;12.5;7;26.7374696732;3;22.2667961121;16.8970851898;5;43.7556865215;
32;2;22.0212402344;12.5;8;26.7767804861;3;21.3799552917;18.0334949493;6;44.5176250935;
33;2;21.5;13.2107124329;9;26.8162822723;3;21.0164642334;18.0;6;45.2692306042;
34;2;21.5;13.2265129089;9;26.8559447527;3;19.572883606;20.0;6;46.014942646;
35;2;21.5;13.2423782349;9;26.8957372904;3;19.3531951904;21.5559253693;6;46.759624958;
36;2;22.0687217712;12.5;9;26.9356285334;3;19.4235095978;22.7720146179;6;47.5080156326;
37;2;21.5;13.2742509842;10;26.9755871296;3;20.3893032074;22.0;6;48.2641968727;
38;3;22.0926761627;12.5;7;36.7980937958;3;19.5373153687;24.0;6;49.0311145782;
39;3;22.5;14.3062324524;7;37.2506680489;3;20.5825443268;24.0;7;49.7161855698;
40;3;23.5;15.3222312927;7;37.6785509586;3;20.8861427307;25.0;9;50.3611893654;
41;3;24.1286640167;15.5;7;38.0800805092;3;21.0312690735;26.0;9;51.0379443169;
42;3;25.1406364441;18.5;7;38.4542963505;3;21.1835365295;27.0;9;51.7390680313;
43;3;26.1525821686;21.5;7;38.8008892536;3;20.6000003815;26.0;12;52.4557781219;
44;3;27.1644897461;23.5;7;39.1201198101;3;22.6000003815;27.0;12;53.1782588959;
45;3;27.7360363007;25.5;7;39.4127297401;3;24.6000003815;28.0;12;53.8961582184;
46;3;27.8238182068;27.5;7;39.6798372269;3;25.8266372681;29.0;13;54.5991659164;
47;3;27.9039516449;27.5;8;39.9228403568;3;26.9848136902;30.0;13;55.2776012421;
48;3;27.976852417;27.5;8;40.1433260441;3;25.1374607086;32.0;13;55.9229507446;
49;3;28.0429973602;27.5;9;40.3429882526;3;24.2826652527;33.0;13;56.5282850266;
50;4;28.102897644;27.5;8;40.4868011475;3;23.2826652527;32.0;13;57.088514328;
51;4;28.1460399628;27.5;8;40.5244314671;3;25.2826652527;30.0;14;57.6004695892;
52;4;28.1573295593;27.5;8;40.5616812706;4;27.2826652527;29.0;14;58.0628213882;
53;4;28.1685028076;27.5;9;40.5985264778;4;28.7641353607;29.0;14;58.4758720398;
54;4;28.1795578003;27.5;9;40.6349442005;4;29.1570701599;29.0;15;58.8412618637;
55;4;28.1904830933;27.5;8;40.6709127426;4;29.2392845154;29.0;15;59.1616458893;
56;4;28.2012729645;27.5;8;40.7064116001;4;29.3113708496;29.0;16;59.4403705597;
57;5;28.2119235992;27.5;7;40.7414214611;4;29.3740825653;29.0;16;59.6811828613;
58;5;28.2224254608;27.5;8;40.7759244442;4;29.4282646179;29.0;17;59.8879890442;
59;5;28.2327766418;27.5;8;40.8099038601;4;29.4747962952;29.0;17;60.0;
60;5;28.2429695129;27.5;8;40.84334445;4;29.5;29.0;18;60.0;
61;5;28.2530021667;27.5;9;40.8762321472;4;29.5;29.0;18;60.0;
62;5;28.2628688812;27.5;9;40.9085543156;4;29.5;29.0;18;60.0;
63;5;28.2725658417;27.5;9;40.940299511;4;29.5;29.0;19;60.0;
64;5;28.2820892334;27.5;9;41.9714579582;4;29.5;29.0;19;61.0;
65;5;29.291437149;28.5;8;43.3117353916;4;30.5;30.0;19;61.0399999619;
66;5;30.6875190735;30.0;8;44.402328968;4;31.5;31.0;20;61.0811839104;
67;6;32.0086402893;32.3899993896;8;46.2798463106;5;31.5;32.0;19;62.9451764822;
68;6;33.2657814026;34.6872596741;8;47.0824539661;5;30.0546646118;34.4199981689;20;64.4657615423;
69;6;33.8003921509;36.9097442627;8;47.5769541264;5;31.0306034088;34.7314720154;20;65.6999772787;
70;6;33.9425163269;38.5509490967;9;47.7728639841;5;29.2125072479;35.957901001;21;66.4609670639;
71;8;31.9950141907;40.5614051819;4;62.9780541658;5;30.2993431091;35.0;22;67.0455895662;
72;8;29.6135559082;43.5719451904;5;64.2429995537;5;28.7565040588;36.0;23;67.5119713545;
73;8;28.0783729553;47.5825614929;5;65.4231196642;5;27.7999992371;36.0;23;67.5949487686;
74;8;27.3999996185;51.6859092712;5;66.5082632303;5;25.7999992371;38.0;23;67.6811565161;
75;8;28.9718055725;52.6040077209;5;67.4951063395;5;24.7999992371;40.0;25;67.7705745697;
76;8;28.0238075256;56.6148300171;6;68.3861813545;5;23.7999992371;42.0;25;67.8631654978;
77;8;27.3999996185;59.9885025024;6;70.1883922815;5;22.7999992371;42.0;24;67.9588732719;
78;9;29.3999996185;61.6217346191;6;70.9714071751;5;22.7999992371;43.0;24;68.0576226711;
79;10;31.121963501;63.6476516724;5;73.2303581238;5;22.7999992371;44.0;26;68.1593182087;
80;10;30.1698875427;67.6651687622;7;75.1027234793;5;23.75;46.0;27;68.2638440132;
81;10;30.1698875427;67.6829223633;9;76.492607832;5;24.75;48.0;28;68.3710632324;
82;10;28.1698875427;69.7009124756;9;77.5345346928;5;24.75;50.0;28;68.4808182716;
83;10;27.1698875427;70.4079360962;10;78.2517374754;5;24.75;52.0;28;68.5929310322;
84;10;27.1698875427;71.473274231;10;79.7640161514;5;24.75;54.0;28;68.7072033882;
85;9;24.0;62.5380744934;10;60.4652935266;7;24.75;56.0;21;89.8234181404;
86;9;25.0;66.6022415161;11;61.6541574001;7;25.75;59.0;21;89.9413404465;
87;9;26.0;70.6656646729;12;62.421636939;7;25.75;60.0;22;90.0607194901;
88;10;26.0;75.7090988159;10;63.2365406752;7;24.75;64.0;23;90.1812899113;
89;10;27.0;77.7514648438;11;64.1011617184;7;24.75;68.0;24;90.3027741909;
90;11;27.6740474701;78.7926940918;9;65.0178232193;7;26.75;66.0;24;90.424885273;
91;11;28.7869720459;80.8327331543;9;65.9886807203;7;24.75;69.0;24;91.547328949;
92;11;30.0;80.8715362549;11;67.015465498;7;26.0;73.0;25;91.7298064232;
93;11;30.0;82.4418106079;11;68.0991396904;7;30.0;71.0;26;91.9149820805;
94;11;31.0;83.7167739868;13;70.2394915819;7;28.2999992371;75.0;27;92.1026264429;
95;12;34.0;83.0153503418;12;91.4646852016;7;28.2999992371;79.0;28;92.292506218;
96;12;36.0;86.265411377;13;95.5414078236;7;30.2999992371;77.0;28;92.4843865633;
97;12;39.0;90.6351165771;14;98.4629075527;7;28.2999992371;80.0;27;92.6780318022;
98;12;42.0;92.0258789062;13;101.167357683;7;28.2999992371;83.0;28;92.8732066154;
99;12;41.5999984741;96.4345321655;12;103.646152139;7;30.2999992371;80.0;28;93.0696774721;
100;12;41.5999984741;100.856796265;13;105.907680035;7;28.2999992371;83.0;28;93.2672131062;
