Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.6999998093;5;21.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.6999998093;5;21.0;
4;1;9.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
5;1;10.0;10.0;4;20.0;1;8.14999961853;10.5;5;21.0;
6;1;11.0;10.0;3;20.0;2;9.14999961853;10.6999998093;4;22.0;
7;1;11.0;10.0;3;20.3999996185;2;9.95000076294;10.5;4;22.0900000334;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;9.9702501297;10.5;4;22.618019104;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;10.0890541077;10.7100000381;4;23.0738848448;
10;1;11.2971115112;10.4951858521;3;22.0419120789;2;10.1916246414;10.8792181015;4;23.442843914;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;10.2746400833;11.0;4;25.2073103189;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;10.6716451645;11.7700004578;5;26.7482377291;
13;1;13.6125736237;11.8107032776;3;24.1832637787;2;12.3826637268;12.4126424789;5;28.074546814;
14;1;14.6125736237;12.0916318893;3;24.6226100922;2;14.3826637268;12.9308347702;5;29.2133922577;
15;2;16.6125736237;12.3113050461;3;25.9617595673;2;16.3826637268;13.3366470337;5;30.2012972832;
16;3;18.6125736237;12.4808797836;2;26.0199999809;2;17.6041641235;13.6469516754;5;31.0766849518;
17;3;19.9185733795;12.5;2;26.0401959419;2;18.696352005;13.879781723;5;31.7709991932;
18;3;20.9246330261;12.5;2;26.0605818033;2;19.7984752655;14.0;5;32.2698645592;
19;3;21.8181743622;12.5;3;26.0811508894;2;20.9107208252;14.0;5;32.8134241104;
20;3;21.824344635;12.5;3;26.1018965244;2;21.383020401;14.0;5;33.400015831;
21;3;21.8305683136;12.5;3;26.1228116751;2;21.5150032043;14.0;5;34.0264167786;
22;3;21.8368434906;12.5;3;26.1438889503;2;21.6559429169;14.0;5;34.6877307892;
23;3;21.8431663513;12.5;3;26.1651208401;2;21.8047389984;14.0;6;35.3773875237;
24;3;21.8495368958;12.5;4;26.1864993572;2;21.9599113464;14.0;6;36.0872850418;
25;4;21.8559494019;12.5;3;26.2080165148;2;22.119638443;14.0;6;36.8080816269;
26;4;21.8624038696;12.5;4;26.2296639681;2;22.2818183899;14.0;6;37.5296325684;
27;4;19.8688983917;13.5;4;26.2514331341;3;23.4441661835;14.3000001907;5;39.2415313721;
28;4;18.8754291534;14.5;4;26.2733153105;3;24.6043434143;14.5;5;40.0937024355;
29;4;17.8819942474;15.5;4;26.2953014374;3;24.7600822449;14.5799999237;5;40.9407173395;
30;4;16.888589859;16.5;4;26.3173824549;3;23.2116584778;15.0;5;41.7776851654;
