Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;9.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;2;10.0;10.0;4;21.0;1;7.0;11.6999998093;5;21.0;
3;2;11.0;10.0;5;21.0900000334;1;8.0;10.6999998093;5;21.0;
4;2;12.0;10.0;5;21.1871190071;1;8.14999961853;10.5;5;21.0;
5;2;13.3561353683;10.0;5;21.2917383909;2;8.14999961853;10.6999998093;3;22.0;
6;2;14.3875217438;10.0;5;21.4042263031;2;9.375;10.5;3;22.0900000334;
7;2;14.4212684631;10.0;5;21.9389723539;2;9.9702501297;10.5;3;22.1871190071;
8;2;14.5816917419;10.1999998093;5;22.4109756947;2;9.99210166931;10.5;3;22.7236096859;
9;2;14.7232933044;10.3632001877;5;23.7114653587;2;10.1128120422;10.7100000381;3;23.1884489059;
10;2;15.1134395599;10.9097137451;5;24.8527286053;2;10.2174015045;10.8792181015;3;23.5668647289;
11;2;17.1134395599;11.3658018112;5;25.8476524353;2;10.3025445938;11.0;3;25.3486820459;
12;2;19.1134395599;11.7372808456;5;26.7164058685;2;10.703453064;11.7700004578;4;26.9087285995;
13;2;20.0149211884;12.0336990356;5;27.4822225571;2;12.4187746048;12.4126424789;4;28.2558913231;
14;2;20.2446670532;12.2662630081;5;28.168181181;2;14.4187746048;12.9308347702;4;29.4172105789;
15;2;20.4504547119;12.446267128;5;28.6269388199;2;16.4187736511;13.3366470337;4;30.428994894;
16;2;20.5880813599;12.5;5;29.0031633377;2;17.6553955078;13.6469516754;4;31.3293325901;
17;2;22.6687088013;12.5;5;29.4033532143;2;18.7531986237;13.879781723;4;32.049197197;
18;2;23.7887649536;12.5;5;29.8259272575;2;19.8610706329;14.0;4;32.573600769;
19;2;24.9155387878;12.5;5;30.268661499;2;20.9790611267;14.0;4;33.1419348717;
20;2;26.0483589172;12.5;5;30.7286863327;2;21.4569339752;14.0;4;33.7516689301;
21;2;26.2186050415;12.5;5;31.2025241852;2;21.5941238403;14.0;4;34.3986358643;
22;3;26.3607578278;12.5;4;31.6861643791;2;20.2999992371;15.0;4;35.0769786835;
23;3;26.5058498383;12.5;4;32.1751794815;2;21.2999992371;14.0;5;35.7792286873;
24;3;24.5058498383;13.5;4;32.6648726463;2;22.0503253937;14.0;5;36.4965333939;
25;4;24.5;14.5;3;33.1504516602;2;22.2117195129;14.0;6;37.2190332413;
26;4;25.5;12.5;3;33.6272163391;2;22.3742828369;14.0;6;37.9363632202;
27;4;24.5;13.5;3;34.0907382965;2;22.5356807709;14.0;6;38.6382322311;
28;4;23.5;13.5;3;34.5370264053;2;22.6936016083;14.0;6;39.3150119781;
29;4;23.5;13.5;3;34.9626617432;2;22.8458766937;14.0;6;39.9582691193;
30;4;21.5;15.5;3;36.3648881912;2;22.9906101227;14.0;6;40.5611724854;
31;4;21.5;18.1000003815;3;36.7416639328;2;23.1262626648;14.0;6;41.1187410355;
32;4;21.5;20.1000003815;3;37.0916633606;2;23.2517166138;14.0;6;41.627913475;
33;4;21.5;19.1000003815;3;37.4142465591;2;21.3662796021;15.0;6;42.0874586105;
34;4;19.5;21.1000003815;3;37.7093906403;2;20.4696769714;16.0;6;42.4977617264;
35;4;19.0;23.1000003815;3;38.9776067734;2;19.56199646;17.0;6;42.8605298996;
36;4;21.0;22.5;3;39.2498409748;2;18.6436195374;18.0;6;43.1784667969;
37;4;21.0;24.5120010376;4;39.4979641438;2;17.7151546478;19.0;7;43.4549474716;
38;5;21.0;26.5242366791;3;39.7234885693;2;17.4773635864;20.0;7;43.693734169;
39;5;23.3275299072;27.5242366791;3;39.9280769825;2;17.5310897827;21.0;7;43.8987360001;
40;5;23.0;29.5242366791;3;40.1134651899;2;17.5772151947;22.0;7;44.0;
41;5;25.0;29.5242366791;4;40.1887089014;2;17.6000003815;23.0;8;44.0;
42;5;27.3566131592;31.5242366791;4;40.2221269608;2;17.6000003815;24.0;8;44.0;
43;5;29.3666381836;33.0999984741;4;40.2560760975;2;17.6000003815;25.0;8;44.0;
44;5;31.2768230438;33.0999984741;5;40.2905418873;2;17.6000003815;26.0;9;44.0;
45;6;32.2871627808;33.0999984741;4;40.3255085945;2;17.6000003815;27.0;9;44.0;
46;6;32.4000015259;33.0999984741;4;40.3609591722;2;17.6000003815;29.0;9;44.0;
47;6;32.8082885742;33.0999984741;4;40.3968753815;2;17.6000003815;31.0;10;44.0;
48;6;32.8190612793;33.0999984741;4;41.4332377911;2;17.6000003815;33.0;11;44.0;
49;6;33.4000015259;34.6732940674;4;41.5000255108;2;17.6000003815;35.0;12;44.0;
50;6;34.4000015259;35.6880111694;5;41.5678077936;2;17.6000003815;37.0;12;44.0;
51;6;35.1703414917;36.0999984741;6;41.6365545988;2;18.6000003815;35.0;12;44.0;
52;6;33.1909637451;38.0999984741;6;41.7062336206;2;17.6000003815;36.0;13;44.0;
53;6;31.3999996185;40.7330856323;7;41.7768101692;2;17.6000003815;37.0;14;44.0;
54;6;30.9862918854;41.5623321533;8;41.8482474089;2;18.6000003815;35.0;14;44.0;
55;6;31.3544750214;42.0999984741;8;41.9205063581;2;17.6000003815;36.0;16;44.0;
56;6;31.3761520386;43.0999984741;8;41.9935457706;2;17.6000003815;37.0;17;44.0;
57;6;32.3980636597;41.0999984741;9;42.0673223734;2;18.6000003815;35.0;17;44.0;
58;7;30.8871631622;42.810710907;8;42.1417908669;2;17.6000003815;36.0;18;44.0;
59;7;31.4425354004;42.5;8;43.6583222151;2;17.6000003815;37.0;18;44.0;
60;7;32.7744979858;41.6119995117;9;44.9164061546;3;18.6000003815;35.0;13;59.0;
61;7;31.3798065186;42.1937332153;9;45.9520975351;3;18.6000003815;37.0;12;59.75;
62;7;30.2424888611;43.1203956604;13;46.8035137653;3;19.6000003815;39.0;14;60.4193744659;
63;8;29.2580871582;42.1567077637;14;47.3583651781;3;21.6000003815;38.0;14;61.0072898865;
64;8;29.9077110291;40.6872596741;14;47.7034400702;3;21.6000003815;40.0;14;61.5162696838;
65;8;29.4520130157;43.0145568848;14;48.0221859217;4;23.6000003815;43.0;14;62.9513263702;
66;8;28.7999992371;44.9431266785;16;48.2066794634;4;26.6000003815;42.0;14;63.4790898561;
67;8;25.7999992371;47.0029525757;16;48.3469432592;5;26.7217960358;45.0;13;64.9707618952;
68;9;24.0;49.0633354187;13;68.4883853197;5;27.7910804749;48.0;16;65.596886754;
69;9;26.0;49.1242179871;13;70.4308655262;5;28.8486213684;48.0;16;66.1379158497;
70;9;26.0;53.0892333984;13;72.1438429356;5;27.875;50.0;18;66.6211144924;
71;9;27.0;57.0892333984;15;73.6037691832;7;27.875;52.0;16;67.1698263884;
72;9;28.0;61.0892333984;15;74.8135676384;7;28.875;50.0;17;67.7900691032;
73;9;29.0;65.0892333984;16;75.7955001593;7;27.875;51.0;17;68.4875047207;
74;9;30.0;69.0892333984;18;76.5824383497;7;27.875;52.0;18;69.2671072483;
75;9;31.0;73.4019775391;19;77.2103165388;7;28.875;50.0;18;72.1481041908;
76;9;32.0;77.4812469482;20;77.6448488235;7;28.0032501221;50.0;19;74.7732532024;
77;9;33.0;81.4946365356;20;77.7902220488;7;27.1102485657;50.0;19;78.2081031799;
78;9;33.4000015259;85.5080566406;20;77.9352544546;7;27.1984004974;50.0;19;80.3304405212;
79;9;33.4000015259;88.0598754883;20;78.0797905922;7;28.6702575684;49.0;20;82.3648042679;
80;9;33.4000015259;90.122177124;25;78.2236772776;7;29.7250003815;49.0;20;84.2044929266;
81;9;33.4000015259;92.1842346191;25;78.3667644262;7;30.7250003815;49.0;20;85.9439768791;
82;9;33.4000015259;94.2459640503;26;78.5089049339;7;31.7250003815;49.0;22;87.7548552752;
83;9;33.4000015259;96.3073196411;27;78.6499562263;8;29.7250003815;50.0;22;89.6106547117;
84;9;33.4000015259;98.3682403564;27;78.7897804976;8;28.7250003815;51.0;22;91.4814829826;
85;9;34.4000015259;97.4286651611;27;78.92824471;8;27.7250003815;52.0;22;93.3358622789;
86;9;33.4000015259;99.4885482788;30;79.0652219057;8;26.7250003815;53.0;23;95.1428625584;
87;10;34.4000015259;98.5478210449;33;79.2005906105;8;26.7250003815;56.0;23;96.8742398024;
88;10;34.4000015259;97.6064453125;34;79.3342367411;8;26.7250003815;59.0;23;98.5062702894;
89;11;33.4000015259;99.6643676758;31;108.21605289;8;26.7250003815;62.0;24;101.021035671;
90;11;35.4000015259;99.7215423584;31;111.867812037;8;27.7250003815;67.0;24;102.587016463;
91;13;36.4000015259;99.7779388428;29;114.812404394;8;28.7250003815;72.0;25;104.049277067;
92;13;36.4000015259;102.833511353;31;117.012383461;9;28.7250003815;77.0;24;105.412520289;
93;13;36.4000015259;102.888214111;32;118.561951518;9;28.7250003815;82.0;24;106.6863271;
94;13;37.4000015259;105.287994385;32;120.613702536;9;28.7250003815;84.0;25;107.883838415;
95;13;37.4000015259;108.359069824;33;121.313414931;9;28.7250003815;87.0;25;109.020388126;
96;14;38.4000015259;109.428848267;33;121.53892839;9;28.7250003815;90.0;25;110.112205267;
