Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;9.0;10.0;4;20.0;1;11.3999996185;16.0;4;32.0;
2;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;32.0;
3;1;9.0;10.0;5;20.0;1;11.3999996185;16.0;6;31.7439994812;
4;1;9.0;10.0;4;20.0;1;11.3487997055;15.8719997406;6;31.3087997437;
5;1;10.0;10.0;3;20.0;1;12.3487997055;15.6543998718;6;30.9171199799;
6;1;11.0;10.0;3;20.0;1;13.3487997055;15.4585599899;6;30.40076828;
7;1;11.0;10.0;3;20.3999996185;1;14.1202306747;15.20038414;5;30.0165309906;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;14.0049591064;15.0082654953;5;29.5355491638;
9;1;11.2179203033;10.3632001877;3;20.9903717041;1;13.8606643677;14.7677745819;5;29.408203125;
10;2;11.597111702;10.4951858521;2;23.0419120789;1;16.0049591064;14.7041015625;5;29.2935905457;
11;2;11.9125738144;11.0209560394;2;23.944350481;1;17.0049591064;14.6467952728;5;29.1904392242;
12;2;12.1833057404;11.4571752548;2;24.6819975376;1;18.0049591064;14.5952196121;5;29.0976028442;
13;2;14.9215736389;11.8107032776;3;25.2750298977;1;19.0049591064;14.5488014221;5;29.01404953;
14;2;16.9215736389;12.0916318893;3;25.746127367;1;20.0049591064;14.507024765;6;28.9388523102;
15;2;17.94962883;12.3113050461;3;26.1175945997;1;20.6816558838;14.4694261551;6;28.871175766;
16;2;18.6125736237;12.4808797836;3;26.1887089014;1;20.6613540649;14.435587883;6;28.8102664948;
17;2;19.6125736237;12.5;3;26.2221269608;1;20.6430797577;14.4051332474;7;28.7554473877;
18;2;20.6125736237;12.5;3;26.2560760975;1;20.6266345978;14.3777236938;8;28.7061100006;
19;2;21.5;12.5;4;26.2905418873;1;20.611831665;14.3530550003;8;28.6617069244;
20;2;21.5;12.5;4;26.3255085945;1;20.5985107422;14.3308534622;8;28.6217441559;
21;2;21.5;12.5;3;26.3609591722;1;20.586523056;14.3108720779;9;28.5857772827;
22;2;21.5;12.5;3;26.3968753815;2;20.5757331848;14.2928886414;8;28.5534076691;
23;2;21.5;12.5;3;26.4332377911;2;20.5660209656;14.2767038345;8;28.524274826;
24;3;21.5;12.5;2;26.4700255394;2;20.5572814941;14.262137413;7;28.4980545044;
25;3;19.5;13.8675060272;4;26.5072168112;2;20.5494155884;14.2490272522;7;28.4744567871;
26;3;20.5;12.8768043518;5;26.5447884798;2;20.5423374176;14.2372283936;7;28.4532184601;
27;3;18.5;14.1179151535;5;26.5827163458;2;20.5359649658;14.22660923;7;28.4341049194;
28;3;17.5;15.1330862045;5;26.6209751368;2;20.5302314758;14.2170524597;7;28.4169025421;
29;3;16.5;16.1483898163;5;26.6595385075;2;20.5250701904;14.2084512711;8;28.4014205933;
30;3;15.9978618622;16.5;5;26.6983793974;2;18.5250701904;15.2084512711;8;28.3874855042;
31;3;15.009513855;17.5;4;26.7374696732;2;17.5250701904;16.2084503174;8;28.3749446869;
32;3;14.0;18.5;4;26.7767804861;2;16.5250701904;17.2084503174;10;28.363658905;
33;3;14.0;19.5;5;26.8162822723;2;15.5250701904;18.2084503174;10;28.3535003662;
34;3;14.0;20.5;6;26.8559447527;2;14.5250701904;19.2084503174;11;28.3443584442;
35;3;14.0;21.5;6;26.8957372904;2;13.5250701904;20.2084503174;11;28.3361301422;
36;3;15.0;19.5;6;26.9356285334;2;12.5250701904;21.2084503174;11;28.3287258148;
37;3;14.0;20.5;6;26.9755871296;2;12.0;22.2084503174;13;28.3220615387;
38;3;14.0;21.5;7;27.015581131;2;12.0;23.2084503174;13;28.3160629272;
39;4;15.0;20.3062324524;6;27.0555787086;2;12.0;24.2084503174;13;28.3106651306;
40;4;14.0;21.3222312927;6;27.0955479145;2;12.0;25.2084503174;14;28.3058071136;
41;4;14.0;22.338218689;6;27.135456562;2;12.0;26.2084503174;15;28.3014335632;
42;4;15.0;20.354183197;8;27.17527318;2;12.0;27.2084503174;14;28.297498703;
43;4;14.6525821686;20.5;8;27.2149660587;2;12.0;28.2084503174;15;28.2939567566;
44;4;14.0;22.3859863281;7;27.2545039654;2;13.0;26.2084503174;16;28.290769577;
45;4;15.0;20.401802063;8;27.293856144;2;12.0;27.2084503174;17;28.2879009247;
46;4;14.0;21.4175415039;8;27.3329925537;2;12.0;28.2084503174;17;28.2853183746;
47;4;14.0;22.4331970215;9;27.3718836308;2;13.0;26.2084503174;19;28.282995224;
48;4;15.0;20.4487533569;10;27.4105007648;2;14.0;25.2084503174;19;28.2809028625;
49;4;14.0;21.4642009735;10;27.4488155842;2;15.0;24.2084503174;19;28.2790203094;
50;4;15.7346448898;20.4642009735;12;27.4868011475;2;16.0;23.2084503174;19;28.2773265839;
51;4;16.0;20.4642009735;12;27.5244314671;2;17.0;22.2084503174;19;28.2758026123;
52;4;17.7573299408;21.4642009735;12;27.5616812706;2;18.0;21.2084503174;19;28.2744293213;
53;4;18.0;22.4641990662;12;27.5985264778;2;19.0;20.2084503174;18;28.2731933594;
54;4;19.0;23.4641990662;13;27.6349442005;2;20.0;19.2084503174;18;28.2720813751;
55;4;20.0;23.5539779663;14;27.6709127426;2;20.4816246033;19.1360397339;15;28.2710819244;
56;4;21.0;23.568365097;14;27.7064116001;2;20.4813232422;19.1355400085;14;28.2701816559;
57;4;22.3119239807;22.5;16;27.7414214611;2;20.481054306;19.1350898743;15;28.2693710327;
58;4;21.5;23.5;16;27.7759244442;3;20.4808120728;19.1346855164;16;28.2686424255;
59;4;21.5;23.610370636;18;27.8099038601;3;20.4805927277;19.1343212128;15;28.2679862976;
60;4;21.5;23.6239624023;19;27.84334445;3;20.4803962708;19.1339931488;15;28.2673950195;
61;4;21.5;23.637336731;20;27.8762321472;3;20.4802188873;19.1336975098;15;28.2668628693;
62;4;22.3628692627;22.5;20;27.9085543156;3;20.48005867;19.133430481;17;28.2663841248;
63;4;21.5;23.5;20;27.940299511;3;20.4799156189;19.1331920624;18;28.265953064;
64;4;21.5;23.6761207581;20;27.9714579582;3;20.4797859192;19.132976532;19;28.2655658722;
65;4;21.5;22.5;21;28.0;3;20.4796695709;19.1327819824;19;28.2652168274;
66;4;21.5;22.5;21;28.0;3;20.4795646667;19.1326084137;19;28.2649040222;
67;4;22.3999996185;22.5;20;28.0;3;20.4794712067;19.1324520111;20;28.2646217346;
68;5;22.3999996185;22.5;19;28.0;3;18.4794712067;20.1324520111;20;28.2643680573;
69;5;21.5;22.5;18;28.0;3;17.4794712067;21.1324520111;19;28.2641391754;
70;5;21.5;22.5;18;28.0;3;16.4794712067;22.1324520111;19;28.2639331818;
71;5;21.5;22.5;18;28.0;3;15.4794712067;23.1324520111;19;28.2637481689;
72;5;21.5;22.5;19;28.0;3;14.4794712067;24.1324520111;21;28.2635803223;
73;5;21.5;22.5;19;28.0;3;13.4794712067;25.1324520111;20;28.2634296417;
74;5;21.5;22.5;20;28.0;3;12.4794712067;26.1324520111;20;28.26329422;
75;5;21.5;22.5;20;28.0;3;12.0;27.1324520111;20;28.2631721497;
76;5;21.5;22.5;20;28.0;3;12.0;28.1324520111;21;28.2630634308;
77;5;21.5;22.5;20;28.0;3;12.0;29.1324520111;21;28.2629642487;
78;6;21.5;22.5;19;29.0;3;12.0;30.1324520111;21;28.2628765106;
79;6;22.5;23.5;20;30.0999999046;3;12.0;31.1324520111;21;29.1929302216;
80;6;23.7999992371;25.0;21;30.9805486202;3;12.0;32.1324539185;23;29.8820781708;
81;6;24.0340003967;26.3899993896;21;31.6760988235;3;12.0;33.1324539185;23;30.3815631866;
82;6;24.5494232178;27.6872596741;21;32.2225228548;3;12.0;34.1324539185;23;30.5536003113;
83;6;24.3458442688;28.9097423553;23;32.5048562288;3;12.0;35.1324539185;24;30.5536003113;
84;7;24.763551712;29.0;22;32.6069738865;3;13.0;33.1324539185;25;30.5536003113;
85;7;24.7773246765;29.0;22;32.7093300819;3;12.0;34.1324539185;25;30.5536003113;
86;7;24.3999996185;29.5219268799;23;32.8118638992;3;12.0;35.1324539185;27;30.5536003113;
87;7;24.8059082031;29.0;23;32.9145148993;3;13.0;33.1324539185;27;30.5536003113;
88;7;22.3999996185;30.5609512329;23;33.0172227621;3;12.0;34.1324539185;27;30.5536003113;
89;7;21.3999996185;31.5811309814;23;33.1199276447;3;12.0;35.1324539185;27;30.5536003113;
90;7;20.3999996185;33.6017456055;24;33.2225697041;3;13.0;33.1324539185;30;30.5536003113;
91;7;19.3999996185;33.0;24;33.3250894547;3;14.0;32.1324539185;29;30.5536003113;
92;7;18.3999996185;35.6442222595;25;34.4274274111;3;15.0;31.1324539185;30;30.5536003113;
93;7;18.3999996185;39.1491355896;26;34.6795240641;4;16.0;30.1324539185;27;59.3036003113;
94;8;18.3999996185;42.1677627563;25;34.9520947933;5;18.0;30.1324539185;26;86.8254737854;
95;8;18.0;45.1859092712;25;35.2474093437;5;21.0;31.1324539185;25;91.3222045898;
96;8;20.0;43.6442222595;27;35.5678271055;5;24.0;30.6235942841;24;94.7626075745;
97;8;20.0;44.6442222595;27;35.9157414436;5;26.0;30.4161720276;25;97.2579689026;
98;8;22.0;44.7805023193;27;36.2699491978;5;27.2494735718;30.2735710144;25;98.9993934631;
99;8;23.2000007629;44.8042984009;28;36.6404883862;5;29.2494735718;28.3809185028;26;100.079904556;
100;8;23.0;44.828338623;28;37.0462584496;5;29.2494735718;29.3809185028;27;100.515031815;
101;8;24.0;44.8526039124;28;37.4888031483;5;29.2494735718;30.3809185028;26;100.553600311;
102;8;26.0;44.8770599365;31;37.969096899;5;29.2494735718;31.3809185028;25;100.553600311;
103;8;26.0;45.9016799927;31;38.4873714447;5;29.2494735718;32.52526474;26;100.553600311;
104;9;26.3999996185;46.9264411926;30;39.0429415703;5;29.2494735718;34.52526474;26;100.553600311;
105;9;26.3999996185;45.9264411926;30;39.6340494156;5;29.2494735718;36.5252685547;27;100.553600311;
106;9;26.3999996185;45.9264411926;30;40.2577462196;5;29.2494735718;38.5252685547;29;100.553600311;
107;9;26.3999996185;45.9264411926;25;40.9098310471;5;29.2494735718;40.5252685547;29;100.553600311;
108;9;26.3999996185;45.9264411926;25;41.5848731995;5;29.2494735718;42.5252685547;30;100.553600311;
109;8;24.3999996185;41.0;25;38.2763271332;6;29.2494735718;44.5252685547;26;104.553600311;
110;8;22.3999996185;43.0;25;38.9767503738;6;30.2494735718;47.5252685547;25;104.553600311;
111;8;21.3999996185;44.2896957397;30;39.6781096458;6;31.2494735718;50.5252685547;26;104.553600311;
112;8;22.3999996185;42.5454940796;30;41.37216115;6;32.2494735718;53.5252685547;25;104.553600311;
113;8;24.3999996185;43.7985115051;30;42.1108601093;7;32.4494743347;56.5252685547;25;104.553600311;
114;8;24.3999996185;43.7985115051;30;42.829729557;7;31.6494731903;60.5252685547;28;104.553600311;
115;8;24.7368888855;44.7985115051;32;43.5223525763;7;32.6494750977;64.5252685547;27;104.553600311;
116;8;25.7566871643;46.7985115051;32;44.1835255623;7;33.6494750977;68.1252670288;27;104.553600311;
117;8;24.7774162292;46.7985115051;32;44.8094087839;7;33.6494750977;71.1252670288;27;104.553600311;
118;9;24.7990856171;46.7985115051;31;65.3975704908;7;33.1498260498;74.1252670288;29;104.553600311;
119;9;26.8217124939;48.7985115051;31;67.746917963;7;33.1498260498;77.1252670288;30;104.553600311;
120;10;28.8453044891;50.7985115051;28;73.8271585703;6;30.7498245239;73.5252685547;29;100.553600311;
121;10;30.8698673248;50.7985115051;28;75.6159923077;6;30.7498245239;76.5252685547;30;100.553600311;
122;10;30.8953971863;53.7985115051;28;77.1183646917;6;30.7498245239;79.5252685547;31;100.553600311;
123;10;31.9218959808;56.7985115051;28;78.359107852;6;30.7498245239;82.5252685547;27;100.553600311;
124;10;32.1493492126;59.7985115051;31;79.3740034103;6;30.7498245239;85.5252685547;25;100.553600311;
125;10;32.1777420044;62.7985115051;32;80.2020552158;6;30.7498245239;88.5252685547;25;100.553600311;
126;10;32.2070617676;64.7985076904;33;80.7878530025;6;32.7498245239;85.5252685547;26;100.553600311;
127;10;32.0372695923;63.7985115051;33;80.9403855801;6;30.7498245239;88.5252685547;24;100.553600311;
128;10;32.0683441162;65.7985076904;34;81.0944972038;6;31.7498245239;88.5252685547;26;100.553600311;
129;10;32.300239563;67.7985076904;34;81.2500190735;6;32.7498245239;85.5252685547;25;100.553600311;
130;10;33.3329086304;66.7985076904;35;81.4067649841;7;30.7498245239;88.5252685547;23;100.553600311;
131;10;32.3663101196;69.7985076904;36;81.5645325184;7;31.7498245239;88.5252685547;23;100.553600311;
132;10;32.4003753662;72.7985076904;36;81.7231032848;7;32.7498245239;85.5252685547;24;100.553600311;
133;10;33.4350471497;72.7985076904;38;81.8822445869;7;30.7498245239;88.5252685547;24;100.553600311;
134;10;32.4702568054;75.7985076904;40;82.0197672844;7;30.7498245239;91.5252685547;24;100.553600311;
135;10;32.5059280396;78.7985076904;41;82.1399610043;7;31.7498245239;91.5252685547;25;100.553600311;
136;11;33.5419883728;78.7985076904;40;82.2611646652;7;32.7498245239;88.276802063;26;100.553600311;
137;11;32.5783500671;81.7985076904;41;82.3830943108;7;34.7498245239;87.276802063;27;100.553600311;
