Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;4;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;4;23.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;9.60000038147;11.5;4;23.0;1;7.55000019073;9.30000019073;4;17.0;
6;1;10.6000003815;11.5;4;23.0;1;8.55000019073;8.5;4;17.0;
7;1;11.6000003815;11.5;4;23.0;1;8.82499980927;8.5;4;17.0;
8;1;11.8999996185;11.5;4;23.4599990845;1;8.82499980927;8.5;4;17.0;
9;2;12.0380001068;11.9299993515;3;24.8212833405;1;8.82499980927;8.5;4;17.3400001526;
10;2;12.4463853836;11.9106416702;3;25.0;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;12.5000009537;12.0;4;26.2300007343;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;14.4553852081;12.6000003815;4;27.2181913853;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;16.4553852081;13.0788002014;5;27.9928700924;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;18.4553852081;13.4505519867;5;28.589247942;1;11.0206890106;9.78903102875;5;20.2480106354;
15;2;19.4834403992;13.7328653336;6;29.0429638624;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;20.4931354523;13.943564415;6;29.1887089014;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;21.5029983521;14.0;6;29.2221269608;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;22.5130233765;14.0;7;29.2560760975;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;22.7768230438;14.0;7;29.2905418873;1;16.0206890106;10.9637317657;5;22.0;
20;2;22.7871627808;14.0;7;29.3255085945;1;16.9500007629;11.0;5;22.0;
21;2;22.7976531982;14.0;7;29.3609591722;1;16.9500007629;11.0;5;22.0;
22;2;22.8082866669;14.0;6;29.3968753815;1;16.9500007629;11.0;6;22.0;
23;2;22.8190612793;14.0;7;29.4332377911;1;16.9500007629;11.0;7;22.0;
24;2;22.8299713135;14.0;7;29.4700255394;1;16.9500007629;11.0;7;22.0;
25;2;22.3999996185;14.4410076141;7;29.5072168112;2;17.9500007629;11.5;6;23.0;
26;2;22.8521652222;14.0;7;29.5447884798;2;18.9500007629;11.5;7;23.1074999571;
27;3;22.8634357452;14.0;6;29.5827163458;2;18.9500007629;11.5537500381;7;23.2253656387;
28;3;22.3999996185;14.0;6;29.6209751368;2;18.9500007629;11.6126823425;7;23.3543308973;
29;3;22.8862915039;14.0;6;29.6595385075;2;18.9500007629;11.6771650314;7;23.4951226711;
30;3;22.8978614807;14.0;6;29.6983793974;2;17.286403656;12.0;7;23.6484457254;
31;3;20.9095134735;15.0;6;29.7374696732;2;16.3208999634;13.0;7;23.8149644136;
32;3;19.9212398529;16.0;7;29.7767804861;2;15.3583679199;14.0;7;23.9952818155;
33;3;18.9330329895;17.0;7;29.8162822723;3;14.4489383698;15.0;5;39.1899158955;
34;3;17.9448852539;18.0;7;29.8559447527;3;15.0;16.0;7;40.149273634;
35;3;16.9567832947;19.0;8;29.8957372904;4;16.5398368835;17.0;6;41.0429975986;
36;3;15.9687213898;20.0;8;29.9356285334;4;17.5903148651;18.0;6;41.8703546524;
37;3;14.9806880951;21.0;8;29.9755871296;4;18.6441898346;19.0;7;42.6337730885;
38;3;14.5926761627;22.0;8;31.015581131;4;19.7014389038;20.0;6;43.3379480839;
39;3;15.6046743393;23.0;8;31.0955786705;4;20.7619895935;21.0;6;43.9889476299;
40;3;16.6166725159;24.0;8;31.1767318249;4;20.9475135803;22.0;6;44.5934054852;
41;3;16.9530200958;25.0;9;31.2590100765;4;21.0835151672;23.0;6;45.1578788757;
42;3;16.9777030945;26.0;9;31.3423806429;4;21.210521698;24.0;7;45.5946760178;
43;3;17.0027141571;27.0;9;31.4268075228;4;21.308801651;25.0;7;45.9234399796;
44;3;18.0280418396;25.0;10;31.5122518539;4;21.382774353;26.0;8;46.2595415115;
45;3;18.377325058;26.0;10;31.5986721516;4;21.4583969116;27.0;7;46.6009097099;
46;3;19.6881561279;27.0;9;31.6860239506;4;20.2749996185;29.0;8;46.9453148842;
47;3;21.1058082581;28.0;10;31.7742596865;4;20.2749996185;31.0;9;47.2904214859;
48;4;21.7115650177;29.0;10;31.8633290529;4;20.2749996185;33.0;11;47.633852005;
49;4;22.0;30.0;10;31.9531781673;4;21.2749996185;32.0;12;47.9732499123;
50;4;24.1859531403;29.0;11;32.0437507629;4;23.2749996185;33.0;12;48.3063445091;
51;4;25.2131252289;29.0;11;32.1349875927;4;24.9189281464;33.0;12;48.6310133934;
52;4;25.6404972076;29.0;12;32.2268263102;4;25.9919776917;33.0;13;48.9453339577;
53;4;24.8995437622;30.0;12;32.3192017078;4;27.0127010345;33.0;13;49.2476272583;
54;4;25.1795578003;29.8603382111;12;32.4120459557;5;27.0807170868;33.0;11;65.5364894867;
55;4;25.723613739;29.0;12;32.5052887201;5;28.1457099915;33.0;11;66.4508094788;
56;4;25.2012729645;29.9171886444;12;32.5988570452;5;29.2074337006;33.0;11;67.2688808441;
57;5;25.7796573639;29.0;12;32.6926757097;5;30.2656993866;33.0;11;67.9937009811;
58;5;24.3999996185;30.0;12;32.7866675854;5;31.320394516;33.0;11;68.6307153702;
59;5;25.0032234192;30.3879623413;12;33.8807532787;5;30.320394516;34.0;11;69.1869382858;
60;5;26.0212554932;31.4049530029;13;33.994852066;5;32.3203964233;32.0;12;69.6701812744;
61;5;26.3999996185;33.421672821;14;34.1090779305;5;34.3203964233;31.0;11;70.0884580612;
62;5;27.9206638336;32.0;14;34.2233413458;5;35.1921539307;31.0;11;70.289607048;
63;6;27.2725658417;34.0;14;34.3375514746;5;35.2401657104;31.0;11;70.4398756027;
64;6;26.3999996185;35.0;14;34.4516174793;5;35.2739715576;31.0;12;70.5766506195;
65;6;27.1134796143;36.0366783142;14;35.5634263754;5;33.3047485352;32.0;12;70.7007513046;
66;6;29.0321826935;35.5614051819;14;35.7994683981;5;32.3326721191;33.0;13;70.75;
67;6;30.0509223938;36.5719451904;15;36.0571990013;5;31.3326702118;32.0;13;70.75;
68;6;30.467622757;37.5825614929;15;36.3389946222;5;31.9250011444;33.0;13;70.75;
69;6;29.2999992371;39.5932502747;15;36.6473325491;5;32.9250030518;34.0;14;70.75;
70;6;30.6317939758;39.6040077209;16;38.5818139315;5;32.9250030518;35.0;15;70.75;
71;6;30.5904483795;41.3148345947;17;40.2232861519;5;32.9250030518;36.0;16;72.6018733978;
72;6;30.0823898315;43.0540275574;17;42.6333640814;5;31.1672496796;38.0;16;74.1423559189;
73;6;32.1409378052;43.2529220581;17;43.9381377697;5;32.368434906;38.595123291;17;75.4114494324;
74;6;32.5102157593;46.188419342;19;44.9693442583;5;33.5337486267;39.8049659729;18;76.2889680862;
75;7;31.6000003815;49.0425415039;19;45.8503484726;5;34.0563354492;40.9690628052;18;76.7571392059;
76;7;31.6000003815;48.7206993103;19;46.7972737551;5;33.111076355;39.9690628052;18;76.9032640457;
77;7;31.6000003815;47.7561225891;21;47.8087710142;5;31.1110782623;41.9690628052;19;77.0;
78;7;31.6000003815;47.7910308838;21;48.8810248375;5;30.1110782623;43.9690628052;19;77.0;
79;7;31.6000003815;47.825378418;21;50.0074256659;5;29.1110782623;45.9690628052;18;77.0;
80;7;29.6000003815;48.8591346741;21;51.1784344912;5;28.7250003815;47.7690620422;18;77.0;
81;8;28.6000003815;49.8922615051;19;67.8817254305;5;28.7250003815;48.7690620422;19;77.0;
82;9;29.6000003815;52.9247207642;17;69.7051424384;6;28.7250003815;50.7690620422;19;77.0;
83;9;30.6000003815;55.956489563;18;71.4654690027;6;28.7250003815;52.7690620422;19;77.0;
84;9;30.6000003815;58.9875411987;18;73.1456782222;6;28.7250003815;54.7690620422;20;77.0;
85;9;30.6000003815;62.0178489685;19;74.7318210602;6;28.7250003815;56.7690620422;20;77.0;
86;9;30.6000003815;65.0473937988;19;76.2134978175;6;28.7250003815;58.7690620422;20;77.0;
87;9;30.6000003815;66.0761642456;19;77.5841095448;6;28.7250003815;59.7690620422;20;77.0;
88;9;31.0;67.1041412354;18;79.8408680558;6;28.7250003815;60.7690620422;21;78.0;
89;8;30.3056983948;64.1313247681;19;78.5165023804;7;29.7250003815;62.7690620422;19;80.3941216469;
90;8;31.3754348755;66.157699585;18;79.3050860763;7;31.7250003815;65.7690582275;19;80.5659928322;
91;8;31.3999996185;68.1832580566;18;79.9417369366;7;33.0618896484;68.7690582275;19;80.7433179617;
92;8;31.3999996185;70.2080078125;19;80.511143446;7;33.0816879272;71.7690582275;20;80.9259665012;
