Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;14.1000003815;4;23.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;12.1000003815;6;23.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;11.5;6;23.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;9.60000038147;11.5;6;23.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;10.6000003815;11.5;6;23.0;1;8.55000019073;8.5;5;17.0;
7;1;11.6000003815;11.5;6;23.0;2;8.82499980927;8.89999961853;4;18.0;
8;1;11.8999996185;11.5;6;23.4599990845;2;9.05000019073;8.5;4;18.0674999952;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;9.06518745422;8.5;4;18.4895108938;
10;2;12.1463851929;12.1106414795;5;25.0;2;9.16014099121;8.67000007629;4;18.8647230864;
11;2;12.5000009537;12.0;5;26.2850008011;2;9.24456214905;8.81392192841;4;19.1995335817;
12;2;14.4718856812;12.6000003815;5;27.3339031935;2;9.31989574432;8.93486309052;4;20.2548673153;
13;2;16.4718856812;13.0788002014;5;28.1753185987;2;9.55734443665;9.39324569702;5;21.1974108219;
14;2;18.4718856812;13.4505519867;5;28.8447594643;2;11.3850421906;9.78903102875;5;22.0314099789;
15;2;19.560092926;13.7328653336;4;29.3781481981;2;13.3850421906;10.1240053177;5;22.7663766146;
16;2;20.5936908722;13.943564415;4;29.6104347706;2;15.0206890106;11.1870737076;5;23.4149770737;
17;2;21.6295166016;14.0;5;29.7374911308;2;16.0206890106;11.4921770096;5;23.9911694527;
18;2;22.6676330566;14.0;5;29.8723640442;2;17.0206890106;11.7596101761;5;24.5087993145;
19;2;22.9617080688;14.0;5;30.0151810646;2;18.0206890106;11.9962663651;5;24.8180098534;
20;2;23.0045547485;14.0;5;30.1660137177;2;18.9500007629;12.1272039413;6;25.0697143078;
21;2;23.0498046875;14.0;6;30.3248689175;2;19.6406860352;11.0;5;25.3361742496;
22;3;23.0974597931;14.0;4;30.4916813374;2;19.7006397247;11.0;5;25.616874218;
23;4;23.1475048065;14.0;3;30.6663062572;2;18.9500007629;12.0;5;25.911039114;
24;4;22.3999996185;14.0;4;30.8485133648;2;18.9500007629;12.9555196762;5;26.2176237106;
25;4;22.3999996185;14.8545541763;4;31.0379817486;2;18.9500007629;13.1088123322;5;26.5353112221;
26;4;21.3113937378;15.0;4;31.2342967987;2;18.9500007629;13.2676553726;5;26.8625197411;
27;4;21.3999996185;15.0;4;31.4369482994;3;18.9500007629;13.4312601089;4;27.1974248886;
28;4;20.3999996185;15.0;4;31.6453323364;3;18.9500007629;13.5987129211;5;27.5379900932;
29;4;19.493598938;16.0;4;31.8587543964;4;19.9500007629;11.5987129211;4;27.8820104599;
30;4;19.3999996185;15.0;4;33.0764360428;4;18.9500007629;12.5987129211;4;28.2271661758;
