Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;9.0;10.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;9.0;10.0;5;20.0;2;7.15000009537;13.0;3;21.0599999428;
3;1;9.0;10.0;5;20.0;2;8.15900039673;12.0;3;21.1229639053;
4;1;9.0;10.0;4;20.0;2;8.16844463348;11.0;3;21.1889609098;
5;1;10.0;10.0;4;20.0;2;8.17834377289;10.0;3;21.2580518723;
6;1;11.0;10.0;4;20.0;2;9.2830619812;10.0;3;21.3302885294;
7;1;11.0;10.0;4;20.3999996185;2;9.7993144989;10.0;3;21.4057120085;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.81628513336;10.0;3;21.8984082937;
9;2;11.5179204941;10.3632001877;3;21.9903717041;2;9.92714214325;10.1999998093;3;22.3222295046;
10;2;11.597111702;10.4951858521;3;23.1719120741;2;10.0225009918;10.3632001877;3;22.688400507;
11;2;11.9515733719;11.0209560394;3;24.1897815466;2;10.1048898697;10.4951858521;3;23.8809107542;
12;2;13.9515733719;11.4571752548;3;25.0591306686;2;10.3732051849;11.0209560394;3;24.9034298658;
13;2;15.9515733719;11.8107032776;4;25.8015987873;2;12.1703767776;11.4571752548;3;25.7698295116;
14;2;17.0980739594;12.0916318893;4;26.441321969;2;14.1703767776;11.8107032776;3;26.500371933;
15;2;18.1581878662;12.3113050461;4;27.0020139217;2;16.170375824;12.0916318893;4;27.1177392006;
16;2;19.2246494293;12.4808797836;4;27.2842636108;3;17.284236908;12.3113050461;3;27.6441450119;
17;2;20.2978534698;12.5;4;27.5518820286;3;18.3263702393;12.4808797836;3;27.878672123;
18;2;21.3781375885;12.5;4;27.8440244198;3;19.3705348969;12.5;3;28.0836718082;
19;2;22.3532066345;12.5;4;28.1613030434;3;20.3188266754;12.5;3;28.2969486713;
20;2;22.4483909607;12.5;4;28.5039470196;3;20.3668136597;12.5;3;28.5179448128;
21;2;22.5511837006;12.5;3;28.871723175;3;20.4165382385;12.5;3;28.7459800243;
22;2;22.6615161896;12.5;3;29.263862133;3;20.4678459167;12.5;3;28.9802544117;
23;2;22.7791595459;12.5;3;29.6789975166;3;20.5205574036;12.5;3;29.2198557854;
24;2;22.9036998749;12.5;3;30.1151270866;3;20.5744667053;12.5;3;29.4637694359;
25;2;23.034538269;12.5;3;30.5695996284;3;20.6293487549;12.5;3;29.7108941078;
26;2;23.170879364;12.5;3;31.0391392708;3;20.6849517822;12.5;3;29.9600582123;
27;2;21.3117408752;13.5;12;31.5199065208;3;19.625;13.5;3;30.2100424767;
28;2;20.5;13.5;12;32.007601738;3;19.625;14.5;4;30.4596014023;
29;2;19.5;13.5;12;32.4976010323;3;18.625;13.5;4;30.7074890137;
30;2;19.5;13.5;12;32.9851250648;3;17.9091854095;14.5;4;30.952483654;
31;2;20.5;14.5;12;33.465420723;3;16.9643096924;15.5;4;31.1934113503;
32;2;21.5;15.5;13;33.9339466095;4;17.0185165405;17.2000007629;3;32.429169178;
33;2;21.5;16.0735778809;13;34.3865451813;4;17.4465637207;17.5;3;32.7887438536;
34;2;20.5;15.0735788345;13;34.8195896149;4;18.498216629;18.5;3;33.1566604376;
35;2;20.5;15.0735788345;13;35.2300891876;4;19.5482769012;19.5;3;33.5335631371;
36;2;20.5;15.5;13;35.6157541275;4;20.5965633392;20.5;3;33.9202487469;
37;2;19.5;14.5;14;35.9750175476;4;19.3641242981;22.5;3;34.3176375628;
38;3;19.5;14.5;13;36.307009697;4;19.4092102051;24.5;3;34.726733923;
39;3;18.5;13.5;13;36.6115064621;4;19.4590568542;26.5;5;35.1485714912;
40;3;18.5;13.5;13;36.8888463974;4;19.5139598846;28.5;5;35.5841476917;
41;3;17.5;13.5;13;37.1398382187;4;19.5741729736;30.5;5;36.0343434811;
42;3;17.5;14.5;13;37.3656587601;4;19.6399059296;32.2332229614;5;36.4998412132;
43;3;19.5;16.5;13;37.5677556992;5;20.7112922668;34.2369766235;5;37.9810264111;
44;3;18.5;18.5;13;37.747756958;5;21.7883872986;34.4339561462;5;38.5779014826;
45;3;20.5;20.5;13;37.9073896408;5;22.118637085;35.5243225098;5;39.1988954544;
46;3;19.5;21.5;14;38.0;5;23.0;34.5;6;39.8435547352;
47;3;20.5;22.5;14;38.0;5;24.0;36.5;6;40.5108188391;
48;3;21.5;23.5;15;38.0;5;25.1509037018;38.5;6;41.1641790867;
49;3;22.5;25.5;14;39.0;5;27.2531604767;37.5;7;41.7836955786;
50;3;24.5;24.5;14;39.0399999619;5;28.0;38.5;9;42.4259293079;
51;3;25.8120002747;25.5;14;39.0811839104;5;29.6499996185;38.5;10;43.0869576931;
52;3;26.5;26.5;14;39.1235535145;5;30.2267093658;38.371421814;10;43.7624490261;
53;3;27.7370662689;27.5;14;39.1671074629;5;30.3369598389;37.5383644104;10;44.4478108883;
54;3;27.3999996185;27.9668426514;14;39.211841464;5;28.6499996185;37.7164154053;11;45.1383538246;
55;3;27.763551712;27.5;14;39.2577478886;5;28.6499996185;37.9056396484;11;45.8294565678;
