Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.5;10.0;6;20.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;11.2971115112;10.4951858521;5;22.0419120789;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;11.6125736237;11.0209560394;5;22.9143505096;1;9.72283363342;10.4951858521;6;22.0419120789;
12;1;11.8743057251;11.4571752548;5;23.6214065552;1;9.95943069458;11.0209560394;6;22.9143505096;
13;1;12.8743057251;11.8107032776;5;24.1832637787;2;11.7228336334;11.7571754456;5;24.6214065552;
14;1;13.8743057251;12.0916318893;5;24.6226100922;2;13.7228336334;11.8107032776;5;25.233263731;
15;1;14.3867835999;12.3113050461;5;24.9617595673;2;15.7228336334;12.0916318893;5;25.7245850563;
16;1;14.488527298;12.4808797836;5;25.0;2;16.9707775116;12.3113050461;5;26.1177095175;
17;1;16.3867835999;12.5;5;25.0;2;17.9829216003;12.4808797836;5;26.2119446993;
18;1;17.3867835999;12.5;5;25.0;2;18.9955215454;12.5;6;26.269973278;
19;1;18.3867835999;12.5;6;25.0;2;19.9107437134;12.5;6;26.3300433159;
20;1;19.3867835999;12.5;6;25.0;2;19.9242591858;12.5;6;26.3921557665;
21;1;19.5;12.5;6;25.0;2;19.9382343292;12.5;6;26.4563041925;
22;1;19.5;12.5;6;25.0;2;19.9526691437;12.5;6;26.5224741697;
23;1;19.5;12.5;6;25.0;2;19.9675559998;12.5;6;26.5906432867;
24;1;19.5;12.5;6;25.0;2;19.9828948975;12.5;6;26.6607804298;
25;1;19.5;12.5;7;25.0;3;19.9986763;12.5;6;26.7328453064;
26;1;19.5;12.5;7;25.0;3;20.0148906708;12.5;7;26.8067884445;
27;1;19.5;12.5;7;25.0;4;20.0315284729;12.5;6;26.8825509548;
28;1;19.5;12.5;7;25.0;4;19.625;13.2530202866;7;26.9600640535;
29;1;19.5;12.5;7;25.0;4;19.625;13.2840251923;7;27.0392494202;
30;1;19.5;12.5;7;25.0;4;18.0838317871;13.5;7;27.120018959;
31;1;19.5;12.5;7;25.0;4;17.1020050049;14.5;7;27.2022752762;
32;1;19.5;12.5;7;25.0;4;16.1205120087;15.5;7;27.2859115601;
33;1;19.5;12.5;7;25.0;4;15.1393299103;16.5;7;27.3708124161;
34;1;19.5;12.5;7;25.0;4;14.5334329605;17.5;7;28.4568536282;
35;1;19.5;12.5;7;25.0;4;15.5527915955;18.5;8;28.6139036417;
36;1;19.5;12.5;7;25.0;4;16.5723781586;19.5;8;30.0514134169;
37;1;19.5;12.5;7;25.0;4;16.5978832245;20.5;8;31.2296276093;
38;1;19.5;12.5;7;25.0;4;16.6238479614;21.5;8;32.1828979254;
39;1;19.5;12.5;8;25.0;4;16.650220871;22.5;8;33.9522981644;
40;1;19.5;12.5;8;25.0;4;17.6769447327;23.5;9;34.7381687164;
